n,pair_mlr_seed,pair_lor_seed,family,seed,layer_count,mean_layer_size,layer_size_std,cover_density,reduction_edge_count,reduction_edge_density,layer_signature_redundancy,adjacent_edge_fraction,long_edge_fraction,mean_layer_gap
30,1061066,1060018,multi_layer_random,1061066,5.0,6.0,2.0976176963403033,0.15172413793103448,66.0,0.15172413793103448,0.0,0.24489795918367346,0.7551020408163265,2.193877551020408
30,1061066,1060018,lorentzian_like_2d,1060018,7.0,4.285714285714286,1.3850513878332367,0.12183908045977011,53.0,0.12183908045977011,0.0,0.16243654822335024,0.8375634517766497,3.2436548223350252
30,1061194,1060020,multi_layer_random,1061194,5.0,6.0,1.2649110640673518,0.15632183908045977,68.0,0.15632183908045977,0.0,0.20187793427230047,0.7981220657276995,2.460093896713615
30,1061194,1060020,lorentzian_like_2d,1060020,8.0,3.75,1.299038105676658,0.13793103448275862,60.0,0.13793103448275862,0.03125,0.13953488372093023,0.8604651162790697,3.655813953488372
30,1062707,1060000,multi_layer_random,1062707,5.0,6.0,1.2649110640673518,0.15862068965517243,69.0,0.15862068965517243,0.0,0.21982758620689655,0.7801724137931034,2.353448275862069
30,1062707,1060000,lorentzian_like_2d,1060000,8.0,3.75,1.479019945774904,0.14942528735632185,65.0,0.14942528735632185,0.05238095238095237,0.16017316017316016,0.8398268398268398,3.432900432900433
30,1062306,1060007,multi_layer_random,1062306,5.0,6.0,1.6733200530681511,0.15862068965517243,69.0,0.15862068965517243,0.025,0.21782178217821782,0.7821782178217822,2.400990099009901
30,1062306,1060007,lorentzian_like_2d,1060007,8.0,3.75,0.9682458365518543,0.12873563218390804,56.0,0.12873563218390804,0.03125,0.1461187214611872,0.8538812785388128,3.6392694063926943
30,1061035,1060008,multi_layer_random,1061035,5.0,6.0,1.4142135623730951,0.15632183908045977,68.0,0.15632183908045977,0.0,0.24615384615384617,0.7538461538461538,2.3794871794871795
30,1061035,1060008,lorentzian_like_2d,1060008,9.0,3.3333333333333335,1.247219128924647,0.15402298850574714,67.0,0.15402298850574714,0.09166666666666666,0.18141592920353983,0.8185840707964602,3.4646017699115044
30,1062643,1060014,multi_layer_random,1062643,5.0,6.0,1.4142135623730951,0.19080459770114944,83.0,0.19080459770114944,0.0,0.1941747572815534,0.8058252427184466,2.4223300970873787
30,1062643,1060014,lorentzian_like_2d,1060014,8.0,3.75,1.299038105676658,0.1310344827586207,57.0,0.1310344827586207,0.0,0.13274336283185842,0.8672566371681416,3.561946902654867
40,1161284,1160017,multi_layer_random,1161284,5.0,8.0,1.0954451150103321,0.1358974358974359,106.0,0.1358974358974359,0.0,0.19638242894056848,0.8036175710594315,2.452196382428941
40,1161284,1160017,lorentzian_like_2d,1160017,9.0,4.444444444444445,1.2570787221094177,0.11794871794871795,92.0,0.11794871794871795,0.0,0.12727272727272726,0.8727272727272727,3.7766233766233768
40,1162218,1160005,multi_layer_random,1162218,5.0,8.0,1.2649110640673518,0.14615384615384616,114.0,0.14615384615384616,0.0,0.23095823095823095,0.769041769041769,2.3316953316953315
40,1162218,1160005,lorentzian_like_2d,1160005,8.0,5.0,1.5811388300841898,0.11666666666666667,91.0,0.11666666666666667,0.059523809523809534,0.14742014742014742,0.8525798525798526,3.5626535626535625
40,1162651,1160011,multi_layer_random,1162651,5.0,8.0,1.2649110640673518,0.1358974358974359,106.0,0.1358974358974359,0.0,0.19900497512437812,0.8009950248756219,2.4129353233830844
40,1162651,1160011,lorentzian_like_2d,1160011,8.0,5.0,1.7320508075688772,0.10256410256410256,80.0,0.10256410256410256,0.013888888888888895,0.10327455919395466,0.8967254408060453,3.853904282115869
40,1162022,1160009,multi_layer_random,1162022,5.0,8.0,1.2649110640673518,0.13846153846153847,108.0,0.13846153846153847,0.0,0.20103092783505155,0.7989690721649485,2.4149484536082473
40,1162022,1160009,lorentzian_like_2d,1160009,8.0,5.0,1.5811388300841898,0.12179487179487179,95.0,0.12179487179487179,0.0,0.13648293963254593,0.863517060367454,3.406824146981627
40,1162273,1160004,multi_layer_random,1162273,5.0,8.0,2.0976176963403033,0.14871794871794872,116.0,0.14871794871794872,0.0,0.22135416666666666,0.7786458333333334,2.2447916666666665
40,1162273,1160004,lorentzian_like_2d,1160004,8.0,5.0,1.4142135623730951,0.11666666666666667,91.0,0.11666666666666667,0.0,0.125,0.875,3.5208333333333335
40,1162062,1160000,multi_layer_random,1162062,5.0,8.0,1.8973665961010275,0.15384615384615385,120.0,0.15384615384615385,0.0,0.22015915119363394,0.7798408488063661,2.3448275862068964
40,1162062,1160000,lorentzian_like_2d,1160000,8.0,5.0,2.1213203435596424,0.13076923076923078,102.0,0.13076923076923078,0.023809523809523805,0.158311345646438,0.841688654353562,3.1556728232189974
40,1161492,1160002,multi_layer_random,1161492,5.0,8.0,0.6324555320336759,0.14615384615384616,114.0,0.14615384615384616,0.0,0.21298701298701297,0.787012987012987,2.3844155844155845
40,1161492,1160002,lorentzian_like_2d,1160002,8.0,5.0,1.224744871391589,0.11923076923076924,93.0,0.11923076923076924,0.07083333333333332,0.14666666666666667,0.8533333333333334,3.3893333333333335
40,1162737,1160008,multi_layer_random,1162737,5.0,8.0,1.4142135623730951,0.13333333333333333,104.0,0.13333333333333333,0.0,0.20048899755501223,0.7995110024449877,2.469437652811736
40,1162737,1160008,lorentzian_like_2d,1160008,11.0,3.6363636363636362,1.822721605069402,0.13333333333333333,104.0,0.13333333333333333,0.027777777777777776,0.12655086848635236,0.8734491315136477,4.138957816377172
40,1162750,1160003,multi_layer_random,1162750,5.0,8.0,2.0,0.14358974358974358,112.0,0.14358974358974358,0.022222222222222233,0.19617224880382775,0.8038277511961722,2.4569377990430623
40,1162750,1160003,lorentzian_like_2d,1160003,7.0,5.714285714285714,1.3850513878332367,0.1371794871794872,107.0,0.1371794871794872,0.06462585034013604,0.15587529976019185,0.8441247002398081,3.2949640287769784
40,1163715,1160006,multi_layer_random,1163715,5.0,8.0,1.0954451150103321,0.15,117.0,0.15,0.0,0.2034313725490196,0.7965686274509803,2.3970588235294117
40,1163715,1160006,lorentzian_like_2d,1160006,10.0,4.0,1.61245154965971,0.11794871794871795,92.0,0.11794871794871795,0.027777777777777776,0.11666666666666667,0.8833333333333333,4.223809523809524
40,1163545,1160007,multi_layer_random,1163545,5.0,8.0,1.6733200530681511,0.14615384615384616,114.0,0.14615384615384616,0.019999999999999997,0.20603015075376885,0.7939698492462312,2.371859296482412
40,1163545,1160007,lorentzian_like_2d,1160007,8.0,5.0,1.9364916731037085,0.11794871794871795,92.0,0.11794871794871795,0.08979591836734693,0.13984168865435356,0.8601583113456465,3.3139841688654355
40,1162828,1160015,multi_layer_random,1162828,5.0,8.0,0.6324555320336759,0.14102564102564102,110.0,0.14102564102564102,0.025,0.2074074074074074,0.7925925925925926,2.365432098765432
40,1162828,1160015,lorentzian_like_2d,1160015,10.0,4.0,1.5491933384829668,0.1141025641025641,89.0,0.1141025641025641,0.0,0.12745098039215685,0.8725490196078431,3.965686274509804
44,1303074,1300004,multi_layer_random,1303074,5.0,8.8,1.8330302779823362,0.13742071881606766,130.0,0.13742071881606766,0.0,0.19607843137254902,0.803921568627451,2.4618736383442266
44,1303074,1300004,lorentzian_like_2d,1300004,11.0,4.0,1.5954480704349312,0.10676532769556026,101.0,0.10676532769556026,0.036363636363636355,0.10652173913043478,0.8934782608695652,4.341304347826087
44,1302405,1300003,multi_layer_random,1302405,5.0,8.8,2.3151673805580453,0.14059196617336153,133.0,0.14059196617336153,0.0,0.22269807280513917,0.7773019271948608,2.297644539614561
44,1302405,1300003,lorentzian_like_2d,1300003,8.0,5.5,2.5,0.12684989429175475,120.0,0.12684989429175475,0.05208333333333333,0.17872340425531916,0.8212765957446808,2.9361702127659575
44,1301975,1300005,multi_layer_random,1301975,5.0,8.8,2.1354156504062622,0.13847780126849896,131.0,0.13847780126849896,0.0,0.20726495726495728,0.7927350427350427,2.358974358974359
44,1301975,1300005,lorentzian_like_2d,1300005,9.0,4.888888888888889,1.9688939051854832,0.113107822410148,107.0,0.113107822410148,0.05133928571428571,0.11691022964509394,0.8830897703549061,3.7515657620041756
44,1302840,1300006,multi_layer_random,1302840,5.0,8.8,1.8330302779823362,0.13424947145877378,127.0,0.13424947145877378,0.0,0.2012847965738758,0.7987152034261242,2.4882226980728053
44,1302840,1300006,lorentzian_like_2d,1300006,8.0,5.5,2.0,0.12367864693446089,117.0,0.12367864693446089,0.0,0.12555066079295155,0.8744493392070485,3.6211453744493394
44,1302722,1300002,multi_layer_random,1302722,5.0,8.8,1.7204650534085253,0.13424947145877378,127.0,0.13424947145877378,0.0,0.2076271186440678,0.7923728813559322,2.360169491525424
44,1302722,1300002,lorentzian_like_2d,1300002,9.0,4.888888888888889,2.1829869671542776,0.10253699788583509,97.0,0.10253699788583509,0.0,0.11850311850311851,0.8814968814968815,3.812889812889813
44,1302464,1300001,multi_layer_random,1302464,5.0,8.8,1.1661903789690602,0.1331923890063425,126.0,0.1331923890063425,0.0,0.20386266094420602,0.796137339055794,2.412017167381974
44,1302464,1300001,lorentzian_like_2d,1300001,11.0,4.0,1.4142135623730951,0.09302325581395349,88.0,0.09302325581395349,0.045454545454545456,0.10772357723577236,0.8922764227642277,4.752032520325203
48,1441976,1440004,multi_layer_random,1441976,5.0,9.6,0.7999999999999999,0.12411347517730496,140.0,0.12411347517730496,0.0,0.19798657718120805,0.802013422818792,2.4161073825503356
48,1441976,1440004,lorentzian_like_2d,1440004,10.0,4.8,1.7776388834631178,0.10549645390070922,119.0,0.10549645390070922,0.0,0.1111111111111111,0.8888888888888888,4.193602693602694
48,1442087,1440003,multi_layer_random,1442087,5.0,9.6,1.3564659966250536,0.14095744680851063,159.0,0.14095744680851063,0.0,0.2138157894736842,0.7861842105263158,2.3273026315789473
48,1442087,1440003,lorentzian_like_2d,1440003,11.0,4.363636363636363,1.7200807207658637,0.0975177304964539,110.0,0.0975177304964539,0.0,0.10847457627118644,0.8915254237288136,4.489830508474577
48,1444467,1440002,multi_layer_random,1444467,5.0,9.6,1.0198039027185568,0.13918439716312056,157.0,0.13918439716312056,0.0,0.18317757009345795,0.8168224299065421,2.457943925233645
48,1444467,1440002,lorentzian_like_2d,1440002,11.0,4.363636363636363,1.4937887931959075,0.10726950354609929,121.0,0.10726950354609929,0.03571428571428572,0.09466437177280551,0.9053356282271945,4.664371772805508
48,1441627,1440005,multi_layer_random,1441627,5.0,9.6,1.019803902718557,0.12677304964539007,143.0,0.12677304964539007,0.0,0.17636022514071295,0.8236397748592871,2.5328330206378986
48,1441627,1440005,lorentzian_like_2d,1440005,11.0,4.363636363636363,1.7200807207658637,0.10106382978723404,114.0,0.10106382978723404,0.016666666666666663,0.1024793388429752,0.8975206611570248,4.568595041322314
52,1782214,1780007,multi_layer_random,1782214,5.0,10.4,1.0198039027185568,0.1229260935143288,163.0,0.1229260935143288,0.0,0.17739628040057226,0.8226037195994278,2.4620886981402004
52,1782214,1780007,lorentzian_like_2d,1780007,9.0,5.777777777777778,1.617802197617893,0.10180995475113122,135.0,0.10180995475113122,0.022222222222222216,0.09205020920502092,0.9079497907949791,4.302649930264993
52,1781615,1780000,multi_layer_random,1781615,5.0,10.4,3.2619012860600183,0.1297134238310709,172.0,0.1297134238310709,0.0,0.21835443037974683,0.7816455696202531,2.2389240506329116
52,1781615,1780000,lorentzian_like_2d,1780000,11.0,4.7272727272727275,2.0928844424038795,0.09803921568627451,130.0,0.09803921568627451,0.04107142857142857,0.09950248756218906,0.900497512437811,4.615257048092869
52,1782198,1780003,multi_layer_random,1782198,5.0,10.4,1.8547236990991407,0.12895927601809956,171.0,0.12895927601809956,0.0,0.18305597579425115,0.8169440242057489,2.3978819969742813
52,1782198,1780003,lorentzian_like_2d,1780003,10.0,5.2,1.9899748742132397,0.09879336349924585,131.0,0.09879336349924585,0.03611111111111111,0.11455108359133127,0.8854489164086687,3.9489164086687305
52,1781313,1780002,multi_layer_random,1781313,5.0,10.4,1.4966629547095764,0.13574660633484162,180.0,0.13574660633484162,0.0,0.15861027190332327,0.8413897280966768,2.5861027190332324
52,1781313,1780002,lorentzian_like_2d,1780002,10.0,5.2,1.5362291495737217,0.10105580693815988,134.0,0.10105580693815988,0.022222222222222216,0.10526315789473684,0.8947368421052632,4.252631578947368
52,1782635,1780004,multi_layer_random,1782635,5.0,10.4,2.0591260281974,0.1282051282051282,170.0,0.1282051282051282,0.0,0.20356612184249628,0.7964338781575037,2.322436849925706
52,1782635,1780004,lorentzian_like_2d,1780004,10.0,5.2,2.3579652245103193,0.10180995475113122,135.0,0.10180995475113122,0.046737213403880075,0.10194902548725637,0.8980509745127436,4.100449775112444
52,1782378,1780006,multi_layer_random,1782378,5.0,10.4,2.870540018881465,0.11990950226244344,159.0,0.11990950226244344,0.016666666666666673,0.173974540311174,0.826025459688826,2.5884016973125883
52,1782378,1780006,lorentzian_like_2d,1780006,11.0,4.7272727272727275,1.212878551284212,0.08144796380090498,108.0,0.08144796380090498,0.04632034632034632,0.09295352323838081,0.9070464767616192,4.806596701649175
52,1782977,1780005,multi_layer_random,1782977,5.0,10.4,2.244994432064365,0.12518853695324283,166.0,0.12518853695324283,0.0,0.18701700154559506,0.8129829984544049,2.516228748068006
52,1782977,1780005,lorentzian_like_2d,1780005,10.0,5.2,1.98997487421324,0.09879336349924585,131.0,0.09879336349924585,0.0,0.0947867298578199,0.9052132701421801,4.197472353870458
52,1781603,1780001,multi_layer_random,1781603,5.0,10.4,2.1540659228538015,0.12141779788838612,161.0,0.12141779788838612,0.0,0.19849624060150375,0.8015037593984963,2.344360902255639
52,1781603,1780001,lorentzian_like_2d,1780001,9.0,5.777777777777778,1.6850834320114558,0.10256410256410256,136.0,0.10256410256410256,0.013888888888888888,0.12457912457912458,0.8754208754208754,3.8636363636363638
56,1921259,1920005,multi_layer_random,1921259,5.0,11.2,1.469693845669907,0.13116883116883116,202.0,0.13116883116883116,0.0,0.18915343915343916,0.8108465608465608,2.4246031746031744
56,1921259,1920005,lorentzian_like_2d,1920005,10.0,5.6,2.1540659228538015,0.10454545454545454,161.0,0.10454545454545454,0.01428571428571429,0.0917312661498708,0.9082687338501292,4.263565891472868
56,1921058,1920006,multi_layer_random,1921058,5.0,11.2,2.5612496949731396,0.12207792207792208,188.0,0.12207792207792208,0.0,0.16276041666666666,0.8372395833333334,2.6393229166666665
56,1921058,1920006,lorentzian_like_2d,1920006,10.0,5.6,2.8705400188814645,0.1025974025974026,158.0,0.1025974025974026,0.0380952380952381,0.10807453416149068,0.8919254658385093,4.048447204968944
56,1921139,1920003,multi_layer_random,1921139,5.0,11.2,2.7856776554368237,0.11883116883116883,183.0,0.11883116883116883,0.0,0.19633507853403143,0.8036649214659686,2.392670157068063
56,1921139,1920003,lorentzian_like_2d,1920003,9.0,6.222222222222222,3.083208205669246,0.10194805194805195,157.0,0.10194805194805195,0.06746031746031746,0.11473272490221642,0.8852672750977836,3.4980443285528033
56,1921236,1920002,multi_layer_random,1921236,5.0,11.2,2.7856776554368237,0.1305194805194805,201.0,0.1305194805194805,0.0,0.19647696476964768,0.8035230352303523,2.345528455284553
56,1921236,1920002,lorentzian_like_2d,1920002,10.0,5.6,2.244994432064365,0.08506493506493507,131.0,0.08506493506493507,0.03703703703703704,0.09722222222222222,0.9027777777777778,4.170833333333333
56,1921254,1920007,multi_layer_random,1921254,5.0,11.2,3.9698866482558417,0.12012987012987013,185.0,0.12012987012987013,0.0,0.199203187250996,0.8007968127490039,2.350597609561753
56,1921254,1920007,lorentzian_like_2d,1920007,9.0,6.222222222222222,1.547598697464902,0.10324675324675325,159.0,0.10324675324675325,0.013888888888888888,0.11082474226804123,0.8891752577319587,4.109536082474227
56,1921315,1920000,multi_layer_random,1921315,5.0,11.2,2.7129319932501073,0.1318181818181818,203.0,0.1318181818181818,0.0,0.2079589216944801,0.79204107830552,2.2901155327342746
56,1921315,1920000,lorentzian_like_2d,1920000,11.0,5.090909090909091,1.7814470856604931,0.09025974025974026,139.0,0.09025974025974026,0.0,0.08886107634543179,0.9111389236545682,4.5494367959949935
56,1921074,1920004,multi_layer_random,1921074,5.0,11.2,3.370459909270543,0.11818181818181818,182.0,0.11818181818181818,0.0,0.16915995397008055,0.8308400460299195,2.6421173762945913
56,1921074,1920004,lorentzian_like_2d,1920004,11.0,5.090909090909091,1.6211413181933643,0.09090909090909091,140.0,0.09090909090909091,0.03838383838383838,0.09530026109660575,0.9046997389033943,5.043080939947781
56,1921332,1920001,multi_layer_random,1921332,5.0,11.2,2.315167380558045,0.1383116883116883,213.0,0.1383116883116883,0.0,0.2061248527679623,0.7938751472320377,2.3769140164899882
56,1921332,1920001,lorentzian_like_2d,1920001,10.0,5.6,2.1999999999999997,0.09675324675324676,149.0,0.09675324675324676,0.016666666666666663,0.10115606936416185,0.8988439306358381,4.328034682080925
