family,tier,N,seed,aw,cf,aw_over_sqrtN
multi_layer_random,Tier-2,44,44,15,0.5021141649048626,2.2613350843332274
multi_layer_random,Tier-2,44,45,23,0.3689217758985201,3.467380462644282
multi_layer_random,Tier-2,44,46,17,0.45771670190274844,2.5628464289109907
multi_layer_random,Tier-2,44,47,19,0.452431289640592,2.8643577734887544
multi_layer_random,Tier-2,44,48,18,0.49577167019027485,2.7136021011998728
multi_layer_random,Tier-2,44,49,13,0.48308668076109934,1.9598237397554636
multi_layer_random,Tier-2,44,50,31,0.26215644820295986,4.673425840955336
multi_layer_random,Tier-2,44,51,23,0.26955602536997886,3.467380462644282
multi_layer_random,Tier-2,52,42,18,0.49547511312217196,2.4961508830135313
multi_layer_random,Tier-2,52,43,20,0.4253393665158371,2.773500981126146
multi_layer_random,Tier-2,52,44,19,0.48642533936651583,2.6348259320698384
multi_layer_random,Tier-2,52,45,27,0.40874811463046756,3.7442263245202967
multi_layer_random,Tier-2,52,46,20,0.4374057315233786,2.773500981126146
multi_layer_random,Tier-2,52,47,23,0.36425339366515835,3.1895261282950678
multi_layer_random,Tier-2,52,48,21,0.5052790346907994,2.912176030182453
multi_layer_random,Tier-2,52,49,15,0.45324283559577677,2.0801257358446095
multi_layer_random,Tier-2,52,50,36,0.28808446455505277,4.9923017660270625
multi_layer_random,Tier-2,52,51,28,0.2993966817496229,3.8829013735766043
multi_layer_random,Tier-2,56,42,20,0.4948051948051948,2.6726124191242437
multi_layer_random,Tier-2,56,43,21,0.4688311688311688,2.806243040080456
multi_layer_random,Tier-2,56,44,20,0.4701298701298701,2.6726124191242437
multi_layer_random,Tier-2,56,45,30,0.41818181818181815,4.008918628686366
multi_layer_random,Tier-2,56,46,21,0.42727272727272725,2.806243040080456
multi_layer_random,Tier-2,56,47,24,0.39155844155844155,3.2071349029490928
multi_layer_random,Tier-2,56,48,23,0.4883116883116883,3.0735042819928804
multi_layer_random,Tier-2,56,49,17,0.44675324675324674,2.271720556255607
multi_layer_random,Tier-2,56,50,39,0.30194805194805197,5.211594217292276
multi_layer_random,Tier-2,56,51,30,0.3090909090909091,4.008918628686366
