n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
20,KR_like,1,0.4,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-22.8640596596121,-1.143202982980605,-0.3816105307782944,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,2.656533856356172,0.0,robust_zscore,n
20,KR_like,1,0.4,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-22.890691604056542,-1.144534580202827,-0.38205502885109527,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,2.6396972141996216,0.0,robust_zscore,n
20,KR_like,1,0.6,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.50208122657959,-1.3751040613289796,-0.45902101248107297,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-0.4179613039908073,0.0,robust_zscore,n
20,KR_like,1,0.6,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-20.52507491779502,-1.026253745889751,-0.3425719163723044,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,3.9928829282074196,0.0,robust_zscore,n
20,KR_like,1,0.6,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-20.565022834461686,-1.0282511417230844,-0.3432386634815057,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,3.9676279649725945,0.0,robust_zscore,n
20,KR_like,1,0.8,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.488765254357368,-1.3744382627178684,-0.4587987634446725,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-0.5518936428723011,0.0,robust_zscore,n
20,KR_like,1,0.8,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-18.186090175977945,-0.9093045087988972,-0.30353330196631445,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,5.329232000058669,0.0,robust_zscore,n
20,KR_like,1,0.8,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-18.23935406486683,-0.9119677032433415,-0.30442229811191623,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,5.295558715745568,0.0,robust_zscore,n
20,KR_like,1,1.0,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.475449282135145,-1.3737724641067572,-0.4585765144082721,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-0.6858259817537949,0.0,robust_zscore,n
20,KR_like,1,1.0,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-15.847105434160865,-0.7923552717080432,-0.26449468756032446,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,6.665581071909917,0.0,robust_zscore,n
20,KR_like,1,1.0,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-15.913685295271975,-0.7956842647635988,-0.2656059327423267,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,6.623489466518541,0.0,robust_zscore,n
20,KR_like,1,1.5,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.44215935157959,-1.3721079675789796,-0.45802089181727096,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-1.0206568289575295,0.0,robust_zscore,n
