family,N,rep,perturbation,pert_rep,in_window_orig,F7_orig,cf_orig,returned,return_step,delta_F_recovery,basin_retention,final_F
Lor3D,20,1,del_edge,1,False,41.42421264545081,0.26842105263157895,True,1,-24.497042783943378,False,16.92716986150743
Lor3D,20,1,del_edge,2,False,41.42421264545081,0.26842105263157895,True,1,-19.605537959187394,False,21.818674686263414
Lor3D,20,1,del_node,0,False,41.42421264545081,0.26842105263157895,True,4,-23.457593582365586,False,17.966619063085222
Lor3D,20,1,del_node,1,False,41.42421264545081,0.26842105263157895,True,3,-15.69260342320434,False,25.73160922224647
Lor3D,20,1,del_node,2,False,41.42421264545081,0.26842105263157895,True,2,-31.039390268242627,False,10.38482237720818
Lor3D,20,2,add_edge,0,False,40.842489450699006,0.28421052631578947,True,1,-20.838643633424013,False,20.003845817274993
Lor3D,20,2,add_edge,1,False,40.842489450699006,0.28421052631578947,True,1,-26.8531926064286,False,13.989296844270408
Lor3D,20,2,add_edge,2,False,40.842489450699006,0.28421052631578947,True,1,-32.06576597805786,False,8.776723472641144
Lor3D,20,2,del_edge,0,False,40.842489450699006,0.28421052631578947,True,1,-30.177895149915003,False,10.664594300784003
Lor3D,20,2,del_edge,1,False,40.842489450699006,0.28421052631578947,True,2,-24.144091471819277,False,16.69839797887973
Lor3D,20,2,del_edge,2,False,40.842489450699006,0.28421052631578947,True,3,-32.3056791004889,False,8.536810350210102
Lor3D,20,2,del_node,0,False,40.842489450699006,0.28421052631578947,True,4,-31.42683518545538,False,9.415654265243624
Lor3D,20,2,del_node,1,False,40.842489450699006,0.28421052631578947,True,6,-27.77870527345009,False,13.063784177248916
Lor3D,20,2,del_node,2,False,40.842489450699006,0.28421052631578947,True,17,-21.282668883816086,False,19.55982056688292
Lor4D,20,0,add_edge,0,False,31.669321964869496,0.1736842105263158,False,-1,-1.987717789743229,True,29.681604175126267
Lor4D,20,0,add_edge,1,False,31.669321964869496,0.1736842105263158,False,-1,-0.7310749722694645,True,30.938246992600032
Lor4D,20,0,add_edge,2,False,31.669321964869496,0.1736842105263158,True,2,-8.032282244085941,False,23.637039720783555
Lor4D,20,0,del_edge,0,False,31.669321964869496,0.1736842105263158,False,-1,-1.7190960285531744,True,29.950225936316322
Lor4D,20,0,del_edge,1,False,31.669321964869496,0.1736842105263158,False,-1,-1.2635597257882623,False,30.405762239081234
Lor4D,20,0,del_edge,2,False,31.669321964869496,0.1736842105263158,False,-1,-3.2345068060782864,True,28.43481515879121
Lor4D,20,0,del_node,0,False,31.669321964869496,0.1736842105263158,False,-1,-5.07826295327531,True,26.591059011594187
Lor4D,20,0,del_node,1,False,31.669321964869496,0.1736842105263158,False,-1,-4.647726378842751,True,27.021595586026745
Lor4D,20,0,del_node,2,False,31.669321964869496,0.1736842105263158,False,-1,-4.89936912518025,True,26.769952839689246
Lor4D,20,1,add_edge,0,False,32.95799189351181,0.1368421052631579,True,12,-17.103597393982298,False,15.85439449952951
