family,N,rep,center_layer,n_layers_total,n_nodes,total_relations,bd_ratio,bdg_d2c,bdg_d4,link_frac
TransPerc,48,14,0,5,27,23,0.0,-0.7037037037037037,0.14814814814814814,1.0
TransPerc,48,14,1,5,39,72,0.380787037037037,-0.5897435897435898,3.8974358974358974,0.7083333333333334
TransPerc,48,14,2,5,33,52,0.47263313609467456,-0.030303030303030304,4.121212121212121,0.6538461538461539
TransPerc,48,14,3,5,21,21,0.2947845804988663,-0.047619047619047616,2.380952380952381,0.7619047619047619
TransPerc,48,14,4,5,9,3,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,48,15,0,9,19,11,0.0,-0.15789473684210525,0.42105263157894735,1.0
TransPerc,48,15,1,9,26,32,0.41015625,0.07692307692307693,3.6153846153846154,0.6875
TransPerc,48,15,2,9,21,26,0.40236686390532544,0.047619047619047616,3.5714285714285716,0.6923076923076923
TransPerc,48,15,3,9,19,21,0.38095238095238093,-0.05263157894736842,1.736842105263158,0.7142857142857143
TransPerc,48,15,4,9,17,20,0.39000000000000007,0.058823529411764705,3.3529411764705883,0.7
TransPerc,48,15,5,9,13,13,0.40236686390532544,0.23076923076923078,3.076923076923077,0.6923076923076923
TransPerc,48,15,6,9,9,7,0.16326530612244902,-0.1111111111111111,1.3333333333333333,0.8571428571428571
TransPerc,48,15,7,9,5,3,0.4444444444444445,0.6,2.4,0.6666666666666666
TransPerc,48,16,0,9,21,14,0.0,-0.3333333333333333,0.3333333333333333,1.0
TransPerc,48,16,1,9,26,32,0.3603515625,-0.07692307692307693,3.230769230769231,0.71875
TransPerc,48,16,2,9,18,19,0.5041551246537397,0.4444444444444444,3.8333333333333335,0.631578947368421
TransPerc,48,16,3,9,14,15,0.33777777777777784,0.0,2.7857142857142856,0.7333333333333333
TransPerc,48,16,4,9,16,21,0.4444444444444445,0.125,4.0625,0.6666666666666666
TransPerc,48,16,5,9,14,14,0.2755102040816326,-0.2857142857142857,0.35714285714285715,0.7857142857142857
TransPerc,48,16,6,9,12,11,0.4958677685950414,0.5,3.4166666666666665,0.6363636363636364
TransPerc,48,16,7,9,6,4,0.3125,0.3333333333333333,2.0,0.75
TransPerc,48,16,8,9,3,1,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,48,17,0,5,25,21,0.0,-0.68,0.16,1.0
TransPerc,48,17,1,5,36,68,0.47750865051903113,-0.1111111111111111,5.777777777777778,0.6470588235294118
TransPerc,48,17,2,5,29,38,0.3808864265927978,-0.1724137931034483,2.6206896551724137,0.7105263157894737
TransPerc,48,17,3,5,23,22,0.3471074380165289,0.13043478260869565,2.652173913043478,0.7272727272727273
TransPerc,48,17,4,5,12,5,0.0,0.16666666666666666,0.5833333333333334,1.0
TransPerc,48,18,0,8,21,13,0.0,-0.23809523809523808,0.38095238095238093,1.0
TransPerc,48,18,1,8,27,35,0.4220408163265306,-0.037037037037037035,2.8518518518518516,0.6857142857142857
TransPerc,48,18,2,8,16,16,0.3125,0.0,2.5,0.75
TransPerc,48,18,3,8,15,15,0.4444444444444445,0.3333333333333333,3.3333333333333335,0.6666666666666666
TransPerc,48,18,4,8,17,23,0.5444234404536862,0.4117647058823529,4.9411764705882355,0.6086956521739131
TransPerc,48,18,5,8,16,17,0.29065743944636685,-0.125,2.4375,0.7647058823529411
TransPerc,48,18,6,8,12,7,0.36734693877551017,0.5,2.0833333333333335,0.7142857142857143
TransPerc,48,18,7,8,4,1,0.0,0.5,0.75,1.0
TransPerc,48,19,0,7,19,7,0.0,0.2631578947368421,0.631578947368421,1.0
TransPerc,48,19,1,7,26,28,0.42474489795918363,0.23076923076923078,3.3846153846153846,0.6785714285714286
TransPerc,48,19,2,7,25,44,0.4958677685950414,0.04,5.64,0.6363636363636364
TransPerc,48,19,3,7,24,35,0.3232653061224489,-0.4166666666666667,3.2916666666666665,0.7428571428571429
TransPerc,48,19,4,7,21,26,0.40236686390532544,0.047619047619047616,3.5714285714285716,0.6923076923076923
TransPerc,48,19,5,7,11,7,0.16326530612244902,0.09090909090909091,1.2727272727272727,0.8571428571428571
TransPerc,48,19,6,7,5,1,0.0,0.6,0.8,1.0
