d,N,hubble,rep,R_dS,R_hat,n_causal_pairs,bd_ratio,bdg_d4,bdg_d2c,occupancy_R,M1_mean_interval,M2_interval_entropy,M3_c1_ratio,M4_tail_weight,M5_log_interval_ratio,M6_weighted_depth_ratio,M7_norm_bd_shift,C0,C1,C2,C3,total_pairs
4,256,0.000000,5,0.000000,0.804314,5564,1.494852,0.812500,-12.625000,0.519770,1.875988,1.792941,0.257778,0.352983,-1.057551,6.770071,-12.625000,2672,928,549,382,5564
4,256,0.000000,6,0.000000,35.005735,6266,1.644884,2.617188,-13.453125,0.539738,2.047558,1.863065,0.263910,0.374721,-1.025743,6.671395,-13.453125,2884,1034,581,411,6266
4,256,0.000000,7,0.000000,-4.029971,5781,1.756451,1.773438,-12.015625,0.546445,2.214323,1.914646,0.267188,0.381076,-1.008935,8.153035,-12.015625,2622,956,569,415,5781
4,256,0.250000,0,0.750000,14.548365,4160,1.162595,3.117188,-10.453125,0.464904,1.500721,1.603407,0.254521,0.282212,-1.074643,6.389076,-10.453125,2226,760,370,231,4160
4,256,0.250000,1,0.750000,-3.545050,3873,1.029206,0.929688,-10.890625,0.438420,1.347534,1.527771,0.230905,0.269817,-1.203207,5.404292,-10.890625,2175,653,329,193,3873
4,256,0.250000,2,0.750000,-7.921333,3799,0.823045,3.183594,-11.820312,0.396947,1.073440,1.368998,0.221013,0.225849,-1.259771,4.943600,-11.820312,2291,650,284,193,3799
4,256,0.250000,3,0.750000,7.421154,3984,0.914664,3.925781,-11.398438,0.420934,1.172942,1.437465,0.237859,0.240211,-1.164452,4.944789,-11.398438,2307,720,314,200,3984
4,256,0.250000,4,0.750000,5.824627,4121,1.017582,3.132812,-10.734375,0.451832,1.252123,1.502756,0.250995,0.268139,-1.093314,4.719767,-10.734375,2259,757,370,239,4121
4,256,0.250000,5,0.750000,-0.788840,3677,0.909693,-3.046875,-11.281250,0.413109,1.202067,1.441889,0.213557,0.253739,-1.303617,5.302715,-11.281250,2158,586,348,177,3677
4,256,0.250000,6,0.750000,0.000741,4241,1.002218,-0.359375,-12.968750,0.424192,1.362650,1.519013,0.211240,0.269983,-1.317465,5.732653,-12.968750,2442,654,349,224,4241
4,256,0.250000,7,0.750000,1.839414,3986,1.012349,-0.628906,-11.382812,0.437280,1.315103,1.516459,0.226818,0.272203,-1.226365,5.300649,-11.382812,2243,658,363,214,3986
4,256,0.500000,0,3.000000,-10.765094,3118,0.722317,-2.437500,-10.187500,0.380051,0.900577,1.271907,0.205834,0.219371,-1.350222,3.795584,-10.187500,1933,501,302,172,3118
4,256,0.500000,1,3.000000,10.518548,3233,0.753297,1.007812,-9.734375,0.393443,0.914630,1.291929,0.230377,0.211878,-1.206185,3.742645,-9.734375,1961,587,282,149,3233
4,256,0.500000,2,3.000000,13.165164,2950,0.785449,1.718750,-8.687500,0.401017,0.958644,1.322488,0.229730,0.222373,-1.209838,3.920792,-8.687500,1767,527,260,171,2950
4,256,0.500000,3,3.000000,-4.776384,3057,0.779927,2.140625,-9.156250,0.398103,0.959110,1.319090,0.226891,0.221459,-1.225952,3.819236,-9.156250,1840,540,251,161,3057
4,256,0.500000,4,3.000000,0.043497,2785,0.692608,2.882812,-9.046875,0.368043,0.881867,1.249218,0.212175,0.197846,-1.311862,4.074919,-9.046875,1760,474,197,141,2785
4,256,0.500000,5,3.000000,14.845496,3002,0.665035,-0.894531,-9.789062,0.368754,0.803464,1.211162,0.213367,0.197535,-1.304751,3.366501,-9.789062,1895,514,272,142,3002
4,256,0.500000,6,3.000000,30.988883,2168,0.530570,-0.289062,-8.015625,0.310886,0.706642,1.095147,0.185387,0.154059,-1.480267,4.074413,-8.015625,1494,340,151,65,2168
4,256,0.500000,7,3.000000,17.818132,3030,0.726581,0.390625,-9.281250,0.387459,0.875248,1.266156,0.225376,0.209241,-1.234610,3.512821,-9.281250,1856,540,272,149,3030
4,256,1.000000,0,12.000000,-14.399094,1157,0.240272,0.906250,-5.062500,0.190147,0.263613,0.641618,0.146630,0.050994,-1.761279,1.780328,-5.062500,937,161,40,13,1157
4,256,1.000000,1,12.000000,70.150628,1019,0.239586,0.750000,-4.375000,0.189401,0.264966,0.642019,0.143154,0.053974,-1.789341,1.762963,-4.375000,826,138,37,14,1019
4,256,1.000000,2,12.000000,22.731037,777,0.301387,1.027344,-2.695312,0.227799,0.323037,0.728443,0.174691,0.064350,-1.552743,1.924303,-2.695312,600,127,37,7,777
4,256,1.000000,3,12.000000,-11.743697,1099,0.361743,0.496094,-4.132812,0.253867,0.424932,0.848269,0.165819,0.105551,-1.615554,2.237687,-4.132812,820,163,66,35,1099
4,256,1.000000,4,12.000000,-18.187453,931,0.241499,-1.054688,-4.109375,0.186896,0.292159,0.669094,0.119767,0.076262,-1.994634,1.985294,-4.109375,757,103,51,15,931
4,256,1.000000,5,12.000000,62.749466,968,0.229236,1.273438,-4.078125,0.184917,0.239669,0.606700,0.149784,0.041322,-1.736292,1.586207,-4.078125,789,139,29,9,968
4,256,1.000000,6,12.000000,-13.688037,1302,0.363604,1.296875,-4.906250,0.255760,0.421659,0.847022,0.180203,0.092166,-1.514972,2.358834,-4.906250,969,213,67,25,1302
4,256,1.000000,7,12.000000,-5.517313,1148,0.261165,-0.250000,-5.000000,0.201220,0.297909,0.686476,0.139775,0.071429,-1.817161,1.842105,-5.000000,917,149,57,21,1148
4,256,2.000000,0,48.000000,-0.000000,74,0.000000,0.710938,0.421875,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.421875,74,0,0,0,74
4,256,2.000000,1,48.000000,635.897825,179,0.034643,0.535156,-0.304688,0.033520,0.033520,0.146771,0.033520,0.000000,-3.361532,1.000000,-0.304688,173,6,0,0,179
4,256,2.000000,2,48.000000,-0.000000,98,0.010308,0.656250,0.250000,0.010204,0.010204,0.056937,0.010204,0.000000,-4.574711,1.000000,0.250000,97,1,0,0,98
4,256,2.000000,3,48.000000,117.190259,59,0.035047,0.847656,0.570312,0.033898,0.033898,0.148042,0.033898,0.000000,-3.349904,1.000000,0.570312,57,2,0,0,59
4,256,2.000000,4,48.000000,-0.000000,44,0.000000,0.828125,0.656250,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.656250,44,0,0,0,44
4,256,2.000000,5,48.000000,-0.000000,34,0.000000,0.867188,0.734375,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.734375,34,0,0,0,34
4,256,2.000000,6,48.000000,-259.503508,90,0.022716,0.726562,0.328125,0.022222,0.022222,0.106566,0.022222,0.000000,-3.784190,1.000000,0.328125,88,2,0,0,90
4,256,2.000000,7,48.000000,-0.000000,54,0.000000,0.789062,0.578125,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.578125,54,0,0,0,54
4,512,0.000000,0,0.000000,10.561343,22553,2.914727,2.111328,-20.933594,0.608389,3.790893,2.319147,0.266993,0.465747,-1.009932,13.363900,-20.933594,8832,3217,1945,1446,22553
4,512,0.000000,1,0.000000,8.605218,21221,3.069312,1.462891,-19.042969,0.615946,3.983083,2.356609,0.270302,0.473682,-0.993092,14.121988,-19.042969,8150,3019,1863,1378,21221
4,512,0.000000,2,0.000000,-15.774945,22151,3.004455,2.789062,-19.359375,0.618527,3.857433,2.339372,0.277036,0.472349,-0.959211,13.882171,-19.359375,8450,3238,1970,1468,22151
4,512,0.000000,3,0.000000,205.779575,22135,3.131968,-0.603516,-20.394531,0.614773,4.094511,2.373638,0.263453,0.476982,-1.028096,14.737400,-20.394531,8527,3050,1926,1384,22135
4,512,0.000000,4,0.000000,6.641091,21744,3.072478,-0.669922,-19.246094,0.619619,3.958655,2.361693,0.271855,0.477603,-0.985232,13.535613,-19.246094,8271,3088,1920,1293,21744
4,512,0.000000,5,0.000000,-18.160364,24720,3.267830,0.609375,-21.843750,0.627589,4.206958,2.414867,0.267272,0.491748,-1.008510,14.147986,-21.843750,9206,3358,2083,1514,24720
4,512,0.000000,6,0.000000,2.211565,21856,3.200266,-1.425781,-19.070312,0.623902,4.129438,2.390210,0.272695,0.482888,-0.980991,14.709705,-19.070312,8220,3082,1991,1387,21856
4,512,0.000000,7,0.000000,-7.974854,23520,3.387868,0.724609,-20.832031,0.622491,4.442432,2.432634,0.270359,0.482611,-0.992801,16.070689,-20.832031,8879,3290,1994,1379,23520
4,512,0.250000,0,0.750000,-0.934450,15897,1.970436,0.777344,-17.445312,0.548909,2.589734,2.012291,0.254574,0.394854,-1.074365,9.487503,-17.445312,7171,2449,1438,1003,15897
4,512,0.250000,1,0.750000,-0.316313,15493,2.084259,2.343750,-16.343750,0.557219,2.740463,2.053328,0.260776,0.401020,-1.041940,10.092750,-16.343750,6860,2420,1377,975,15493
4,512,0.250000,2,0.750000,-5.979328,16098,2.024962,-0.781250,-17.281250,0.558268,2.627221,2.034176,0.254768,0.407256,-1.073340,9.469439,-17.281250,7111,2431,1519,1078,16098
4,512,0.250000,3,0.750000,2.088257,16973,2.006702,-0.716797,-17.746094,0.557945,2.596595,2.022647,0.264916,0.398633,-1.020571,9.421492,-17.746094,7503,2704,1622,1030,16973
4,512,0.250000,4,0.750000,-4.063989,18694,2.312204,-3.042969,-20.023438,0.566438,3.082005,2.136169,0.251478,0.420777,-1.090747,11.429437,-20.023438,8105,2723,1707,1105,18694
4,512,0.250000,5,0.750000,-2.452561,19300,2.269512,0.083984,-18.832031,0.583679,2.888290,2.121751,0.269080,0.430415,-0.999294,9.818169,-18.832031,8035,2958,1816,1250,19300
4,512,0.250000,6,0.750000,-2.591868,17197,1.957933,2.148438,-18.859375,0.552538,2.543525,2.009862,0.253348,0.400709,-1.080837,8.833932,-18.859375,7695,2611,1521,1140,17197
4,512,0.250000,7,0.750000,-2.933753,17134,1.988426,0.593750,-18.468750,0.556613,2.572371,2.020287,0.255926,0.404109,-1.067254,8.961656,-18.468750,7597,2613,1574,1132,17134
4,512,0.500000,0,3.000000,3.452542,12778,1.379480,2.119141,-14.792969,0.509156,1.709344,1.728884,0.262204,0.334716,-1.034542,5.895248,-14.792969,6272,2229,1232,812,12778
4,512,0.500000,1,3.000000,17.725831,10546,1.282439,1.886719,-13.507812,0.480277,1.670207,1.685211,0.243791,0.312725,-1.132004,6.537527,-13.507812,5481,1767,949,652,10546
4,512,0.500000,2,3.000000,1.667395,10784,1.186481,1.048828,-14.433594,0.466988,1.540708,1.630274,0.238171,0.300352,-1.162733,6.095396,-14.433594,5748,1797,972,644,10784
4,512,0.500000,3,3.000000,1.996817,11436,1.321427,2.095703,-14.152344,0.490294,1.695173,1.704941,0.250675,0.319780,-1.095016,6.422470,-14.152344,5829,1950,1042,689,11436
4,512,0.500000,4,3.000000,6.034805,10242,1.258011,-0.904297,-13.933594,0.470514,1.673697,1.678403,0.227823,0.314294,-1.220646,6.541477,-13.933594,5423,1600,931,618,10242
4,512,0.500000,5,3.000000,3.598871,10892,1.186077,1.037109,-14.425781,0.468325,1.532593,1.628250,0.241321,0.299210,-1.145453,5.975738,-14.425781,5791,1842,983,620,10892
4,512,0.500000,6,3.000000,7.412271,12485,1.476616,3.443359,-13.738281,0.519824,1.840609,1.779521,0.270415,0.341850,-0.992518,6.613403,-13.738281,5995,2222,1203,812,12485
4,512,0.500000,7,3.000000,8.869623,10624,1.262102,3.361328,-12.964844,0.488046,1.586032,1.665459,0.255238,0.312594,-1.070871,5.927596,-12.964844,5439,1864,980,694,10624
4,512,1.000000,0,12.000000,1.868106,3843,0.486209,2.001953,-6.683594,0.307572,0.580796,1.012708,0.206855,0.126984,-1.343985,3.025090,-6.683594,2661,694,243,102,3843
4,512,1.000000,1,12.000000,129.204952,4700,0.530208,0.072266,-8.449219,0.322128,0.645957,1.075284,0.194030,0.158936,-1.424035,2.989460,-8.449219,3186,767,357,190,4700
4,512,1.000000,2,12.000000,32.848566,3883,0.490668,1.322266,-7.074219,0.304404,0.611898,1.035560,0.190105,0.141128,-1.449328,3.155724,-7.074219,2701,634,249,143,3883
4,512,1.000000,3,12.000000,13.671880,3829,0.468025,1.007812,-7.203125,0.296161,0.580308,1.008162,0.180851,0.140768,-1.510592,2.909091,-7.203125,2695,595,246,160,3829
4,512,1.000000,4,12.000000,4.685795,3394,0.377063,0.623047,-6.941406,0.255745,0.474367,0.893979,0.163299,0.110489,-1.633883,2.756522,-6.941406,2526,493,182,101,3394
4,512,1.000000,5,12.000000,14.096571,4180,0.471940,0.048828,-7.777344,0.300718,0.569378,1.004734,0.187830,0.138995,-1.464173,2.800840,-7.777344,2923,676,300,144,4180
4,512,1.000000,6,12.000000,30.746929,4843,0.484247,0.818359,-8.800781,0.309312,0.565559,1.006888,0.199952,0.136692,-1.386593,2.646586,-8.800781,3345,836,348,162,4843
4,512,1.000000,7,12.000000,6.429736,3836,0.449698,0.757812,-7.140625,0.292231,0.538843,0.974358,0.188583,0.127737,-1.459241,2.747460,-7.140625,2715,631,254,122,3836
4,512,2.000000,0,48.000000,-36.662316,331,0.085432,0.714844,-0.101562,0.078550,0.087613,0.303305,0.070122,0.009063,-2.584818,1.206897,-0.101562,305,23,3,0,331
4,512,2.000000,1,48.000000,367.672776,306,0.040882,0.587891,-0.105469,0.039216,0.042484,0.176692,0.036066,0.003268,-3.285684,1.153846,-0.105469,294,11,1,0,306
4,512,2.000000,2,48.000000,-72.054549,238,0.043782,0.730469,0.148438,0.042017,0.042017,0.174302,0.042017,0.000000,-3.126761,1.000000,0.148438,228,10,0,0,238
4,512,2.000000,3,48.000000,-115.718484,224,0.072644,0.755859,0.230469,0.066964,0.084821,0.287749,0.054299,0.013393,-2.857428,1.526316,0.230469,209,12,2,1,224
4,512,2.000000,4,48.000000,38.818628,217,0.033447,0.664062,0.203125,0.032258,0.036866,0.155735,0.027778,0.004608,-3.555348,1.250000,0.203125,210,6,1,0,217
4,512,2.000000,5,48.000000,-1259.347212,239,0.052730,0.767578,0.160156,0.050209,0.050209,0.199131,0.050209,0.000000,-2.940043,1.000000,0.160156,227,12,0,0,239
4,512,2.000000,6,48.000000,124.200966,155,0.033299,0.794922,0.433594,0.032258,0.032258,0.142506,0.032258,0.000000,-3.401197,1.000000,0.433594,150,5,0,0,155
4,512,2.000000,7,48.000000,263.279636,94,0.021729,0.855469,0.648438,0.021277,0.021277,0.102967,0.021277,0.000000,-3.828641,1.000000,0.648438,92,2,0,0,94
