scope,alpha,focus_family,control_family,win_rate_focus_vs_control,mean_score_focus,mean_score_control,mean_gap_control_minus_focus
36,1.5,Lor4D,KR_like,1.0,-165.02746777887592,-134.06264033139792,30.964827447478005
36,1.75,Lor4D,KR_like,1.0,-164.98317860231901,-133.85572865821428,31.127449944104708
36,2.0,Lor4D,KR_like,1.0,-164.93888942576206,-133.64881698503063,31.29007244073141
36,2.25,Lor4D,KR_like,1.0,-164.89460024920515,-133.44190531184705,31.45269493735811
36,2.5,Lor4D,KR_like,1.0,-164.85031107264822,-133.2349936386634,31.615317433984803
36,2.75,Lor4D,KR_like,1.0,-164.8060218960913,-133.02808196547983,31.777939930611506
36,3.0,Lor4D,KR_like,1.0,-164.7617327195344,-132.8211702922962,31.940562427238202
36,3.25,Lor4D,KR_like,1.0,-164.71744354297746,-132.61425861911255,32.1031849238649
36,3.5,Lor4D,KR_like,1.0,-164.67315436642053,-132.40734694592896,32.2658074204916
36,3.75,Lor4D,KR_like,1.0,-164.6288651898636,-132.20043527274532,32.4284299171183
36,4.0,Lor4D,KR_like,1.0,-164.5845760133067,-131.99352359956168,32.59105241374501
36,4.25,Lor4D,KR_like,1.0,-164.54028683674977,-131.7866119263781,32.7536749103717
36,4.5,Lor4D,KR_like,1.0,-164.49599766019287,-131.57970025319446,32.916297406998396
36,4.75,Lor4D,KR_like,1.0,-164.4517084836359,-131.37278858001082,33.07891990362509
36,5.0,Lor4D,KR_like,1.0,-164.407419307079,-131.16587690682724,33.2415424002518
36,5.25,Lor4D,KR_like,1.0,-164.3631301305221,-130.9589652336436,33.4041648968785
36,5.5,Lor4D,KR_like,1.0,-164.31884095396515,-130.75205356045998,33.566787393505194
36,5.75,Lor4D,KR_like,1.0,-164.27455177740825,-130.54514188727637,33.72940989013189
36,6.0,Lor4D,KR_like,1.0,-164.23026260085135,-130.33823021409273,33.89203238675861
36,6.25,Lor4D,KR_like,1.0,-164.18597342429442,-130.1313185409091,34.0546548833853
36,6.5,Lor4D,KR_like,1.0,-164.1416842477375,-129.92440686772548,34.21727738001201
36,6.75,Lor4D,KR_like,1.0,-164.09739507118059,-129.71749519454187,34.3798998766387
36,7.0,Lor4D,KR_like,1.0,-164.05310589462366,-129.51058352135823,34.5425223732654
36,7.25,Lor4D,KR_like,1.0,-164.00881671806673,-129.30367184817462,34.70514486989211
36,7.5,Lor4D,KR_like,1.0,-163.96452754150982,-129.096760174991,34.867767366518805
36,7.75,Lor4D,KR_like,1.0,-163.9202383649529,-128.8898485018074,35.030389863145494
36,8.0,Lor4D,KR_like,1.0,-163.87594918839596,-128.68293682862378,35.1930123597722
36,8.25,Lor4D,KR_like,1.0,-163.83166001183906,-128.47602515544014,35.35563485639889
36,8.5,Lor4D,KR_like,1.0,-163.7873708352821,-128.2691134822565,35.518257353025604
36,8.75,Lor4D,KR_like,1.0,-163.7430816587252,-128.06220180907292,35.68087984965229
36,9.0,Lor4D,KR_like,1.0,-163.69879248216827,-127.85529013588928,35.843502346278996
36,9.25,Lor4D,KR_like,1.0,-163.65450330561137,-127.64837846270567,36.006124842905706
36,9.5,Lor4D,KR_like,1.0,-163.61021412905444,-127.44146678952204,36.168747339532395
36,9.75,Lor4D,KR_like,1.0,-163.56592495249754,-127.23455511633843,36.33136983615909
36,10.0,Lor4D,KR_like,1.0,-163.52163577594058,-127.0276434431548,36.493992332785794
ALL,-10.0,Lor4D,KR_like,1.0,-113.31406960166555,-89.49155486596115,23.822514735704402
ALL,-9.75,Lor4D,KR_like,1.0,-113.27775780207193,-89.324524692241,23.953233109830954
ALL,-9.5,Lor4D,KR_like,1.0,-113.24144600247833,-89.15749451852082,24.0839514839575
ALL,-9.25,Lor4D,KR_like,1.0,-113.2051342028847,-88.99046434480067,24.214669858084044
ALL,-9.0,Lor4D,KR_like,1.0,-113.16882240329109,-88.82343417108049,24.345388232210592
ALL,-8.75,Lor4D,KR_like,1.0,-113.13251060369747,-88.65640399736034,24.47610660633714
ALL,-8.5,Lor4D,KR_like,1.0,-113.09619880410385,-88.48937382364016,24.606824980463685
ALL,-8.25,Lor4D,KR_like,1.0,-113.05988700451024,-88.32234364992001,24.73754335459023
ALL,-8.0,Lor4D,KR_like,1.0,-113.02357520491663,-88.15531347619985,24.86826172871678
ALL,-7.75,Lor4D,KR_like,1.0,-112.987263405323,-87.98828330247969,24.99898010284333
ALL,-7.5,Lor4D,KR_like,1.0,-112.95095160572939,-87.82125312875951,25.129698476969875
ALL,-7.25,Lor4D,KR_like,1.0,-112.91463980613577,-87.65422295503936,25.260416851096423
ALL,-7.0,Lor4D,KR_like,1.0,-112.87832800654216,-87.4871927813192,25.39113522522297
ALL,-6.75,Lor4D,KR_like,1.0,-112.84201620694854,-87.32016260759903,25.521853599349512
ALL,-6.5,Lor4D,KR_like,1.0,-112.80570440735492,-87.15313243387887,25.652571973476057
ALL,-6.25,Lor4D,KR_like,1.0,-112.7693926077613,-86.9861022601587,25.78329034760261
ALL,-6.0,Lor4D,KR_like,1.0,-112.7330808081677,-86.81907208643854,25.914008721729154
ALL,-5.75,Lor4D,KR_like,1.0,-112.69676900857408,-86.65204191271837,26.04472709585571
ALL,-5.5,Lor4D,KR_like,1.0,-112.66045720898046,-86.48501173899821,26.17544546998225
ALL,-5.25,Lor4D,KR_like,1.0,-112.62414540938684,-86.31798156527805,26.306163844108802
ALL,-5.0,Lor4D,KR_like,1.0,-112.58783360979322,-86.1509513915579,26.436882218235347
ALL,-4.75,Lor4D,KR_like,1.0,-112.55152181019962,-85.98392121783772,26.567600592361895
ALL,-4.5,Lor4D,KR_like,1.0,-112.515210010606,-85.81689104411755,26.698318966488443
ALL,-4.25,Lor4D,KR_like,1.0,-112.47889821101238,-85.64986087039739,26.82903734061499
ALL,-4.0,Lor4D,KR_like,1.0,-112.44258641141876,-85.48283069667723,26.959755714741533
ALL,-3.75,Lor4D,KR_like,1.0,-112.40627461182515,-85.31580052295706,27.09047408886808
ALL,-3.5,Lor4D,KR_like,1.0,-112.36996281223153,-85.14877034923691,27.22119246299463
ALL,-3.25,Lor4D,KR_like,1.0,-112.33365101263792,-84.98174017551673,27.351910837121178
ALL,-3.0,Lor4D,KR_like,1.0,-112.2973392130443,-84.81471000179658,27.482629211247726
ALL,-2.75,Lor4D,KR_like,1.0,-112.26102741345068,-84.64767982807642,27.61334758537427
ALL,-2.5,Lor4D,KR_like,1.0,-112.22471561385706,-84.48064965435624,27.744065959500816
ALL,-2.25,Lor4D,KR_like,1.0,-112.18840381426344,-84.31361948063608,27.874784333627364
ALL,-2.0,Lor4D,KR_like,1.0,-112.15209201466983,-84.14658930691593,28.005502707753912
ALL,-1.75,Lor4D,KR_like,1.0,-112.11578021507621,-83.97955913319575,28.136221081880457
ALL,-1.5,Lor4D,KR_like,1.0,-112.07946841548261,-83.8125289594756,28.26693945600701
ALL,-1.25,Lor4D,KR_like,1.0,-112.04315661588899,-83.64549878575542,28.397657830133554
ALL,-1.0,Lor4D,KR_like,1.0,-112.00684481629537,-83.47846861203527,28.5283762042601
ALL,-0.75,Lor4D,KR_like,1.0,-111.97053301670175,-83.3114384383151,28.659094578386643
ALL,-0.5,Lor4D,KR_like,1.0,-111.93422121710813,-83.14440826459494,28.789812952513195
ALL,-0.25,Lor4D,KR_like,1.0,-111.89790941751451,-82.97737809087478,28.92053132663974
ALL,0.0,Lor4D,KR_like,1.0,-111.86159761792089,-82.81034791715462,29.051249700766288
ALL,0.25,Lor4D,KR_like,1.0,-111.82528581832729,-82.64331774343445,29.181968074892836
ALL,0.5,Lor4D,KR_like,1.0,-111.78897401873367,-82.47628756971429,29.31268644901938
ALL,0.75,Lor4D,KR_like,1.0,-111.75266221914006,-82.30925739599412,29.443404823145933
ALL,1.0,Lor4D,KR_like,1.0,-111.71635041954643,-82.14222722227396,29.574123197272478
ALL,1.25,Lor4D,KR_like,1.0,-111.68003861995282,-81.9751970485538,29.704841571399022
ALL,1.5,Lor4D,KR_like,1.0,-111.6437268203592,-81.80816687483363,29.835559945525567
ALL,1.75,Lor4D,KR_like,1.0,-111.60741502076559,-81.64113670111347,29.96627831965212
ALL,2.0,Lor4D,KR_like,1.0,-111.57110322117197,-81.4741065273933,30.096996693778667
ALL,2.25,Lor4D,KR_like,1.0,-111.53479142157835,-81.30707635367315,30.227715067905216
ALL,2.5,Lor4D,KR_like,1.0,-111.49847962198474,-81.14004617995298,30.35843344203176
ALL,2.75,Lor4D,KR_like,1.0,-111.46216782239112,-80.97301600623281,30.489151816158305
ALL,3.0,Lor4D,KR_like,1.0,-111.42585602279752,-80.80598583251265,30.619870190284853
ALL,3.25,Lor4D,KR_like,1.0,-111.38954422320388,-80.63895565879248,30.7505885644114
ALL,3.5,Lor4D,KR_like,1.0,-111.35323242361028,-80.47192548507232,30.881306938537946
ALL,3.75,Lor4D,KR_like,1.0,-111.31692062401666,-80.30489531135215,31.012025312664495
ALL,4.0,Lor4D,KR_like,1.0,-111.28060882442304,-80.13786513763199,31.142743686791043
ALL,4.25,Lor4D,KR_like,1.0,-111.24429702482942,-79.97083496391184,31.273462060917588
ALL,4.5,Lor4D,KR_like,1.0,-111.2079852252358,-79.80380479019166,31.404180435044132
ALL,4.75,Lor4D,KR_like,1.0,-111.17167342564218,-79.63677461647151,31.53489880917068
ALL,5.0,Lor4D,KR_like,1.0,-111.13536162604856,-79.46974444275133,31.665617183297236
ALL,5.25,Lor4D,KR_like,1.0,-111.09904982645496,-79.30271426903117,31.796335557423774
ALL,5.5,Lor4D,KR_like,1.0,-111.06273802686134,-79.135684095311,31.927053931550326
ALL,5.75,Lor4D,KR_like,1.0,-111.02642622726772,-78.96865392159086,32.05777230567686
ALL,6.0,Lor4D,KR_like,1.0,-110.99011442767411,-78.80162374787068,32.18849067980342
ALL,6.25,Lor4D,KR_like,1.0,-110.9538026280805,-78.63459357415053,32.31920905392997
ALL,6.5,Lor4D,KR_like,1.0,-110.91749082848688,-78.46756340043036,32.44992742805651
ALL,6.75,Lor4D,KR_like,1.0,-110.88117902889326,-78.3005332267102,32.580645802183064
ALL,7.0,Lor4D,KR_like,1.0,-110.84486722929964,-78.13350305299004,32.7113641763096
ALL,7.25,Lor4D,KR_like,1.0,-110.80855542970603,-77.96647287926987,32.84208255043615
ALL,7.5,Lor4D,KR_like,1.0,-110.7722436301124,-77.79944270554971,32.972800924562705
ALL,7.75,Lor4D,KR_like,1.0,-110.7359318305188,-77.63241253182954,33.10351929868925
ALL,8.0,Lor4D,KR_like,1.0,-110.69962003092517,-77.46538235810938,33.234237672815794
ALL,8.25,Lor4D,KR_like,1.0,-110.66330823133157,-77.29835218438922,33.364956046942346
ALL,8.5,Lor4D,KR_like,1.0,-110.62699643173795,-77.13132201066905,33.4956744210689
ALL,8.75,Lor4D,KR_like,1.0,-110.59068463214433,-76.96429183694889,33.62639279519544
ALL,9.0,Lor4D,KR_like,1.0,-110.55437283255071,-76.79726166322874,33.75711116932199
ALL,9.25,Lor4D,KR_like,1.0,-110.51806103295709,-76.63023148950856,33.88782954344853
ALL,9.5,Lor4D,KR_like,1.0,-110.48174923336347,-76.4632013157884,34.01854791757508
ALL,9.75,Lor4D,KR_like,1.0,-110.44543743376987,-76.29617114206823,34.14926629170163
ALL,10.0,Lor4D,KR_like,1.0,-110.40912563417625,-76.12914096834808,34.27998466582818
