d,N,hubble,rep,R_dS,R_hat,n_causal_pairs,bd_ratio,occupancy_R,S1_c1_over_c0,S2_c2_over_c1,S3_c2_over_c0,S4_nonlink_low,S5_log_curvature,S6_log_concavity,S7_depth_over_linkfrac,S8_bdg_d2c_shape,S9_gini,S10_kl_vs_flat,S11_link_frac,S12_bdg_d2c_intensive,S13_c3_over_c2,S14_geo_mean_ratio,S15_ratio_of_ratios,C0,C1,C2,C3,C4,total_pairs
4,512,0.000000,1,0.000000,8.605218,21221,3.069312,0.615946,0.370429,0.617092,0.228589,0.374616,0.600283,-0.510355,10.371166,-19.042969,0.827686,-0.231798,0.384054,-0.037193,0.739667,0.552964,1.665882,8150,3019,1863,1378,1016,21221
4,512,0.000000,2,0.000000,-15.774945,22151,3.004455,0.618527,0.383195,0.608400,0.233136,0.381315,0.629841,-0.462288,10.111953,-19.359375,0.838716,-0.226826,0.381473,-0.037811,0.745178,0.557986,1.587703,8450,3238,1970,1468,1133,22151
4,512,0.000000,3,0.000000,205.779575,22135,3.131968,0.614773,0.357687,0.631475,0.225871,0.368511,0.566431,-0.568400,10.628826,-20.394531,0.826742,-0.234724,0.385227,-0.039833,0.718588,0.545481,1.765440,8527,3050,1926,1384,1107,22135
4,512,0.000000,4,0.000000,6.641091,21744,3.072478,0.619619,0.373353,0.621762,0.232136,0.377137,0.600476,-0.510033,10.407085,-19.246094,0.828664,-0.236666,0.380381,-0.037590,0.673438,0.538700,1.665347,8271,3088,1920,1293,1076,21744
4,512,0.000000,5,0.000000,-18.160364,24720,3.267830,0.627589,0.364762,0.620310,0.226265,0.371475,0.588032,-0.530973,11.296546,-21.843750,0.832021,-0.247362,0.372411,-0.042664,0.726836,0.547879,1.700587,9206,3358,2083,1514,1229,24720
4,512,0.000000,6,0.000000,2.211565,21856,3.200266,0.623902,0.374939,0.646009,0.242214,0.381629,0.580393,-0.544050,10.979684,-19.070312,0.831747,-0.236740,0.376098,-0.037247,0.696635,0.552588,1.722970,8220,3082,1991,1387,1045,21856
4,512,0.000000,7,0.000000,-7.974854,23520,3.387868,0.622491,0.370537,0.606079,0.224575,0.373085,0.611368,-0.492056,11.767767,-20.832031,0.838145,-0.244170,0.377509,-0.040688,0.691575,0.537527,1.635676,8879,3290,1994,1379,1118,23520
4,512,0.250000,0,0.750000,-0.934450,15897,1.970436,0.548909,0.341514,0.587178,0.200530,0.351510,0.581620,-0.541939,5.741040,-17.445312,0.841694,-0.171720,0.451091,-0.034073,0.697497,0.519087,1.719337,7171,2449,1438,1003,758,15897
4,512,0.250000,1,0.750000,-0.316313,15493,2.084259,0.557219,0.352770,0.569008,0.200729,0.356292,0.619973,-0.478080,6.189213,-16.343750,0.825014,-0.180287,0.442781,-0.031921,0.708061,0.521867,1.612974,6860,2420,1377,975,686,15493
4,512,0.250000,2,0.750000,-5.979328,16098,2.024962,0.558268,0.341865,0.624846,0.213613,0.357111,0.547119,-0.603090,5.947546,-17.281250,0.835609,-0.175959,0.441732,-0.033752,0.709677,0.533207,1.827757,7111,2431,1519,1078,773,16098
4,512,0.250000,3,0.750000,2.088257,16973,2.006702,0.557945,0.360389,0.599852,0.216180,0.365711,0.600797,-0.509499,5.873917,-17.746094,0.823116,-0.172282,0.442055,-0.034660,0.635018,0.515863,1.664456,7503,2704,1622,1030,827,16973
4,512,0.250000,4,0.750000,-4.063989,18694,2.312204,0.566438,0.335965,0.626882,0.210611,0.353410,0.535931,-0.623750,7.108575,-20.023438,0.829510,-0.194842,0.433562,-0.039108,0.647335,0.514679,1.865912,8105,2723,1707,1105,874,18694
4,512,0.250000,5,0.750000,-2.452561,19300,2.269512,0.583679,0.368139,0.613928,0.226011,0.372707,0.599646,-0.511417,6.937648,-18.832031,0.830609,-0.193436,0.416321,-0.036781,0.688326,0.537825,1.667652,8035,2958,1816,1250,1002,19300
4,512,0.250000,6,0.750000,-2.591868,17197,1.957933,0.552538,0.339311,0.582535,0.197661,0.349370,0.582473,-0.540472,5.684340,-18.859375,0.821065,-0.175161,0.447462,-0.036835,0.749507,0.529134,1.716817,7695,2611,1521,1140,831,17197
4,512,0.250000,7,0.750000,-2.933753,17134,1.988426,0.556613,0.343952,0.602373,0.207187,0.355312,0.570995,-0.560376,5.801632,-18.468750,0.813927,-0.175974,0.443387,-0.036072,0.719187,0.530153,1.751330,7597,2613,1574,1132,823,17134
4,512,0.500000,0,3.000000,3.452542,12778,1.379480,0.509156,0.355389,0.552714,0.196429,0.355594,0.642989,-0.441628,3.482462,-14.792969,0.799158,-0.116058,0.490844,-0.028893,0.659091,0.505883,1.555237,6272,2229,1232,812,589,12778
4,512,0.500000,1,3.000000,17.725831,10546,1.282439,0.480277,0.322386,0.537068,0.173144,0.331341,0.600271,-0.510375,3.213647,-13.507812,0.811402,-0.103047,0.519723,-0.026382,0.687039,0.491808,1.665915,5481,1767,949,652,436,10546
4,512,0.500000,2,3.000000,1.667395,10784,1.186481,0.466988,0.312630,0.540902,0.169102,0.325114,0.577980,-0.548215,2.890571,-14.433594,0.829956,-0.091551,0.533012,-0.028191,0.662551,0.482084,1.730162,5748,1797,972,644,452,10784
4,512,0.500000,3,3.000000,1.996817,11436,1.321427,0.490294,0.334534,0.534359,0.178761,0.339191,0.626048,-0.468329,3.325785,-14.152344,0.824477,-0.109498,0.509706,-0.027641,0.661228,0.490767,1.597322,5829,1950,1042,689,494,11436
4,512,0.500000,4,3.000000,6.034805,10242,1.258011,0.470514,0.295040,0.581875,0.171676,0.318205,0.507050,-0.679146,3.160981,-13.933594,0.826198,-0.104223,0.529486,-0.027214,0.663802,0.484823,1.972193,5423,1600,931,618,394,10242
4,512,0.500000,5,3.000000,3.598871,10892,1.186077,0.468325,0.318080,0.533659,0.169746,0.327878,0.596036,-0.517455,2.882576,-14.425781,0.843724,-0.094049,0.531675,-0.028175,0.630722,0.474839,1.677752,5791,1842,983,620,419,10892
4,512,0.500000,6,3.000000,7.412271,12485,1.476616,0.519824,0.370642,0.541404,0.200667,0.363588,0.684594,-0.378929,3.833194,-13.738281,0.804963,-0.121675,0.480176,-0.026833,0.674979,0.513557,1.460719,5995,2222,1203,812,575,12485
4,512,0.500000,7,3.000000,8.869623,10624,1.262102,0.488046,0.342710,0.525751,0.180180,0.343354,0.651849,-0.427943,3.097996,-12.964844,0.801411,-0.097726,0.511954,-0.025322,0.708163,0.503439,1.534099,5439,1864,980,694,478,10624
4,512,1.000000,0,12.000000,1.868106,3843,0.486209,0.307572,0.260804,0.350144,0.091319,0.260422,0.744848,-0.294575,0.838782,-6.683594,0.803492,0.076992,0.692428,-0.013054,0.419753,0.337172,1.342555,2661,694,243,102,58,3843
4,512,1.000000,1,12.000000,129.204952,4700,0.530208,0.322128,0.240741,0.465450,0.112053,0.260789,0.517222,-0.659284,0.952919,-8.449219,0.791644,0.047680,0.677872,-0.016502,0.532213,0.390693,1.933407,3186,767,357,190,103,4700
4,512,1.000000,2,12.000000,32.848566,3883,0.490668,0.304404,0.234728,0.392744,0.092188,0.246373,0.597661,-0.514732,0.879674,-7.074219,0.814770,0.065614,0.695596,-0.013817,0.574297,0.375495,1.673191,2701,634,249,143,63,3883
4,512,1.000000,3,12.000000,13.671880,3829,0.468025,0.296161,0.220779,0.413445,0.091280,0.237839,0.533999,-0.627362,0.824490,-7.203125,0.803580,0.070135,0.703839,-0.014069,0.650407,0.390110,1.872664,2695,595,246,160,71,3829
4,512,1.000000,4,12.000000,4.685795,3394,0.377063,0.255745,0.195170,0.369168,0.072051,0.210872,0.528675,-0.637381,0.637371,-6.941406,0.805127,0.114280,0.744255,-0.013557,0.554945,0.341950,1.891520,2526,493,182,101,43,3394
4,512,1.000000,5,12.000000,14.096571,4180,0.471940,0.300718,0.231269,0.443787,0.102634,0.250321,0.521127,-0.651762,0.814232,-7.777344,0.805568,0.071999,0.699282,-0.015190,0.480000,0.366588,1.918919,2923,676,300,144,68,4180
4,512,1.000000,6,12.000000,30.746929,4843,0.484247,0.309312,0.249925,0.416268,0.104036,0.261426,0.600395,-0.510167,0.818834,-8.800781,0.786888,0.070118,0.690688,-0.017189,0.465517,0.364507,1.665570,3345,836,348,162,80,4843
4,512,1.000000,7,12.000000,6.429736,3836,0.449698,0.292231,0.232413,0.402536,0.093554,0.245833,0.577371,-0.549270,0.761326,-7.140625,0.792284,0.083590,0.707769,-0.013947,0.480315,0.355519,1.731988,2715,631,254,122,55,3836
4,512,2.000000,0,48.000000,-36.662316,331,0.085432,0.078550,0.075410,0.130435,0.009836,0.078550,0.578142,-0.547936,0.095082,-0.101562,0.608258,0.416164,0.921450,-0.000198,0.000000,nan,1.729679,305,23,3,0,0,331
4,512,2.000000,1,48.000000,367.672776,306,0.040882,0.039216,0.037415,0.090909,0.003401,0.039216,0.411565,-0.887789,0.044218,-0.105469,0.638344,0.500866,0.960784,-0.000206,0.000000,nan,2.429752,294,11,1,0,0,306
4,512,2.000000,2,48.000000,-72.054549,238,0.043782,0.042017,0.043860,0.000000,0.000000,0.042017,nan,nan,0.043860,0.148438,0.457983,0.504477,0.957983,0.000290,nan,nan,0.000000,228,10,0,0,0,238
4,512,2.000000,3,48.000000,-115.718484,224,0.072644,0.066964,0.057416,0.166667,0.009569,0.062780,0.344498,-1.065668,0.090909,0.230469,0.707589,0.423755,0.933036,0.000450,0.500000,0.168507,2.902778,209,12,2,1,0,224
4,512,2.000000,4,48.000000,38.818628,217,0.033447,0.032258,0.028571,0.166667,0.004762,0.032258,0.171429,-1.763589,0.038095,0.203125,0.642089,0.515543,0.967742,0.000397,0.000000,nan,5.833333,210,6,1,0,0,217
4,512,2.000000,5,48.000000,-1259.347212,239,0.052730,0.050209,0.052863,0.000000,0.000000,0.050209,nan,nan,0.052863,0.160156,0.449791,0.487798,0.949791,0.000313,nan,nan,0.000000,227,12,0,0,0,239
4,512,2.000000,6,48.000000,124.200966,155,0.033299,0.032258,0.033333,0.000000,0.000000,0.032258,nan,nan,0.033333,0.433594,0.467742,0.526564,0.967742,0.000847,nan,nan,0.000000,150,5,0,0,0,155
4,512,2.000000,7,48.000000,263.279636,94,0.021729,0.021277,0.021739,0.000000,0.000000,0.021277,nan,nan,0.021739,0.648438,0.478723,0.555178,0.978723,0.001266,nan,nan,0.000000,92,2,0,0,0,94
