d,N,hubble,rep,R_dS,H2,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy,b1_mean,b1_std,b1_neg_frac,eig_min,eig_max,eig_gap,eig_spread
2,256,1.0,6,2.0,1.0,11020,0.15625,19.0,0.07421875,13.473684210526315,5.422840788375266,0.4024764647622268,0.09375,2.8508437925933525,-0.7734375,4.447110796190461,0.56640625,-7.09272905923586,10.376082816905395,0.17686451314873963,17.468811876141256
2,256,1.0,7,2.0,1.0,10229,0.13671875,20.0,0.078125,12.8,6.485368146836384,0.5066693864715924,0.09765625,2.8402221206585567,-1.09375,5.384348701328695,0.5625,-7.13414963164531,10.866505019600481,0.5237210626358788,18.000654651245792
2,256,2.0,0,8.0,4.0,5863,0.24609375,14.0,0.0546875,18.285714285714285,11.13827744715474,0.6091245478912749,0.140625,2.4446153927772993,-1.0390625,4.2991684220432385,0.58203125,-6.391304350712359,10.175085122317089,0.9001044186310256,16.566389473029446
2,256,2.0,1,8.0,4.0,6473,0.2265625,14.0,0.0546875,18.285714285714285,10.291664945330217,0.5628254266977463,0.1328125,2.450300591186554,-0.8203125,4.797352124072586,0.546875,-7.391430999818359,10.687394868713755,0.4430936857647616,18.078825868532114
2,256,2.0,2,8.0,4.0,5727,0.234375,14.0,0.0546875,18.285714285714285,10.291664945330215,0.5628254266977462,0.1484375,2.455114193453166,-0.6875,4.340488883754916,0.546875,-7.182158849178966,10.274993712755698,0.6798834708399593,17.457152561934663
2,256,2.0,3,8.0,4.0,5877,0.22265625,16.0,0.0625,16.0,9.937303457175895,0.6210814660734935,0.12890625,2.550246647732303,-1.0234375,4.140057449310788,0.5625,-6.498358462704812,9.793724691167426,0.37625818115254894,16.292083153872237
2,256,2.0,4,8.0,4.0,5763,0.21484375,16.0,0.0625,16.0,8.602325267042627,0.5376453291901642,0.125,2.6112215241882097,-0.65625,3.9299282356679237,0.5625,-6.603965007798747,9.802547064687946,0.27261411702078675,16.40651207248669
2,256,2.0,5,8.0,4.0,5575,0.23828125,15.0,0.05859375,17.066666666666666,9.712306054119633,0.5690804328585722,0.140625,2.5188739219531087,-0.8359375,4.021965750238775,0.6015625,-5.779829772011045,9.404601926927747,0.15964771742435602,15.184431698938791
2,256,2.0,6,8.0,4.0,5441,0.234375,14.0,0.0546875,18.285714285714285,10.172993459074245,0.5563355797931229,0.1484375,2.474223093479162,-0.6953125,4.317585034176368,0.56640625,-6.70864384754716,10.20135954127456,0.6410517396146851,16.91000338882172
2,256,2.0,7,8.0,4.0,5093,0.234375,13.0,0.05078125,19.692307692307693,9.871361961869724,0.5012800996261969,0.14453125,2.435172418929153,-0.8515625,4.2602630562670365,0.57421875,-6.213885375778877,9.620013209447727,0.41671926889963906,15.833898585226603
2,512,0.0,0,0.0,0.0,67338,0.0625,32.0,0.0625,16.0,2.9261749776799064,0.18288593610499415,0.044921875,3.4480634397685033,-1.09765625,5.817389943680579,0.564453125,-8.177630983070232,12.045590291808772,0.5312342675392419,20.223221274879002
2,512,0.0,1,0.0,0.0,64337,0.0625,30.0,0.05859375,17.066666666666666,5.246797965320267,0.3074295682804844,0.044921875,3.3365277933770687,-1.34375,5.320123206984966,0.591796875,-8.056269207152955,11.973639927255409,0.6243766913198652,20.029909134408364
