beta,gamma,lam,eta,kappa,L_B,L_C,L_A,L_D,L_total
0.5,2.166666666666667,0.1,0.7,0.5,0.0,0.07573931901320098,208.659190665468,0.0,104.4053346517472
0.5,2.166666666666667,0.1,1.0,0.05,0.0,0.060389571791474084,207.27636078128018,0.0,103.69856996243156
0.5,2.166666666666667,0.1,1.0,0.2,0.0,0.06039570944384377,207.31377244672132,0.0,103.7172819328045
0.5,2.166666666666667,0.1,1.0,0.35,0.0,0.060402484440420484,207.35122116058395,0.0,103.73601306473239
0.5,2.166666666666667,0.1,1.0,0.5,0.0,0.06040989771264462,207.38870692286795,0.0,103.75476335914662
0.5,2.166666666666667,0.5666666666666667,0.1,0.05,0.0,0.11892471563527125,210.74902633805067,0.0,105.49343788466061
0.5,2.166666666666667,0.5666666666666667,0.1,0.2,0.0,0.11896968507937347,210.77688476257697,0.0,105.50741206636786
0.5,2.166666666666667,0.5666666666666667,0.1,0.35,0.0,0.11901451382945503,210.80478023552462,0.0,105.52140463159176
0.5,2.166666666666667,0.5666666666666667,0.1,0.5,0.0,0.11905920094766849,210.83271275689322,0.0,105.53541557939428
0.5,2.166666666666667,0.5666666666666667,0.4,0.05,0.0,0.09142619579829898,208.78777400875987,0.0,104.48531320017824
0.5,2.166666666666667,0.5666666666666667,0.4,0.2,0.0,0.09148598477697086,208.81880415407588,0.0,104.5008880618149
0.5,2.166666666666667,0.5666666666666667,0.4,0.35,0.0,0.09154592265712005,208.849871347813,0.0,104.51648159656362
0.5,2.166666666666667,0.5666666666666667,0.4,0.5,0.0,0.09160600643312215,208.8809755899716,0.0,104.53209380141892
0.5,2.166666666666667,0.5666666666666667,0.7,0.05,0.0,0.06974688743176882,207.17512992035407,0.0,103.6573118476088
0.5,2.166666666666667,0.5666666666666667,0.7,0.2,0.0,0.06979733823715584,207.2093317864593,0.0,103.6744632314668
0.5,2.166666666666667,0.5666666666666667,0.7,0.35,0.0,0.06984823322095852,207.24357070098648,0.0,103.6916335837142
0.5,2.166666666666667,0.5666666666666667,0.7,0.5,0.0,0.0698995693747162,207.27784666393438,0.0,103.7088229013419
0.5,2.166666666666667,0.5666666666666667,1.0,0.05,0.0,0.05499104379492409,205.91109407283253,0.0,103.01053808021119
0.5,2.166666666666667,0.5666666666666667,1.0,0.2,0.0,0.05501395728817121,205.94846765972727,0.0,103.0292477871518
0.5,2.166666666666667,0.5666666666666667,1.0,0.35,0.0,0.05503752143649919,205.98587829504385,0.0,103.04797666895843
0.5,2.166666666666667,0.5666666666666667,1.0,0.5,0.0,0.055061735411212925,206.02332597878166,0.0,103.06672472480204
0.5,2.166666666666667,1.0333333333333332,0.1,0.05,0.0,0.11218303629711082,209.3413077958569,0.0,104.78283693422556
0.5,2.166666666666667,1.0333333333333332,0.1,0.2,0.0,0.11224881972025007,209.36912814183682,0.0,104.79681289063866
0.5,2.166666666666667,1.0333333333333332,0.1,0.35,0.0,0.11231437775121643,209.3969855362381,0.0,104.81080714587027
0.5,2.166666666666667,1.0333333333333332,0.1,0.5,0.0,0.11237970896249773,209.42487997906085,0.0,104.82481969849292
0.5,2.166666666666667,1.0333333333333332,0.4,0.05,0.0,0.08529977826712777,207.39601852401387,0.0,103.78330904027406
0.5,2.166666666666667,1.0333333333333332,0.4,0.2,0.0,0.08537873620440675,207.4270105907832,0.0,103.798884031596
0.5,2.166666666666667,1.0333333333333332,0.4,0.35,0.0,0.08545778024683522,207.4580397059739,0.0,103.81447763323379
0.5,2.166666666666667,1.0333333333333332,0.4,0.5,0.0,0.08553690644581233,207.48910586958613,0.0,103.83008984123887
