step,F,accepted,n_comparable,label,comp_frac,n_layers,d_eff,aw,aw_ratio,height_ratio,width_ratio
270,129.65124449559,68,1189,mc_Lor4D,0.589781746031746,33,1.4667095238095238,14,0.21875,0.515625,0.203125
280,129.65124449559,68,1189,mc_Lor4D,0.589781746031746,33,1.4667095238095238,14,0.21875,0.515625,0.203125
290,129.65124449559,68,1189,mc_Lor4D,0.589781746031746,33,1.4667095238095238,14,0.21875,0.515625,0.203125
300,129.5352941697853,69,1162,mc_Lor4D,0.5763888888888888,33,1.547066666666667,15,0.234375,0.515625,0.203125
310,129.5352941697853,69,1162,mc_Lor4D,0.5763888888888888,33,1.547066666666667,15,0.234375,0.515625,0.203125
320,125.77629760229911,71,1140,mc_Lor4D,0.5654761904761905,33,1.6125428571428573,16,0.25,0.515625,0.203125
330,125.77629760229911,71,1140,mc_Lor4D,0.5654761904761905,33,1.6125428571428573,16,0.25,0.515625,0.203125
340,125.77629760229911,71,1140,mc_Lor4D,0.5654761904761905,33,1.6125428571428573,16,0.25,0.515625,0.203125
350,130.52970560381607,72,1131,mc_Lor4D,0.5610119047619048,33,1.6393285714285715,16,0.25,0.515625,0.203125
360,128.09598713800247,73,1137,mc_Lor4D,0.5639880952380952,33,1.6214714285714287,17,0.265625,0.515625,0.1875
370,110.95360340413782,75,1177,mc_Lor4D,0.5838293650793651,36,1.5024238095238094,17,0.265625,0.5625,0.203125
380,111.62461432993955,76,1172,mc_Lor4D,0.5813492063492064,36,1.5173047619047617,17,0.265625,0.5625,0.203125
390,113.45502292736882,77,1180,mc_Lor4D,0.5853174603174603,36,1.493495238095238,16,0.25,0.5625,0.203125
400,116.916987702421,78,1117,mc_Lor4D,0.5540674603174603,36,1.680995238095238,16,0.25,0.5625,0.21875
410,116.916987702421,78,1117,mc_Lor4D,0.5540674603174603,36,1.680995238095238,16,0.25,0.5625,0.21875
420,119.61164734310316,79,1089,mc_Lor4D,0.5401785714285714,36,1.7643285714285717,17,0.265625,0.5625,0.234375
430,119.61164734310316,79,1089,mc_Lor4D,0.5401785714285714,36,1.7643285714285717,17,0.265625,0.5625,0.234375
440,121.42196544024056,81,1115,mc_Lor4D,0.5530753968253969,37,1.686947619047619,18,0.28125,0.578125,0.25
450,123.52138916880901,83,1138,mc_Lor4D,0.564484126984127,37,1.6184952380952382,17,0.265625,0.578125,0.25
460,122.63864307537159,85,1127,mc_Lor4D,0.5590277777777778,36,1.6512333333333333,18,0.28125,0.5625,0.265625
470,122.48323021826984,86,1110,mc_Lor4D,0.5505952380952381,36,1.7018285714285712,18,0.28125,0.5625,0.265625
480,123.33907880035605,87,1098,mc_Lor4D,0.5446428571428571,36,1.7375428571428575,19,0.296875,0.5625,0.28125
490,123.26569297991726,89,1111,mc_Lor4D,0.5510912698412699,36,1.6988523809523808,19,0.296875,0.5625,0.25
500,119.14117257919442,90,1129,mc_Lor4D,0.5600198412698413,36,1.6452809523809524,19,0.296875,0.5625,0.25
510,113.81291764037799,92,1114,mc_Lor4D,0.5525793650793651,36,1.6899238095238094,19,0.296875,0.5625,0.21875
520,113.81291764037799,92,1114,mc_Lor4D,0.5525793650793651,36,1.6899238095238094,19,0.296875,0.5625,0.21875
530,112.95379160084694,94,1158,mc_Lor4D,0.5744047619047619,36,1.558971428571429,19,0.296875,0.5625,0.21875
540,112.95379160084694,94,1158,mc_Lor4D,0.5744047619047619,36,1.558971428571429,19,0.296875,0.5625,0.21875
550,112.95379160084694,94,1158,mc_Lor4D,0.5744047619047619,36,1.558971428571429,19,0.296875,0.5625,0.21875
560,117.45041181697468,97,1160,mc_Lor4D,0.5753968253968254,36,1.553019047619048,20,0.3125,0.5625,0.234375
570,117.49237657085843,100,1128,mc_Lor4D,0.5595238095238095,36,1.6482571428571429,20,0.3125,0.5625,0.234375
580,113.97656798968609,101,1152,mc_Lor4D,0.5714285714285714,38,1.5768285714285717,19,0.296875,0.59375,0.234375
590,113.10229293383398,102,1167,mc_Lor4D,0.5788690476190477,38,1.532185714285714,18,0.28125,0.59375,0.25
600,113.10229293383398,102,1167,mc_Lor4D,0.5788690476190477,38,1.532185714285714,18,0.28125,0.59375,0.25
610,113.10229293383398,102,1167,mc_Lor4D,0.5788690476190477,38,1.532185714285714,18,0.28125,0.59375,0.25
620,115.06975006989165,104,1083,mc_Lor4D,0.5372023809523809,38,1.7821857142857145,19,0.296875,0.59375,0.25
630,115.06975006989165,104,1083,mc_Lor4D,0.5372023809523809,38,1.7821857142857145,19,0.296875,0.59375,0.25
640,115.06975006989165,104,1083,mc_Lor4D,0.5372023809523809,38,1.7821857142857145,19,0.296875,0.59375,0.25
650,115.06975006989165,104,1083,mc_Lor4D,0.5372023809523809,38,1.7821857142857145,19,0.296875,0.59375,0.25
660,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
670,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
680,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
690,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
700,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
710,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
720,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
730,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
740,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
750,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
760,110.73341906653818,105,1073,mc_Lor4D,0.5322420634920635,38,1.8119476190476191,20,0.3125,0.59375,0.25
770,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
780,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
790,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
800,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
810,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
820,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
830,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
840,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
850,110.28716735417339,106,1082,mc_Lor4D,0.5367063492063492,38,1.785161904761905,19,0.296875,0.59375,0.25
860,113.41750291700465,108,1100,mc_Lor4D,0.5456349206349206,38,1.7315904761904766,20,0.3125,0.59375,0.234375
870,113.41750291700465,108,1100,mc_Lor4D,0.5456349206349206,38,1.7315904761904766,20,0.3125,0.59375,0.234375
880,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
890,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
900,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
910,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
920,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
930,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
940,113.72208674771225,109,1127,mc_Lor4D,0.5590277777777778,38,1.6512333333333333,21,0.328125,0.59375,0.25
950,115.10790364203393,110,1133,mc_Lor4D,0.5620039682539683,38,1.6333761904761905,21,0.328125,0.59375,0.265625
960,115.10790364203393,110,1133,mc_Lor4D,0.5620039682539683,38,1.6333761904761905,21,0.328125,0.59375,0.265625
970,115.10790364203393,110,1133,mc_Lor4D,0.5620039682539683,38,1.6333761904761905,21,0.328125,0.59375,0.265625
980,115.10790364203393,110,1133,mc_Lor4D,0.5620039682539683,38,1.6333761904761905,21,0.328125,0.59375,0.265625
990,115.10790364203393,110,1133,mc_Lor4D,0.5620039682539683,38,1.6333761904761905,21,0.328125,0.59375,0.265625
1000,116.89727533524902,112,1094,mc_Lor4D,0.5426587301587301,38,1.7494476190476194,21,0.328125,0.59375,0.265625
0,289.1434012910944,0,745,mc_KR,0.3695436507936508,3,2.788138095238095,32,0.5,0.046875,0.5
10,257.9847816011714,7,943,mc_KR,0.4677579365079365,10,2.1988523809523812,27,0.421875,0.15625,0.328125
20,250.27191291782063,10,973,mc_KR,0.4826388888888889,10,2.109566666666667,25,0.390625,0.15625,0.296875
30,248.95765399869836,13,1011,mc_KR,0.5014880952380952,11,1.9964714285714287,24,0.375,0.171875,0.21875
40,236.02340675967483,17,1008,mc_KR,0.5,11,2.0054,22,0.34375,0.171875,0.21875
50,208.10486890745494,23,1238,mc_KR,0.6140873015873016,15,1.3208761904761903,21,0.328125,0.234375,0.25
60,203.31715938337024,27,1198,mc_KR,0.5942460317460317,16,1.4399238095238096,19,0.296875,0.25,0.21875
70,195.11692057069627,30,1198,mc_KR,0.5942460317460317,15,1.4399238095238096,17,0.265625,0.234375,0.203125
80,176.6292614137198,37,1319,mc_KR,0.654265873015873,20,1.079804761904762,15,0.234375,0.3125,0.234375
90,157.2989507485594,43,1370,mc_KR,0.6795634920634921,23,0.9280190476190475,14,0.21875,0.359375,0.203125
100,158.66558233598377,50,1347,mc_KR,0.6681547619047619,23,0.9964714285714289,13,0.203125,0.359375,0.1875
110,140.85338493572593,55,1319,mc_KR,0.654265873015873,27,1.079804761904762,16,0.25,0.421875,0.15625
120,138.61737900367447,57,1274,mc_KR,0.6319444444444444,27,1.2137333333333336,17,0.265625,0.421875,0.15625
130,132.2381861436028,58,1323,mc_KR,0.65625,28,1.0679,16,0.25,0.4375,0.15625
140,129.53187342258502,61,1393,mc_KR,0.6909722222222222,30,0.8595666666666668,16,0.25,0.46875,0.15625
150,127.96039166805083,63,1374,mc_KR,0.6815476190476191,30,0.9161142857142857,17,0.265625,0.46875,0.15625
160,126.97269423326847,64,1359,mc_KR,0.6741071428571429,30,0.9607571428571426,16,0.25,0.46875,0.171875
170,127.2494600546531,66,1322,mc_KR,0.6557539682539683,30,1.0708761904761905,17,0.265625,0.46875,0.1875
180,134.69292122972897,67,1290,mc_KR,0.6398809523809523,29,1.166114285714286,18,0.28125,0.453125,0.171875
190,134.6522671152402,69,1206,mc_KR,0.5982142857142857,29,1.4161142857142859,19,0.296875,0.453125,0.171875
200,131.69143845021375,71,1133,mc_KR,0.5620039682539683,29,1.6333761904761905,19,0.296875,0.453125,0.171875
210,130.6912777255862,74,1148,mc_KR,0.5694444444444444,29,1.5887333333333336,20,0.3125,0.453125,0.15625
220,131.16479913014842,77,1109,mc_KR,0.5500992063492064,30,1.7048047619047617,20,0.3125,0.46875,0.171875
230,126.08705961648586,80,1064,mc_KR,0.5277777777777778,30,1.8387333333333333,19,0.296875,0.46875,0.1875
240,125.1986192829397,83,1026,mc_KR,0.5089285714285714,30,1.9518285714285717,20,0.3125,0.46875,0.171875
250,128.26192161849505,84,965,mc_KR,0.47867063492063494,30,2.1333761904761905,19,0.296875,0.46875,0.1875
260,130.64453567875614,85,973,mc_KR,0.4826388888888889,30,2.109566666666667,18,0.28125,0.46875,0.203125
270,129.71752517223598,86,1038,mc_KR,0.5148809523809523,30,1.916114285714286,19,0.296875,0.46875,0.1875
280,130.1106449166958,87,1026,mc_KR,0.5089285714285714,30,1.9518285714285717,18,0.28125,0.46875,0.1875
290,129.57128273669053,88,1026,mc_KR,0.5089285714285714,30,1.9518285714285717,17,0.265625,0.46875,0.1875
300,129.57128273669053,88,1026,mc_KR,0.5089285714285714,30,1.9518285714285717,17,0.265625,0.46875,0.1875
310,128.9698703808671,89,1041,mc_KR,0.5163690476190477,30,1.907185714285714,16,0.25,0.46875,0.203125
320,132.42202589432355,91,1033,mc_KR,0.5124007936507936,31,1.9309952380952384,16,0.25,0.484375,0.21875
330,124.44654613745756,93,1093,mc_KR,0.5421626984126984,31,1.7524238095238098,17,0.265625,0.484375,0.203125
340,124.44654613745756,93,1093,mc_KR,0.5421626984126984,31,1.7524238095238098,17,0.265625,0.484375,0.203125
350,123.84459434044909,96,1062,mc_KR,0.5267857142857143,34,1.8446857142857143,20,0.3125,0.53125,0.203125
360,120.27844536318499,98,1037,mc_KR,0.5143849206349206,34,1.9190904761904766,20,0.3125,0.53125,0.203125
370,120.27844536318499,98,1037,mc_KR,0.5143849206349206,34,1.9190904761904766,20,0.3125,0.53125,0.203125
380,121.7550350978307,99,1052,mc_KR,0.5218253968253969,34,1.874447619047619,20,0.3125,0.53125,0.203125
390,125.54369721923443,100,1042,mc_KR,0.5168650793650794,34,1.9042095238095236,21,0.328125,0.53125,0.21875
400,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
410,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
420,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
430,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
440,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
450,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
460,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
470,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
480,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
490,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
500,122.626502763968,102,1015,mc_KR,0.5034722222222222,34,1.9845666666666668,21,0.328125,0.53125,0.203125
510,121.94237313262371,103,1021,mc_KR,0.5064484126984127,34,1.966709523809524,21,0.328125,0.53125,0.203125
520,121.94237313262371,103,1021,mc_KR,0.5064484126984127,34,1.966709523809524,21,0.328125,0.53125,0.203125
530,121.94237313262371,103,1021,mc_KR,0.5064484126984127,34,1.966709523809524,21,0.328125,0.53125,0.203125
540,121.94237313262371,103,1021,mc_KR,0.5064484126984127,34,1.966709523809524,21,0.328125,0.53125,0.203125
550,123.04314998036689,104,1064,mc_KR,0.5277777777777778,34,1.8387333333333333,20,0.3125,0.53125,0.1875
560,125.74926065231057,105,1047,mc_KR,0.5193452380952381,34,1.8893285714285712,19,0.296875,0.53125,0.1875
570,121.8576668788181,106,1023,mc_KR,0.5074404761904762,34,1.960757142857143,20,0.3125,0.53125,0.203125
580,124.07234039681217,107,990,mc_KR,0.49107142857142855,34,2.0589714285714287,20,0.3125,0.53125,0.203125
590,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
600,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
610,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
620,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
630,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
640,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
650,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
660,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
670,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
680,119.56569336585846,109,974,mc_KR,0.48313492063492064,34,2.106590476190476,20,0.3125,0.53125,0.203125
690,123.62528099957194,110,943,mc_KR,0.4677579365079365,34,2.1988523809523812,20,0.3125,0.53125,0.203125
700,125.07940202689818,112,941,mc_KR,0.466765873015873,33,2.2048047619047617,20,0.3125,0.515625,0.203125
710,125.07940202689818,112,941,mc_KR,0.466765873015873,33,2.2048047619047617,20,0.3125,0.515625,0.203125
720,125.07940202689818,112,941,mc_KR,0.466765873015873,33,2.2048047619047617,20,0.3125,0.515625,0.203125
730,125.74221884146229,113,1004,mc_KR,0.498015873015873,33,2.0173047619047617,21,0.328125,0.515625,0.1875
740,127.56027501176514,115,1010,mc_KR,0.5009920634920635,33,1.9994476190476191,23,0.359375,0.515625,0.1875
750,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
760,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
770,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
780,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
790,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
800,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
810,123.88457826346804,117,1001,mc_KR,0.4965277777777778,33,2.0262333333333333,23,0.359375,0.515625,0.1875
820,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
830,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
840,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
850,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
860,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
870,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
880,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
890,117.99403033184556,118,1033,mc_KR,0.5124007936507936,33,1.9309952380952384,23,0.359375,0.515625,0.171875
900,119.647948274975,119,1084,mc_KR,0.5376984126984127,33,1.779209523809524,22,0.34375,0.515625,0.1875
910,119.647948274975,119,1084,mc_KR,0.5376984126984127,33,1.779209523809524,22,0.34375,0.515625,0.1875
920,119.647948274975,119,1084,mc_KR,0.5376984126984127,33,1.779209523809524,22,0.34375,0.515625,0.1875
930,119.647948274975,119,1084,mc_KR,0.5376984126984127,33,1.779209523809524,22,0.34375,0.515625,0.1875
940,121.66243953517946,120,1075,mc_KR,0.533234126984127,33,1.8059952380952382,22,0.34375,0.515625,0.1875
950,121.66243953517946,120,1075,mc_KR,0.533234126984127,33,1.8059952380952382,22,0.34375,0.515625,0.1875
960,121.66243953517946,120,1075,mc_KR,0.533234126984127,33,1.8059952380952382,22,0.34375,0.515625,0.1875
970,121.66243953517946,120,1075,mc_KR,0.533234126984127,33,1.8059952380952382,22,0.34375,0.515625,0.1875
980,121.36200683204896,121,1051,mc_KR,0.5213293650793651,33,1.8774238095238094,22,0.34375,0.515625,0.171875
990,121.36200683204896,121,1051,mc_KR,0.5213293650793651,33,1.8774238095238094,22,0.34375,0.515625,0.171875
1000,121.36200683204896,121,1051,mc_KR,0.5213293650793651,33,1.8774238095238094,22,0.34375,0.515625,0.171875
0,276.2031158219869,1,488,mc_TP_sparse,0.24206349206349206,9,3.5530190476190473,23,0.359375,0.140625,0.234375
10,245.2510430138156,7,636,mc_TP_sparse,0.31547619047619047,11,3.1125428571428575,21,0.328125,0.171875,0.203125
20,239.94646966125214,10,664,mc_TP_sparse,0.32936507936507936,12,3.029209523809524,21,0.328125,0.1875,0.203125
30,218.16890353117125,14,776,mc_TP_sparse,0.38492063492063494,13,2.6958761904761905,19,0.296875,0.203125,0.171875
40,215.24795983560892,16,781,mc_TP_sparse,0.38740079365079366,13,2.680995238095238,19,0.296875,0.203125,0.15625
50,215.24795983560892,16,781,mc_TP_sparse,0.38740079365079366,13,2.680995238095238,19,0.296875,0.203125,0.15625
60,190.8295539137311,19,880,mc_TP_sparse,0.4365079365079365,17,2.3863523809523812,19,0.296875,0.265625,0.125
70,157.67319726986767,23,1116,mc_TP_sparse,0.5535714285714286,26,1.6839714285714285,17,0.265625,0.40625,0.125
80,142.84218451421077,26,1122,mc_TP_sparse,0.5565476190476191,29,1.6661142857142857,17,0.265625,0.453125,0.125
90,139.82604552366377,28,1079,mc_TP_sparse,0.535218253968254,28,1.7940904761904763,17,0.265625,0.4375,0.140625
100,139.82604552366377,28,1079,mc_TP_sparse,0.535218253968254,28,1.7940904761904763,17,0.265625,0.4375,0.140625
110,139.82604552366377,28,1079,mc_TP_sparse,0.535218253968254,28,1.7940904761904763,17,0.265625,0.4375,0.140625
120,139.82604552366377,28,1079,mc_TP_sparse,0.535218253968254,28,1.7940904761904763,17,0.265625,0.4375,0.140625
130,139.36363234455763,29,1087,mc_TP_sparse,0.5391865079365079,28,1.7702809523809526,16,0.25,0.4375,0.125
140,137.0370212832842,30,1149,mc_TP_sparse,0.5699404761904762,32,1.585757142857143,15,0.234375,0.5,0.125
150,129.6345917009959,32,1133,mc_TP_sparse,0.5620039682539683,32,1.6333761904761905,17,0.265625,0.5,0.15625
160,129.6345917009959,32,1133,mc_TP_sparse,0.5620039682539683,32,1.6333761904761905,17,0.265625,0.5,0.15625
170,129.6345917009959,32,1133,mc_TP_sparse,0.5620039682539683,32,1.6333761904761905,17,0.265625,0.5,0.15625
180,129.6345917009959,32,1133,mc_TP_sparse,0.5620039682539683,32,1.6333761904761905,17,0.265625,0.5,0.15625
190,127.56073609053,33,1174,mc_TP_sparse,0.5823412698412699,32,1.5113523809523808,16,0.25,0.5,0.140625
200,128.12137458212342,34,1152,mc_TP_sparse,0.5714285714285714,32,1.5768285714285717,16,0.25,0.5,0.140625
210,125.68507668630947,36,1190,mc_TP_sparse,0.5902777777777778,32,1.4637333333333333,16,0.25,0.5,0.140625
220,125.68507668630947,36,1190,mc_TP_sparse,0.5902777777777778,32,1.4637333333333333,16,0.25,0.5,0.140625
230,125.68507668630947,36,1190,mc_TP_sparse,0.5902777777777778,32,1.4637333333333333,16,0.25,0.5,0.140625
240,125.68507668630947,36,1190,mc_TP_sparse,0.5902777777777778,32,1.4637333333333333,16,0.25,0.5,0.140625
250,127.83743153699724,38,1196,mc_TP_sparse,0.5932539682539683,32,1.4458761904761905,16,0.25,0.5,0.125
260,126.34626579987737,39,1175,mc_TP_sparse,0.5828373015873016,32,1.5083761904761903,15,0.234375,0.5,0.140625
270,127.08242103938754,40,1134,mc_TP_sparse,0.5625,32,1.6304,16,0.25,0.5,0.15625
280,127.08242103938754,40,1134,mc_TP_sparse,0.5625,32,1.6304,16,0.25,0.5,0.15625
290,127.42815516902512,42,1141,mc_TP_sparse,0.5659722222222222,33,1.6095666666666668,16,0.25,0.515625,0.171875
300,127.42815516902512,42,1141,mc_TP_sparse,0.5659722222222222,33,1.6095666666666668,16,0.25,0.515625,0.171875
310,127.42815516902512,42,1141,mc_TP_sparse,0.5659722222222222,33,1.6095666666666668,16,0.25,0.515625,0.171875
320,127.42815516902512,42,1141,mc_TP_sparse,0.5659722222222222,33,1.6095666666666668,16,0.25,0.515625,0.171875
330,123.52441385970982,43,1168,mc_TP_sparse,0.5793650793650794,33,1.5292095238095236,16,0.25,0.515625,0.15625
340,120.75024247726826,45,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
350,120.75024247726826,45,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
360,120.75024247726826,45,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
370,120.75024247726826,45,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
380,119.37445134774168,46,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
390,119.37445134774168,46,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
400,119.37445134774168,46,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
410,119.37445134774168,46,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
420,119.37445134774168,46,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
430,119.37445134774168,46,1175,mc_TP_sparse,0.5828373015873016,33,1.5083761904761903,16,0.25,0.515625,0.15625
440,123.69689294217513,47,1161,mc_TP_sparse,0.5758928571428571,33,1.5500428571428575,17,0.265625,0.515625,0.171875
450,123.69689294217513,47,1161,mc_TP_sparse,0.5758928571428571,33,1.5500428571428575,17,0.265625,0.515625,0.171875
460,123.69689294217513,47,1161,mc_TP_sparse,0.5758928571428571,33,1.5500428571428575,17,0.265625,0.515625,0.171875
470,123.69689294217513,47,1161,mc_TP_sparse,0.5758928571428571,33,1.5500428571428575,17,0.265625,0.515625,0.171875
480,122.65384175982143,48,1192,mc_TP_sparse,0.5912698412698413,33,1.4577809523809524,17,0.265625,0.515625,0.1875
490,116.58017246878248,49,1235,mc_TP_sparse,0.6125992063492064,36,1.3298047619047617,17,0.265625,0.5625,0.171875
500,111.1620860400329,50,1192,mc_TP_sparse,0.5912698412698413,36,1.4577809523809524,17,0.265625,0.5625,0.171875
510,111.1620860400329,50,1192,mc_TP_sparse,0.5912698412698413,36,1.4577809523809524,17,0.265625,0.5625,0.171875
520,111.58210796295042,51,1171,mc_TP_sparse,0.5808531746031746,36,1.5202809523809522,18,0.28125,0.5625,0.171875
530,112.2002989175711,52,1138,mc_TP_sparse,0.564484126984127,36,1.6184952380952382,18,0.28125,0.5625,0.171875
540,111.63805549605661,53,1184,mc_TP_sparse,0.5873015873015873,36,1.4815904761904761,17,0.265625,0.5625,0.171875
550,111.63805549605661,53,1184,mc_TP_sparse,0.5873015873015873,36,1.4815904761904761,17,0.265625,0.5625,0.171875
560,111.63805549605661,53,1184,mc_TP_sparse,0.5873015873015873,36,1.4815904761904761,17,0.265625,0.5625,0.171875
570,111.63805549605661,53,1184,mc_TP_sparse,0.5873015873015873,36,1.4815904761904761,17,0.265625,0.5625,0.171875
580,109.83210411151467,54,1127,mc_TP_sparse,0.5590277777777778,36,1.6512333333333333,16,0.25,0.5625,0.15625
590,109.83210411151467,54,1127,mc_TP_sparse,0.5590277777777778,36,1.6512333333333333,16,0.25,0.5625,0.15625
600,106.154917480019,55,1109,mc_TP_sparse,0.5500992063492064,36,1.7048047619047617,16,0.25,0.5625,0.140625
