d,N,p_frw,rep,bin_label,t_mean,H_local,H_local_sq,n_elements,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width
2,512,0.5,1,late,0.8398046444522408,0.6041077813478359,0.3649462114850048,256,7614,0.140625,14.0,0.0546875,18.285714285714285
2,512,0.5,2,early,0.40749189505440575,1.4996675730874198,2.249002829769912,256,14570,0.109375,22.0,0.0859375,11.636363636363637
2,512,0.5,2,late,0.8200864518412658,0.6193210465614916,0.3835585587140212,256,7637,0.14453125,14.0,0.0546875,18.285714285714285
2,512,0.5,3,early,0.41564585898269235,1.4708153067792151,2.1632976666560366,256,14631,0.109375,22.0,0.0859375,11.636363636363637
2,512,0.5,3,late,0.8286636513016403,0.6120236565374837,0.3745729561615118,256,7539,0.1328125,13.0,0.05078125,19.692307692307693
2,512,0.5,4,early,0.42531927950398796,1.4197834130828353,2.015784940065145,256,14523,0.109375,24.0,0.09375,10.666666666666666
2,512,0.5,4,late,0.8341038796755608,0.6084653825099318,0.37023012171295755,256,7741,0.12890625,15.0,0.05859375,17.066666666666666
2,512,0.5,5,early,0.42339568180368076,1.435791153661899,2.061496236933767,256,14641,0.09375,21.0,0.08203125,12.19047619047619
2,512,0.5,5,late,0.8409599515850483,0.6021762799284671,0.36261627210848757,256,6979,0.1484375,15.0,0.05859375,17.066666666666666
2,512,0.5,6,early,0.4151594825048939,1.4591662473461198,2.1291661373941575,256,14367,0.109375,22.0,0.0859375,11.636363636363637
2,512,0.5,6,late,0.8464364844745258,0.5984695408096377,0.35816579127689857,256,7512,0.140625,16.0,0.0625,16.0
2,512,0.5,7,early,0.418183960342111,1.4495378384739492,2.101159945167729,256,14152,0.12109375,23.0,0.08984375,11.130434782608695
2,512,0.5,7,late,0.834204859966019,0.609181435175846,0.37110202096290346,256,7930,0.140625,14.0,0.0546875,18.285714285714285
2,512,0.67,0,early,0.45282768145324576,1.7818463683440955,3.174976480381042,256,15348,0.109375,24.0,0.09375,10.666666666666666
2,512,0.67,0,late,0.8483705967779124,0.7989677641763278,0.63834948819292,256,6888,0.1328125,13.0,0.05078125,19.692307692307693
2,512,0.67,1,early,0.4472726867087572,1.8307282092457935,3.35156577612831,256,16289,0.10546875,23.0,0.08984375,11.130434782608695
2,512,0.67,1,late,0.832853730673253,0.8148548664988315,0.6639884534568286,256,7607,0.15234375,15.0,0.05859375,17.066666666666666
2,512,0.67,2,early,0.42411792691284056,1.9269286585852967,3.713054055277331,256,15849,0.10546875,26.0,0.1015625,9.846153846153847
2,512,0.67,2,late,0.8228007663055349,0.8267053119067838,0.6834416727348926,256,7722,0.12890625,15.0,0.05859375,17.066666666666666
2,512,0.67,3,early,0.41093279213690415,2.0151944541779274,4.0610086881494745,256,16614,0.10546875,25.0,0.09765625,10.24
2,512,0.67,3,late,0.8303515339670395,0.8185497909203518,0.6700237602157517,256,7552,0.1328125,16.0,0.0625,16.0
2,512,0.67,4,early,0.414392606449294,1.9724865290573612,3.8907031073127563,256,16640,0.1015625,23.0,0.08984375,11.130434782608695
2,512,0.67,4,late,0.834922727269718,0.8143120583654289,0.6631041283993416,256,7594,0.1484375,16.0,0.0625,16.0
2,512,0.67,5,early,0.4290376902551658,1.8573180304773134,3.4496302663361265,256,15070,0.1015625,23.0,0.08984375,11.130434782608695
2,512,0.67,5,late,0.8294251236944026,0.8185549054650433,0.670032133260886,256,7496,0.12890625,15.0,0.05859375,17.066666666666666
2,512,0.67,6,early,0.43532550293027117,1.9012816711004963,3.6148719928626956,256,16343,0.09375,24.0,0.09375,10.666666666666666
2,512,0.67,6,late,0.8380220125210449,0.8096825963049148,0.6555859067590676,256,7310,0.14453125,14.0,0.0546875,18.285714285714285
2,512,0.67,7,early,0.45575926842972214,1.7598877242444808,3.097204801946418,256,16199,0.09765625,23.0,0.08984375,11.130434782608695
2,512,0.67,7,late,0.8535284052901151,0.7929891059822358,0.6288317222065056,256,6476,0.16015625,13.0,0.05078125,19.692307692307693
2,512,1.0,0,early,0.47095900553551556,2.50436354454004,6.2718367632211525,256,17965,0.109375,26.0,0.1015625,9.846153846153847
2,512,1.0,0,late,0.8611488193799858,1.1731364925930647,1.3762492302535578,256,6811,0.15234375,15.0,0.05859375,17.066666666666666
2,512,1.0,1,early,0.4962199808008099,2.403015411190484,5.77448306641897,256,18011,0.09765625,28.0,0.109375,9.142857142857142
2,512,1.0,1,late,0.8557334264750386,1.1787769017451035,1.3895149840877854,256,6749,0.1640625,15.0,0.05859375,17.066666666666666
2,512,1.0,2,early,0.49653131783247406,2.3675038748450383,5.605074597406271,256,17548,0.10546875,30.0,0.1171875,8.533333333333333
2,512,1.0,2,late,0.8728558851115166,1.1562114224759568,1.3368248534638754,256,6490,0.14453125,15.0,0.05859375,17.066666666666666
2,512,1.0,3,early,0.47181018398627295,2.4754369548161144,6.127788117269278,256,18658,0.09375,26.0,0.1015625,9.846153846153847
2,512,1.0,3,late,0.8646747081397856,1.16844699848868,1.3652683882772054,256,6923,0.1484375,15.0,0.05859375,17.066666666666666
2,512,1.0,4,early,0.4565454395370436,2.6374822052594764,6.956312383060391,256,18495,0.1171875,27.0,0.10546875,9.481481481481481
2,512,1.0,4,late,0.8409158105957935,1.2035249035981181,1.4484721935808595,256,7834,0.140625,15.0,0.05859375,17.066666666666666
2,512,1.0,5,early,0.5003639609722466,2.33961387427657,5.473793080707423,256,16710,0.109375,29.0,0.11328125,8.827586206896552
2,512,1.0,5,late,0.8573270864145948,1.1781349364221754,1.3880019284184832,256,6834,0.14453125,13.0,0.05078125,19.692307692307693
2,512,1.0,6,early,0.4925007732256875,2.3538189072933173,5.540463448331506,256,16892,0.1015625,27.0,0.10546875,9.481481481481481
2,512,1.0,6,late,0.8609439509955819,1.1713132286306094,1.3719746795650622,256,6239,0.15234375,14.0,0.0546875,18.285714285714285
2,512,1.0,7,early,0.47327285290752485,2.488983953990027,6.19504112321983,256,17423,0.10546875,26.0,0.1015625,9.846153846153847
2,512,1.0,7,late,0.8427931581789869,1.2018479139548257,1.444438408277566,256,7789,0.140625,14.0,0.0546875,18.285714285714285
2,512,1.5,0,early,0.5770044839752604,2.9717084443339914,8.83105107812595,256,17958,0.12109375,31.0,0.12109375,8.258064516129032
2,512,1.5,0,late,0.883424438361554,1.7082686712916162,2.918181853316424,256,5939,0.1484375,13.0,0.05078125,19.692307692307693
2,512,1.5,1,early,0.5633399176948393,3.0353343133437587,9.213254393762027,256,18344,0.1171875,28.0,0.109375,9.142857142857142
2,512,1.5,1,late,0.8961675482646759,1.6834264379911206,2.833924572127472,256,5876,0.16015625,14.0,0.0546875,18.285714285714285
2,512,1.5,2,early,0.5462293180764848,3.114345468740205,9.699147698662648,256,19066,0.09765625,33.0,0.12890625,7.757575757575758
2,512,1.5,2,late,0.8984421010189807,1.6788319604062396,2.8184767512814575,256,5640,0.16015625,14.0,0.0546875,18.285714285714285
2,512,1.5,3,early,0.5212364371067039,3.282354726421347,10.773852550060555,256,19566,0.11328125,31.0,0.12109375,8.258064516129032
2,512,1.5,3,late,0.8747187154442738,1.7276781023462866,2.984871625326866,256,6501,0.15625,15.0,0.05859375,17.066666666666666
2,512,1.5,4,early,0.5382368202820946,3.1543258148083613,9.949771345966433,256,19087,0.11328125,31.0,0.12109375,8.258064516129032
2,512,1.5,4,late,0.8776709844812047,1.7202152708925917,2.959140578212073,256,6057,0.171875,13.0,0.05078125,19.692307692307693
2,512,1.5,5,early,0.5495109993008264,3.1252773348095593,9.767358419474341,256,19207,0.12109375,34.0,0.1328125,7.529411764705882
2,512,1.5,5,late,0.8890421305454188,1.6963139568365766,2.877481040158563,256,5652,0.171875,13.0,0.05078125,19.692307692307693
2,512,1.5,6,early,0.5468185560059062,3.107183348877532,9.654588363541793,256,19419,0.10546875,31.0,0.12109375,8.258064516129032
2,512,1.5,6,late,0.8814180883449554,1.713845060371546,2.9372648909599484,256,6159,0.16015625,14.0,0.0546875,18.285714285714285
2,512,1.5,7,early,0.5661217899370025,2.9881437983518397,8.92900335962856,256,18895,0.109375,31.0,0.12109375,8.258064516129032
2,512,1.5,7,late,0.8934252499376105,1.6872382965264443,2.8467730692654576,256,5318,0.1640625,14.0,0.0546875,18.285714285714285
2,512,2.0,0,early,0.6200961703175187,3.6005393486940043,12.963883601493844,256,18045,0.109375,31.0,0.12109375,8.258064516129032
2,512,2.0,0,late,0.9130874678586692,2.197005333207964,4.8268324341442375,256,4384,0.1875,12.0,0.046875,21.333333333333332
2,512,2.0,1,early,0.6183701726018068,3.5642249888821023,12.703699771371623,256,18803,0.11328125,33.0,0.12890625,7.757575757575758
2,512,2.0,1,late,0.9112193914626103,2.202420033865591,4.85065400557251,256,4549,0.17578125,11.0,0.04296875,23.272727272727273
2,512,2.0,2,early,0.5908341276951408,3.670607248916995,13.473357575801991,256,19766,0.11328125,33.0,0.12890625,7.757575757575758
2,512,2.0,2,late,0.9001721317364039,2.231797148684642,4.980918512876899,256,5399,0.1796875,12.0,0.046875,21.333333333333332
2,512,2.0,3,early,0.6093454936443833,3.5459455808110016,12.573730062073071,256,19394,0.09765625,35.0,0.13671875,7.314285714285714
2,512,2.0,3,late,0.8974764820359626,2.2392446680960454,5.014216683596568,256,5527,0.1484375,14.0,0.0546875,18.285714285714285
2,512,2.0,4,early,0.5921897365958381,3.739902189681523,13.986868388384652,256,20063,0.10546875,32.0,0.125,8.0
2,512,2.0,4,late,0.9071396058269453,2.2136312224096235,4.900163188826724,256,5003,0.171875,13.0,0.05078125,19.692307692307693
2,512,2.0,5,early,0.615616556566515,3.5766508259854612,12.792431131022482,256,18847,0.1171875,34.0,0.1328125,7.529411764705882
2,512,2.0,5,late,0.9130287381779405,2.1989700831516243,4.8354694265958615,256,4868,0.1953125,13.0,0.05078125,19.692307692307693
2,512,2.0,6,early,0.58918013045003,3.719612308493614,13.835515725497192,256,19569,0.09765625,33.0,0.12890625,7.757575757575758
2,512,2.0,6,late,0.8954734990349718,2.2444926891024286,5.037747431434251,256,5500,0.17578125,13.0,0.05078125,19.692307692307693
2,512,2.0,7,early,0.615777330048623,3.532266822459655,12.476908905049228,256,17937,0.1328125,29.0,0.11328125,8.827586206896552
2,512,2.0,7,late,0.8984627284671972,2.2372308187117005,5.005201736193426,256,5850,0.16015625,14.0,0.0546875,18.285714285714285
3,128,0.4,0,early,0.3985693587489605,1.2393380587558047,1.5359588238806066,64,365,0.4375,5.0,0.078125,12.8
3,128,0.4,0,late,0.7930786132208955,0.5132295292262562,0.2634045496698046,64,134,0.515625,4.0,0.0625,16.0
3,128,0.4,1,early,0.43832911940737207,1.1288461330618162,1.2742935921286158,64,534,0.359375,6.0,0.09375,10.666666666666666
3,128,0.4,1,late,0.8507571810135625,0.4758819965396567,0.22646367463056982,64,105,0.578125,3.0,0.046875,21.333333333333332
3,128,0.4,2,early,0.47469931437550494,1.0068835102519504,1.0138144032172896,64,430,0.375,5.0,0.078125,12.8
3,128,0.4,2,late,0.8708537817402305,0.46349809135276276,0.214830480687654,64,100,0.578125,4.0,0.0625,16.0
3,128,0.4,3,early,0.4853899148012122,1.0176722455401137,1.0356567993426575,64,467,0.390625,5.0,0.078125,12.8
3,128,0.4,3,late,0.8953188016902625,0.4495787731535392,0.20212107327024148,64,69,0.625,3.0,0.046875,21.333333333333332
3,128,0.4,4,early,0.43132376587051074,1.1440143013609891,1.308768721718472,64,417,0.453125,6.0,0.09375,10.666666666666666
3,128,0.4,4,late,0.8583179595106447,0.4715162685590099,0.22232759151581236,64,75,0.640625,3.0,0.046875,21.333333333333332
3,128,0.4,5,early,0.46354165725471547,1.0470480423089916,1.0963096029030919,64,401,0.359375,5.0,0.078125,12.8
3,128,0.4,5,late,0.8477303689839262,0.4768459404994175,0.227382050970774,64,89,0.609375,3.0,0.046875,21.333333333333332
3,128,0.4,6,early,0.4456434494054802,1.0558603023269972,1.114840978030058,64,373,0.4375,5.0,0.078125,12.8
3,128,0.4,6,late,0.8453579971103754,0.4789024022042011,0.2293475108369544,64,96,0.53125,4.0,0.0625,16.0
3,128,0.4,7,early,0.4252140890086671,1.118920636295001,1.25198339032681,64,490,0.375,6.0,0.09375,10.666666666666666
3,128,0.4,7,late,0.8406076837058359,0.48191869899634476,0.23224563244232954,64,128,0.5,4.0,0.0625,16.0
3,128,0.5,0,early,0.4544678591830993,1.3148754813228112,1.7288975313838943,64,486,0.375,6.0,0.09375,10.666666666666666
3,128,0.5,0,late,0.8256594178709484,0.6125085548578054,0.37516672977399723,64,97,0.625,3.0,0.046875,21.333333333333332
3,128,0.5,1,early,0.48532177325605996,1.161769194684158,1.349707661717077,64,419,0.359375,5.0,0.078125,12.8
3,128,0.5,1,late,0.8412695234266238,0.6019376526952553,0.3623289377322738,64,129,0.53125,6.0,0.09375,10.666666666666666
3,128,0.5,2,early,0.507746540583841,1.138374696082515,1.2958969486809584,64,469,0.390625,6.0,0.09375,10.666666666666666
3,128,0.5,2,late,0.8903131931699282,0.5647041975941474,0.31889083078044983,64,57,0.671875,3.0,0.046875,21.333333333333332
3,128,0.5,3,early,0.48826266304818744,1.23488120633648,1.52493159376304,64,430,0.40625,5.0,0.078125,12.8
3,128,0.5,3,late,0.8674981043506531,0.5829256720540154,0.33980233913962543,64,125,0.53125,3.0,0.046875,21.333333333333332
3,128,0.5,4,early,0.5466707330878096,1.0157714189227898,1.0317915755004177,64,410,0.453125,6.0,0.09375,10.666666666666666
3,128,0.5,4,late,0.8897727852445954,0.5655936859737729,0.3198962176133988,64,69,0.671875,3.0,0.046875,21.333333333333332
3,128,0.5,5,early,0.4315309068542806,1.3360768055033503,1.7851012302040372,64,423,0.359375,5.0,0.078125,12.8
3,128,0.5,5,late,0.8327958815093015,0.6108912425950558,0.3731881102793313,64,122,0.5625,3.0,0.046875,21.333333333333332
3,128,0.5,6,early,0.4638341206874197,1.279045270391366,1.6359568037105225,64,451,0.40625,6.0,0.09375,10.666666666666666
3,128,0.5,6,late,0.8409318840419041,0.6019925507390625,0.3623950311453228,64,121,0.53125,4.0,0.0625,16.0
3,128,0.5,7,early,0.5156819289357959,1.1598788205250186,1.3453188783025083,64,594,0.359375,6.0,0.09375,10.666666666666666
3,128,0.5,7,late,0.8959007363473426,0.5605625813337163,0.31423040759151927,64,38,0.71875,3.0,0.046875,21.333333333333332
3,128,0.67,0,early,0.5271691396437264,1.5162599098962355,2.2990441143585403,64,587,0.390625,6.0,0.09375,10.666666666666666
3,128,0.67,0,late,0.8847995932903525,0.7643811457893976,0.5842785360383124,64,85,0.5625,3.0,0.046875,21.333333333333332
3,128,0.67,1,early,0.5347654118414215,1.5002438136052103,2.250731500260705,64,614,0.46875,7.0,0.109375,9.142857142857142
3,128,0.67,1,late,0.8910653673588782,0.7578444146757555,0.5743281568552384,64,90,0.59375,3.0,0.046875,21.333333333333332
3,128,0.67,2,early,0.5312237708743721,1.4837201121393382,2.20142537116677,64,552,0.40625,6.0,0.09375,10.666666666666666
3,128,0.67,2,late,0.8844435298488154,0.764590194415248,0.5845981653959468,64,81,0.609375,3.0,0.046875,21.333333333333332
3,128,0.67,3,early,0.5430444331928305,1.353875805552168,1.8329796968595318,64,441,0.46875,6.0,0.09375,10.666666666666666
3,128,0.67,3,late,0.8757439048649082,0.7714112035094474,0.595075244899894,64,85,0.640625,3.0,0.046875,21.333333333333332
3,128,0.67,4,early,0.5268567326730316,1.5332170221787746,2.350754437098749,64,507,0.46875,6.0,0.09375,10.666666666666666
3,128,0.67,4,late,0.8553699916844162,0.7908688885100681,0.6254735988131506,64,84,0.640625,3.0,0.046875,21.333333333333332
3,128,0.67,5,early,0.500631297656609,1.5404361132951165,2.3729434191437653,64,494,0.390625,6.0,0.09375,10.666666666666666
3,128,0.67,5,late,0.8840255727930273,0.7647197825025498,0.584796345750747,64,90,0.578125,3.0,0.046875,21.333333333333332
3,128,0.67,6,early,0.5413735553467908,1.351717759929715,1.8271409025094065,64,388,0.40625,5.0,0.078125,12.8
3,128,0.67,6,late,0.8695618287578537,0.7757736501871932,0.6018247563247616,64,84,0.578125,3.0,0.046875,21.333333333333332
3,128,0.67,7,early,0.5380864673710138,1.511190170833708,2.283695732424412,64,581,0.375,6.0,0.09375,10.666666666666666
3,128,0.67,7,late,0.8995573067017728,0.7475470554194042,0.5588266000662219,64,31,0.703125,2.0,0.03125,32.0
3,128,1.0,0,early,0.562639559484011,2.0284728595806367,4.114702142055245,64,579,0.34375,7.0,0.109375,9.142857142857142
3,128,1.0,0,late,0.8981441668958172,1.1187770943544106,1.2516621868520978,64,56,0.671875,3.0,0.046875,21.333333333333332
3,128,1.0,1,early,0.621204657537547,1.7032582046333047,2.9010885116506686,64,429,0.359375,7.0,0.109375,9.142857142857142
3,128,1.0,1,late,0.9229453743489826,1.0865396168710706,1.1805683390303328,64,30,0.75,3.0,0.046875,21.333333333333332
3,128,1.0,2,early,0.5556504895135245,2.0660179107510683,4.268430007544209,64,694,0.359375,7.0,0.109375,9.142857142857142
3,128,1.0,2,late,0.9089685901698363,1.105252641414971,1.2215834013547706,64,51,0.671875,3.0,0.046875,21.333333333333332
3,128,1.0,3,early,0.5975746267083148,1.8118736379459661,3.28288607988355,64,501,0.421875,7.0,0.109375,9.142857142857142
3,128,1.0,3,late,0.8970658643457965,1.119695754073859,1.2537185816910277,64,44,0.703125,3.0,0.046875,21.333333333333332
3,128,1.0,4,early,0.5583430542293013,1.9585889457017176,3.8360706582249655,64,599,0.328125,6.0,0.09375,10.666666666666666
3,128,1.0,4,late,0.9024202673421001,1.113236224800646,1.2392948922083944,64,55,0.6875,3.0,0.046875,21.333333333333332
3,128,1.0,5,early,0.6177205250949529,1.7946294895315371,3.2206950046962253,64,591,0.40625,7.0,0.109375,9.142857142857142
3,128,1.0,5,late,0.9156244016958452,1.0957285392815064,1.2006210317959836,64,37,0.71875,3.0,0.046875,21.333333333333332
3,128,1.0,6,early,0.6282461163752714,1.736559745200403,3.0156397486504884,64,438,0.453125,6.0,0.09375,10.666666666666666
3,128,1.0,6,late,0.898773355217838,1.1171183175323578,1.2479533353663257,64,31,0.75,3.0,0.046875,21.333333333333332
3,128,1.0,7,early,0.567164523185433,1.9379789626033355,3.7557624594931003,64,558,0.40625,5.0,0.078125,12.8
3,128,1.0,7,late,0.8942316713188547,1.123441320320109,1.2621204002025899,64,40,0.75,3.0,0.046875,21.333333333333332
3,128,1.5,0,early,0.70701826995652,2.24546634935057,5.042119126065777,64,570,0.453125,6.0,0.09375,10.666666666666666
3,128,1.5,0,late,0.9373017044123277,1.6023522815097726,2.5675328340595733,64,13,0.84375,2.0,0.03125,32.0
3,128,1.5,1,early,0.7076174522808669,2.283248467655028,5.2132235650490335,64,535,0.46875,7.0,0.109375,9.142857142857142
3,128,1.5,1,late,0.9269340363799159,1.6215258486396324,2.6293460778064803,64,34,0.71875,3.0,0.046875,21.333333333333332
3,128,1.5,2,early,0.6667210620931914,2.3417852373670254,5.4839580979501354,64,450,0.40625,7.0,0.109375,9.142857142857142
3,128,1.5,2,late,0.9230665269306262,1.6309551618622489,2.6600147400051144,64,46,0.671875,4.0,0.0625,16.0
3,128,1.5,3,early,0.6485228236446395,2.437041868734153,5.9391730699632515,64,530,0.421875,6.0,0.09375,10.666666666666666
3,128,1.5,3,late,0.9182004889859573,1.6381118350128867,2.683410384009287,64,34,0.78125,2.0,0.03125,32.0
3,128,1.5,4,early,0.6687544814326725,2.353727802971913,5.540034570482989,64,543,0.453125,6.0,0.09375,10.666666666666666
3,128,1.5,4,late,0.9197142869681103,1.6356733728942436,2.6754273827952315,64,33,0.703125,3.0,0.046875,21.333333333333332
3,128,1.5,5,early,0.6654431051432175,2.37631078521213,5.64685294791549,64,484,0.484375,7.0,0.109375,9.142857142857142
3,128,1.5,5,late,0.9152835249755824,1.6437330711954075,2.7018584093414866,64,35,0.765625,3.0,0.046875,21.333333333333332
3,128,1.5,6,early,0.6893726953857944,2.3405843793741687,5.478335236970363,64,564,0.421875,7.0,0.109375,9.142857142857142
3,128,1.5,6,late,0.9389574029884444,1.6000523579811992,2.5601675482811954,64,27,0.796875,3.0,0.046875,21.333333333333332
3,128,1.5,7,early,0.6800198938888815,2.3753190595007236,5.6421406344274025,64,607,0.421875,7.0,0.109375,9.142857142857142
3,128,1.5,7,late,0.9385390458957111,1.6017732304966217,2.5656774819355834,64,28,0.75,3.0,0.046875,21.333333333333332
3,128,2.0,0,early,0.708147731617357,2.926348168643527,8.563513604123324,64,542,0.484375,6.0,0.09375,10.666666666666666
3,128,2.0,0,late,0.9307815459465488,2.1550679248721822,4.644317760812894,64,43,0.765625,2.0,0.03125,32.0
3,128,2.0,1,early,0.7162771222202577,2.8645236594870274,8.205495795760951,64,385,0.5,6.0,0.09375,10.666666666666666
3,128,2.0,1,late,0.9226634130055545,2.171779122673226,4.716624557679288,64,26,0.75,2.0,0.03125,32.0
3,128,2.0,2,early,0.6737220449316651,3.0594187052033686,9.360042813748256,64,549,0.40625,6.0,0.09375,10.666666666666666
3,128,2.0,2,late,0.9061594804215818,2.216468330821997,4.912731861536849,64,47,0.671875,3.0,0.046875,21.333333333333332
3,128,2.0,3,early,0.7351322680574401,2.838361120626998,8.056293851086949,64,529,0.4375,6.0,0.09375,10.666666666666666
3,128,2.0,3,late,0.936441041456106,2.138252070386348,4.572121916511503,64,9,0.890625,2.0,0.03125,32.0
3,128,2.0,4,early,0.7480762411588269,2.752594786645237,7.576778059466538,64,396,0.578125,5.0,0.078125,12.8
3,128,2.0,4,late,0.9478293774312714,2.113322351974807,4.466131363356329,64,17,0.8125,3.0,0.046875,21.333333333333332
3,128,2.0,5,early,0.7048684455130263,2.938449309803362,8.634484346283854,64,531,0.4375,6.0,0.09375,10.666666666666666
3,128,2.0,5,late,0.9324003771945799,2.149366847986914,4.619777847225202,64,31,0.75,3.0,0.046875,21.333333333333332
3,128,2.0,6,early,0.7232523474996824,2.867409136886862,8.22203515830226,64,419,0.453125,5.0,0.078125,12.8
3,128,2.0,6,late,0.9304013341198558,2.153235704828752,4.636424000549372,64,25,0.75,2.0,0.03125,32.0
3,128,2.0,7,early,0.7386920356822786,2.785046122110425,7.7564819022823155,64,410,0.484375,6.0,0.09375,10.666666666666666
3,128,2.0,7,late,0.9507582726737859,2.1061233224695193,4.435755449450046,64,15,0.84375,3.0,0.046875,21.333333333333332
3,256,0.4,0,early,0.4710371957252162,1.0039256948312882,1.007866800742485,128,1460,0.3671875,7.0,0.0546875,18.285714285714285
3,256,0.4,0,late,0.8462529408578817,0.4782133492421563,0.22868800739340056,128,388,0.515625,4.0,0.03125,32.0
3,256,0.4,1,early,0.4459529928506697,1.0746390101297885,1.1548490020927316,128,1685,0.328125,6.0,0.046875,21.333333333333332
3,256,0.4,1,late,0.8464031712174133,0.4779460666392621,0.22843244261594195,128,366,0.4765625,4.0,0.03125,32.0
3,256,0.4,2,early,0.4761617822075255,1.03705272510833,1.0754783546546134,128,1681,0.3515625,7.0,0.0546875,18.285714285714285
3,256,0.4,2,late,0.8458560123846076,0.47768583108828533,0.22818375322250586,128,361,0.4609375,4.0,0.03125,32.0
3,256,0.4,3,early,0.46019523153071695,1.0614282945537084,1.1266300244791938,128,1912,0.34375,7.0,0.0546875,18.285714285714285
3,256,0.4,3,late,0.8347760310789443,0.48612396948222014,0.2363165137051505,128,520,0.421875,5.0,0.0390625,25.6
3,256,0.4,4,early,0.44769945556618945,1.0469296401384756,1.0960616714004778,128,1586,0.3671875,7.0,0.0546875,18.285714285714285
3,256,0.4,4,late,0.8486580611095437,0.47684839397678175,0.22738439083823606,128,377,0.4921875,4.0,0.03125,32.0
3,256,0.4,5,early,0.46188534719396457,1.028255051605852,1.0573084511529534,128,1712,0.3125,6.0,0.046875,21.333333333333332
3,256,0.4,5,late,0.8593082498083477,0.4699419634319827,0.22084544899430694,128,356,0.46875,4.0,0.03125,32.0
3,256,0.4,6,early,0.47687246110521764,1.0368601734172262,1.0750790192188004,128,1954,0.3515625,6.0,0.046875,21.333333333333332
3,256,0.4,6,late,0.8595437412509435,0.4693605061611409,0.22029928474384236,128,293,0.53125,4.0,0.03125,32.0
3,256,0.4,7,early,0.4333265513690536,1.0960001631148208,1.201216357547714,128,1655,0.3671875,7.0,0.0546875,18.285714285714285
3,256,0.4,7,late,0.8436409073739829,0.48028892477164437,0.23067745125830227,128,436,0.4453125,4.0,0.03125,32.0
3,256,0.5,0,early,0.5099965145679592,1.14498206546231,1.3109839302303374,128,1921,0.328125,8.0,0.0625,16.0
3,256,0.5,0,late,0.8708255562472058,0.5788613079223068,0.33508041380952375,128,353,0.4765625,5.0,0.0390625,25.6
3,256,0.5,1,early,0.4789424782075704,1.2927737632581433,1.6712640029686219,128,2023,0.3125,7.0,0.0546875,18.285714285714285
3,256,0.5,1,late,0.8627598690786015,0.5846286863579534,0.34179070091262626,128,364,0.5078125,4.0,0.03125,32.0
3,256,0.5,2,early,0.49366720680725507,1.237346810347227,1.5310271290764563,128,2151,0.3125,8.0,0.0625,16.0
3,256,0.5,2,late,0.872604645084577,0.5773828332117963,0.333370936087681,128,277,0.515625,5.0,0.0390625,25.6
3,256,0.5,3,early,0.47895956720004307,1.2526317881117597,1.5690863965880644,128,2040,0.3203125,7.0,0.0546875,18.285714285714285
3,256,0.5,3,late,0.87543849712024,0.5768690961231427,0.3327779540619317,128,357,0.4609375,4.0,0.03125,32.0
3,256,0.5,4,early,0.45918680745827534,1.2971067035342347,1.682485800353449,128,1967,0.328125,7.0,0.0546875,18.285714285714285
3,256,0.5,4,late,0.8715287832216209,0.5792787089556084,0.3355638226492765,128,398,0.484375,4.0,0.03125,32.0
3,256,0.5,5,early,0.459018640717626,1.3362881442052976,1.7856660043436383,128,1995,0.296875,8.0,0.0625,16.0
3,256,0.5,5,late,0.8621754806870285,0.585675152656161,0.34301538443881746,128,366,0.484375,4.0,0.03125,32.0
3,256,0.5,6,early,0.4670334956196557,1.2515417510214402,1.5663567545498125,128,1671,0.359375,7.0,0.0546875,18.285714285714285
3,256,0.5,6,late,0.8681091415638069,0.582183858301106,0.33893804486636225,128,423,0.484375,5.0,0.0390625,25.6
3,256,0.5,7,early,0.46741962342793747,1.2730833116100402,1.6207411182999867,128,1887,0.3359375,7.0,0.0546875,18.285714285714285
3,256,0.5,7,late,0.8341983416506782,0.6073521409323857,0.36887662309515246,128,455,0.46875,4.0,0.03125,32.0
3,256,0.67,0,early,0.5208033710767865,1.517586868912201,2.3030699046947376,128,2062,0.3515625,8.0,0.0625,16.0
3,256,0.67,0,late,0.8725789303650524,0.7744296182109385,0.5997412335623399,128,403,0.484375,5.0,0.0390625,25.6
3,256,0.67,1,early,0.5148679261957698,1.4792656638151567,2.188226904142496,128,2062,0.3203125,7.0,0.0546875,18.285714285714285
3,256,0.67,1,late,0.8803882161269319,0.7659502419813381,0.5866797731912704,128,253,0.578125,4.0,0.03125,32.0
3,256,0.67,2,early,0.5202317504548435,1.4552769249815762,2.117830928383832,128,1943,0.3125,8.0,0.0625,16.0
3,256,0.67,2,late,0.8839693463347448,0.7626917576197855,0.5816987171411576,128,200,0.609375,3.0,0.0234375,42.666666666666664
3,256,0.67,3,early,0.5419138274741908,1.4457400803432563,2.090164379910925,128,1970,0.3671875,7.0,0.0546875,18.285714285714285
3,256,0.67,3,late,0.876370429220444,0.7691445187208068,0.5915832906782615,128,252,0.515625,4.0,0.03125,32.0
3,256,0.67,4,early,0.5390409297750043,1.469520806668088,2.159491401230428,128,2289,0.2734375,7.0,0.0546875,18.285714285714285
3,256,0.67,4,late,0.8870110942486982,0.7594374452778414,0.5767452332901344,128,200,0.5703125,4.0,0.03125,32.0
3,256,0.67,5,early,0.5051215427650212,1.5211957483027951,2.314036504654501,128,1975,0.359375,8.0,0.0625,16.0
