family,N,rep,seed,log_H,pi_geo,sigma_hist,xi_dim,R,wall,F7,f5_calibrated,bd_ratio,bdg_d2_corrected_norm,bdg_d4_standard_norm,rho_bd_mean,rho_bd_std,additivity_ratio,n_patches,patch_mode
Lor3D,28,1,3842,46.8019976537174,20.57907916397603,0.21428571428571427,0.43196775006298793,0.3936170212765957,13.521528596531628,58.448081389095265,103.61930934274758,0.7034857401539157,-1.7857142857142858,1.8928571428571428,0.13146351084812624,0.1614115722652454,0.18687445010521936,5,layer-block
Lor3D,28,2,4842,48.36413052569634,25.28647285822028,0.1607142857142857,2.040799183709469,0.24444444444444446,5.523272775698293,53.51485454362075,109.33829557131176,0.3395061728395062,-2.857142857142857,1.6428571428571428,0.11316872427983539,0.1600447447130046,0.3333333333333333,3,layer-block
Lor3D,28,3,5842,50.553933779419815,31.33874886037728,0.1607142857142857,0.0,0.17948717948717952,0.12177885285226764,49.08110527467338,116.53884069144955,0.23011176857330706,-3.0,-0.42857142857142855,0.07670392285776902,0.1084757279926766,0.3333333333333333,3,layer-block
Lor3D,28,4,6842,46.66411972426803,15.78785853438264,0.21428571428571427,0.06444444444444425,0.4,13.521854184426035,58.088098575917336,100.91202468339534,0.700952380952381,-1.7857142857142858,4.75,0.12182268081568778,0.1495017986702365,0.1737959440984676,5,layer-block
Lor3D,28,5,7842,47.08184344660441,17.655837121542437,0.1607142857142857,3.4489573061584475,0.32478632478632474,13.430674571781944,60.98181187978719,103.09856948135142,0.6412447950909489,-4.357142857142857,-1.1071428571428572,0.2137482650303163,0.30228569533959204,0.3333333333333333,3,layer-block
Lor3D,28,6,8842,47.05552824871137,15.623032389424235,0.21428571428571427,1.1768638911684612,0.36111111111111116,13.514268405588634,59.13930705909971,101.72410799229331,0.6018518518518519,-2.4285714285714284,1.2857142857142858,0.11604980840552763,0.14411321347128003,0.1928212201199536,5,layer-block
Lor3D,28,7,9842,44.04809198314246,8.43907973962642,0.3214285714285714,1.2816522057424644,0.4453125,13.522438140678702,55.128611364876775,91.96404686630633,0.85235595703125,-1.9285714285714286,2.6785714285714284,0.14964705635340556,0.17779724382405404,0.17556873407047593,9,layer-block
Lor4D,28,0,2842,49.43009866337738,23.761020047257183,0.1607142857142857,2.370603846848799,0.20618556701030932,0.6913632462051403,49.94618576856785,110.74153794947159,0.2742055478796897,-3.5714285714285716,1.5714285714285714,0.0914018492932299,0.12926173489646742,0.33333333333333337,3,layer-block
Lor4D,28,1,3842,54.651441023819245,47.903419572484225,0.1607142857142857,0.0,0.19148936170212771,0.26810346301644805,53.33156299752183,133.01646096181875,0.23223177908555917,-1.1428571428571428,1.6428571428571428,0.07741059302851973,0.10947511053227674,0.33333333333333337,3,layer-block
Lor4D,28,2,4842,54.146681445874265,43.24299269997903,0.1607142857142857,0.0,0.14814814814814814,0.015193386407100136,52.5720291722185,129.67799150161372,0.1838134430727023,-2.0,-0.7857142857142857,0.06127114769090077,0.0866504880466368,0.33333333333333337,3,layer-block
Lor4D,28,3,5842,56.354983728468596,51.643047640266865,0.1607142857142857,0.0,0.0888888888888889,0.0002926861213116976,54.76879077650316,138.29371295021917,0.09679012345679014,-1.6428571428571428,0.8214285714285714,0.03226337448559671,0.04562730176545295,0.3333333333333333,3,layer-block
Lor4D,28,4,6842,51.296464677580126,31.726081041033236,0.1607142857142857,0.0,0.20779220779220775,0.7651035468914309,50.467115799745116,118.21909087909586,0.2698600101197503,-2.642857142857143,-0.5357142857142857,0.08995333670658344,0.12721322875116384,0.33333333333333337,3,layer-block
Lor4D,28,5,7842,52.821634704955535,37.17250693404756,0.1607142857142857,0.0,0.21212121212121215,1.0021059761465307,52.231466826732834,123.9913696733312,0.263544536271809,-1.8571428571428572,1.8571428571428572,0.08784817875726968,0.1242360858283068,0.33333333333333337,3,layer-block
Lor4D,28,6,8842,54.24722562507196,43.17827794398975,0.1607142857142857,0.0,0.08771929824561409,0.00027073207819197165,52.657624811184895,129.8452987583101,0.09541397353031708,-2.357142857142857,0.75,0.03180465784343903,0.04497857846882731,0.3333333333333333,3,layer-block
Lor4D,28,7,9842,50.84321028931897,30.09602470902863,0.1607142857142857,0.0,0.15662650602409633,0.026715147286302365,49.274820989346026,116.49638080707898,0.18681956742633177,-3.2857142857142856,0.0,0.06227318914211059,0.08806758865699776,0.3333333333333333,3,layer-block
Lor5D,28,0,2842,56.07306230146371,44.33941062523508,0.1607142857142857,0.0,0.0535714285714286,2.7788520719592166e-05,54.48368299709166,134.0796421175846,0.05644132653061228,-2.5714285714285716,0.07142857142857142,0.018813775510204096,0.026606696485973424,0.33333333333333337,3,layer-block
Lor5D,28,1,3842,58.64650005388593,68.85241133039774,0.10714285714285714,0.0,0.0,7.812941538889434e-07,57.60261322828367,151.5614742106746,0.0,-0.7857142857142857,0.10714285714285714,0.0,0.0,nan,1,layer-block
Lor5D,28,2,4842,58.14343338378644,63.772125163469795,0.10714285714285714,0.0,0.0,7.812941538889434e-07,57.09751444371741,148.01543795111658,0.0,-1.2142857142857142,-0.10714285714285714,0.0,0.0,nan,1,layer-block
Lor5D,28,3,5842,59.530965252480684,66.82978878203346,0.10714285714285714,0.0,0.0,7.812941538889434e-07,58.48626937785908,152.31929111553,0.0,-1.1428571428571428,-0.07142857142857142,0.0,0.0,nan,1,layer-block
Lor5D,28,4,6842,54.54691722149631,48.69878577581497,0.1607142857142857,0.0,0.10204081632653061,0.000703357690543396,52.95995723635432,133.2060340747461,0.11661807580174927,-1.9285714285714286,-0.75,0.038872691933916424,0.054974288138895815,0.33333333333333337,3,layer-block
