d,N,hubble,rep,R_dS,H2,rho_est,n_causal_pairs,b1_mean,b1_std,b1_median,b1_min,b1_max,b1_neg_frac,eig_min,eig_max,eig_gap,eig_spread,R_est
3,128,0.25,4,0.375,0.0625,-15.3125,1876,-15.3125,34.388804046520725,-12.0,-117.0,93.0,0.6328125,-58.548744038064875,61.931049595595105,10.56480111468479,120.47979363365998,30.625
3,128,0.25,5,0.375,0.0625,-14.09375,2010,-14.09375,41.21503015815347,-11.0,-121.0,131.0,0.609375,-47.737433737846324,53.47926415036602,5.254868968701757,101.21669788821234,28.1875
3,128,0.25,6,0.375,0.0625,-10.234375,1845,-10.234375,31.551665064769164,-5.0,-133.0,53.0,0.546875,-52.50816042761994,57.622370654789265,4.970031705333817,110.1305310824092,20.46875
3,128,0.25,7,0.375,0.0625,-9.859375,2082,-9.859375,34.84580641353239,-5.0,-107.0,105.0,0.6015625,-52.06534976509935,55.53904389816374,3.314234839963582,107.6043936632631,19.71875
3,128,0.5,0,1.5,0.25,-16.328125,1549,-16.328125,36.70514042997758,-7.0,-137.0,83.0,0.609375,-50.62890236941882,53.777760282472514,6.283840510513777,104.40666265189134,32.65625
3,128,0.5,1,1.5,0.25,-7.5625,1636,-7.5625,31.221924888609927,-5.0,-111.0,111.0,0.578125,-51.65765209715162,59.394943908522194,8.361313766262306,111.05259600567382,15.125
3,128,0.5,2,1.5,0.25,-10.328125,1576,-10.328125,33.75951471784473,-10.0,-113.0,95.0,0.609375,-52.52995586121638,54.73852331881502,4.570366073657347,107.26847918003139,20.65625
3,128,0.5,3,1.5,0.25,-13.03125,1394,-13.03125,34.411103199948414,-5.0,-115.0,93.0,0.578125,-46.87248622536016,51.54004259027192,1.8793954796056056,98.41252881563209,26.0625
3,128,0.5,4,1.5,0.25,-15.640625,1780,-15.640625,34.19606482637111,-11.0,-93.0,107.0,0.6484375,-50.39379647490972,53.444720229479316,6.882236049113722,103.83851670438904,31.28125
3,128,0.5,5,1.5,0.25,-11.421875,1789,-11.421875,35.162704268647694,-5.0,-153.0,137.0,0.5625,-57.26806228903545,60.26323058545175,6.75506413367863,117.5312928744872,22.84375
3,128,0.5,6,1.5,0.25,-14.953125,1411,-14.953125,33.93971203081097,-13.0,-151.0,87.0,0.6484375,-51.614272426702414,55.2291302865888,8.432026721575333,106.84340271329121,29.90625
3,128,0.5,7,1.5,0.25,-16.3125,1466,-16.3125,41.91243662387096,-5.0,-147.0,137.0,0.65625,-47.32882093085799,51.32776946566899,4.288345968971377,98.65659039652698,32.625
3,128,1.0,0,6.0,1.0,-6.75,620,-6.75,18.434003905825776,-5.0,-53.0,37.0,0.5859375,-40.891693470239474,42.911363069883635,2.950165942810493,83.80305654012311,13.5
3,128,1.0,1,6.0,1.0,-9.9375,619,-9.9375,21.424194121366618,-5.0,-65.0,41.0,0.6484375,-40.76396660765196,44.17409550916161,5.799340196123886,84.93806211681357,19.875
3,128,1.0,2,6.0,1.0,-9.78125,1012,-9.78125,28.583468096742564,-5.0,-107.0,75.0,0.578125,-54.24222033748229,58.527373448407076,7.449953352884187,112.76959378588936,19.5625
3,128,1.0,3,6.0,1.0,-11.5625,941,-11.5625,32.74516901391715,-9.0,-105.0,95.0,0.6171875,-49.177039357220636,53.23344408753618,8.282822588352587,102.4104834447568,23.125
3,128,1.0,4,6.0,1.0,-10.234375,1080,-10.234375,28.231322469189696,-7.0,-79.0,73.0,0.6171875,-43.5254023154675,48.55974755816155,0.6068933365798728,92.08514987362905,20.46875
3,128,1.0,5,6.0,1.0,-4.265625,801,-4.265625,26.71711891951254,-5.0,-71.0,79.0,0.546875,-48.73805787745254,54.28372187226954,9.03930244821801,103.02177974972207,8.53125
3,128,1.0,6,6.0,1.0,-9.421875,1018,-9.421875,26.824257146925337,-5.0,-67.0,113.0,0.625,-47.556607748695974,47.84981510005686,1.7476243477428994,95.40642284875284,18.84375
3,128,1.0,7,6.0,1.0,-8.921875,853,-8.921875,19.36072432747223,-5.0,-71.0,39.0,0.640625,-46.05474708642195,49.354359027953656,7.8075225598961495,95.4091061143756,17.84375
3,128,2.0,0,24.0,4.0,-4.515625,207,-4.515625,10.092528467107487,-5.0,-29.0,27.0,0.625,-29.71044773822265,33.292186200731905,6.5292383336095305,63.00263393895456,9.03125
3,128,2.0,1,24.0,4.0,-4.390625,200,-4.390625,9.339293983453729,-5.0,-29.0,37.0,0.640625,-24.900010547955393,28.282359987673328,1.7835497640314095,53.18237053562872,8.78125
3,128,2.0,2,24.0,4.0,-3.71875,165,-3.71875,8.395439145006055,-5.0,-35.0,15.0,0.6015625,-27.50241631063947,29.627430533425382,7.05974375017156,57.12984684406486,7.4375
3,128,2.0,3,24.0,4.0,-3.375,192,-3.375,9.707439157676962,-5.0,-23.0,27.0,0.625,-29.269875021404374,33.57740543813535,7.247920832045416,62.847280459539725,6.75
3,128,2.0,4,24.0,4.0,-2.625,149,-2.625,8.309444927310127,-5.0,-29.0,27.0,0.546875,-24.863291681819586,28.832619697971282,8.021895819860735,53.69591137979087,5.25
3,128,2.0,5,24.0,4.0,-6.015625,250,-6.015625,13.912665303937093,-5.0,-41.0,53.0,0.609375,-35.424886617262224,38.47189806642908,9.29821201174397,73.8967846836913,12.03125
3,128,2.0,6,24.0,4.0,-2.890625,159,-2.890625,7.839437933256121,-5.0,-17.0,27.0,0.6640625,-24.130775696064177,27.18604431536012,2.849922136185672,51.3168200114243,5.78125
3,128,2.0,7,24.0,4.0,-2.421875,157,-2.421875,8.310957916171576,1.0,-35.0,15.0,0.4921875,-30.443230119934185,33.45907254262087,4.445805054396242,63.90230266255506,4.84375
3,256,0.0,0,0.0,0.0,-16.71875,9320,-16.71875,47.69285479437669,-9.0,-207.0,155.0,0.609375,-67.73123803999042,74.1848931313752,1.9110326156567226,141.91613117136563,33.4375
3,256,0.0,1,0.0,0.0,-17.921875,9210,-17.921875,53.05445453950474,-5.0,-175.0,231.0,0.59765625,-73.74546638241252,80.84326770983384,6.678237314777206,154.58873409224634,35.84375
3,256,0.0,2,0.0,0.0,-19.6171875,9510,-19.6171875,53.08757815713431,-11.0,-275.0,189.0,0.64453125,-69.77717738064666,74.1448626665273,4.184623450128427,143.92204004717397,39.234375
3,256,0.0,3,0.0,0.0,-16.8203125,8940,-16.8203125,47.27924584214879,-11.0,-163.0,193.0,0.6328125,-70.45602954579138,76.46769849563077,3.1067705311211427,146.92372804142215,33.640625
3,256,0.0,4,0.0,0.0,-19.6796875,9739,-19.6796875,51.08562566811083,-11.0,-225.0,123.0,0.62109375,-70.84338037610168,74.666580387959,3.5625535945753484,145.50996076406068,39.359375
3,256,0.0,5,0.0,0.0,-16.0234375,9549,-16.0234375,50.449226462688145,-6.0,-163.0,195.0,0.5703125,-76.77452744119933,81.18471779525169,6.377360099893792,157.959245236451,32.046875
3,256,0.0,6,0.0,0.0,-16.8984375,9141,-16.8984375,43.49287654385019,-10.0,-139.0,149.0,0.6484375,-70.2570423465487,76.05611084227792,7.178309775719256,146.31315318882662,33.796875
3,256,0.0,7,0.0,0.0,-18.59375,9838,-18.59375,56.28740943530356,-11.0,-169.0,155.0,0.6015625,-73.94227666043165,79.98683232430324,8.012013363063488,153.92910898473488,37.1875
3,256,0.25,0,0.375,0.0625,-18.28125,7546,-18.28125,47.94054545410909,-10.0,-199.0,139.0,0.58984375,-67.84069960087285,72.6398728116425,4.896939637048689,140.48057241251536,36.5625
3,256,0.25,1,0.375,0.0625,-17.2578125,8006,-17.2578125,48.46789306040488,-11.0,-183.0,161.0,0.65625,-66.80830838946174,72.10759445958041,3.792827007126391,138.91590284904214,34.515625
3,256,0.25,2,0.375,0.0625,-14.40625,8057,-14.40625,55.25076887191254,-5.0,-189.0,223.0,0.578125,-73.54277819958071,79.0556032395805,4.297044723398685,152.59838143916122,28.8125
3,256,0.25,3,0.375,0.0625,-16.84375,8491,-16.84375,50.936301749709905,-11.0,-171.0,135.0,0.59765625,-79.85211541478213,83.30973859121035,4.687726203522885,163.1618540059925,33.6875
3,256,0.25,4,0.375,0.0625,-17.28125,7776,-17.28125,47.48666548029562,-11.0,-155.0,127.0,0.609375,-67.93825157988437,76.75922873154838,3.249592623688926,144.69748031143274,34.5625
3,256,0.25,5,0.375,0.0625,-17.25,7432,-17.25,46.7733898707374,-9.0,-155.0,155.0,0.6015625,-79.2581410582146,83.51025284343285,14.930031363001262,162.76839390164747,34.5
3,256,0.25,6,0.375,0.0625,-11.6953125,7242,-11.6953125,39.77083938675853,-5.0,-125.0,117.0,0.60546875,-67.09859808849966,76.85543529702181,9.637091526801981,143.95403338552148,23.390625
3,256,0.25,7,0.375,0.0625,-15.09375,8511,-15.09375,44.802943105754785,-8.0,-185.0,117.0,0.62109375,-74.64683949722867,79.83139420634129,6.8888928083535745,154.47823370356997,30.1875
3,256,0.5,0,1.5,0.25,-12.9453125,6208,-12.9453125,43.819375101401704,-11.0,-121.0,139.0,0.62109375,-62.76488332349409,70.46187048329568,5.598207838315361,133.22675380678976,25.890625
3,256,0.5,1,1.5,0.25,-13.46875,5628,-13.46875,43.300176367279384,-10.0,-155.0,125.0,0.56640625,-72.67971303288675,77.12410539219718,7.06477677222567,149.80381842508393,26.9375
3,256,0.5,2,1.5,0.25,-20.125,6504,-20.125,43.92269487406254,-11.0,-191.0,117.0,0.66796875,-72.92345261045165,75.02605101370546,6.131430848411014,147.9495036241571,40.25
3,256,0.5,3,1.5,0.25,-19.9453125,6822,-19.9453125,47.42523863173852,-15.0,-169.0,163.0,0.6484375,-64.44856814830526,64.89735149379221,1.879282384966963,129.34591964209747,39.890625
3,256,0.5,4,1.5,0.25,-12.703125,6229,-12.703125,40.70326295562034,-9.0,-143.0,131.0,0.5859375,-65.69743046791847,72.1116208134018,6.802716787465869,137.80905128132025,25.40625
3,256,0.5,5,1.5,0.25,-15.1796875,6378,-15.1796875,41.92197618674892,-11.0,-131.0,123.0,0.65625,-66.45238120404737,71.90357663644994,2.748636181119437,138.3559578404973,30.359375
3,256,0.5,6,1.5,0.25,-17.1640625,6798,-17.1640625,49.77971432718446,-13.0,-165.0,139.0,0.6484375,-65.8718803331886,69.75603750148044,3.1242453337315084,135.62791783466903,34.328125
3,256,0.5,7,1.5,0.25,-16.8203125,5998,-16.8203125,43.3710253210867,-11.0,-185.0,121.0,0.640625,-68.8048503051416,75.0470955587522,4.978759989312238,143.8519458638938,33.640625
3,256,1.0,0,6.0,1.0,-11.3828125,3821,-11.3828125,38.45484793351605,-5.0,-113.0,115.0,0.59375,-57.26958759431089,69.20826368975497,9.048429238537892,126.47785128406586,22.765625
3,256,1.0,1,6.0,1.0,-10.3359375,3428,-10.3359375,34.90316455561148,-7.0,-131.0,129.0,0.62109375,-59.67839218229892,65.05953350400293,5.404849436613354,124.73792568630185,20.671875
3,256,1.0,2,6.0,1.0,-16.34375,3421,-16.34375,35.98750596995435,-11.0,-137.0,117.0,0.671875,-59.48939686647521,65.18606586828999,2.159014307476312,124.6754627347652,32.6875
3,256,1.0,3,6.0,1.0,-14.515625,3617,-14.515625,37.6959431618228,-11.0,-143.0,127.0,0.66015625,-56.36745597528063,61.05677164622777,2.4191030136928333,117.42422762150841,29.03125
3,256,1.0,4,6.0,1.0,-9.8125,3167,-9.8125,32.12907318535659,-5.0,-133.0,79.0,0.59765625,-57.25886711904015,64.05618156141108,5.482181679873371,121.31504868045123,19.625
3,256,1.0,5,6.0,1.0,-11.6484375,3991,-11.6484375,35.181247189498464,-11.0,-115.0,105.0,0.609375,-56.2825232010747,60.624006732299065,0.7914476199826908,116.90652993337378,23.296875
3,256,1.0,6,6.0,1.0,-11.703125,2909,-11.703125,33.859627364080296,-7.0,-135.0,103.0,0.62109375,-55.82741862849737,60.93039004484705,7.797718067509258,116.75780867334441,23.40625
3,256,1.0,7,6.0,1.0,-12.2734375,3785,-12.2734375,40.30028203292868,-11.0,-137.0,151.0,0.6328125,-64.42653328703636,68.12109525483162,0.9725835309172197,132.547628541868,24.546875
3,256,2.0,0,24.0,4.0,-4.3515625,567,-4.3515625,13.161312769195698,-5.0,-47.0,63.0,0.61328125,-46.15634292289661,51.06808388298108,15.90523148083917,97.2244268058777,8.703125
3,256,2.0,1,24.0,4.0,-4.3671875,761,-4.3671875,15.372139517316507,-5.0,-59.0,59.0,0.609375,-51.77852609194754,53.852350859358545,3.160975908992647,105.63087695130608,8.734375
3,256,2.0,2,24.0,4.0,-4.890625,558,-4.890625,14.04303340127677,-5.0,-47.0,59.0,0.6015625,-34.14440102592943,38.64020306413731,7.080697667252807,72.78460409006675,9.78125
3,256,2.0,3,24.0,4.0,-2.2265625,483,-2.2265625,11.239380295798952,-5.0,-41.0,43.0,0.578125,-41.97520743292261,45.726982452190825,8.564322980714778,87.70218988511343,4.453125
3,256,2.0,4,24.0,4.0,-5.328125,582,-5.328125,12.848339736494166,-5.0,-47.0,57.0,0.65234375,-39.545195899376466,42.544272987840216,6.356953841720234,82.08946888721668,10.65625
3,256,2.0,5,24.0,4.0,-3.9296875,815,-3.9296875,14.658446580464922,-5.0,-47.0,63.0,0.6328125,-50.61965207771958,54.0564331401098,7.720686468788472,104.67608521782938,7.859375
3,256,2.0,6,24.0,4.0,-5.40625,717,-5.40625,16.819555907856188,-5.0,-59.0,43.0,0.66015625,-56.28734264804382,59.164738428640845,9.035036828961275,115.45208107668466,10.8125
3,256,2.0,7,24.0,4.0,-5.2421875,609,-5.2421875,13.481031867585052,-5.0,-47.0,43.0,0.67578125,-40.16408319626572,44.465930587337645,7.328917113419706,84.63001378360337,10.484375
3,512,0.0,0,0.0,0.0,-25.60546875,37427,-25.60546875,62.603668783009624,-14.0,-231.0,203.0,0.65625,-84.69062002682102,90.63076548358828,1.5054088289772807,175.3213855104093,51.2109375
3,512,0.0,1,0.0,0.0,-26.921875,38677,-26.921875,62.70274732006864,-19.0,-293.0,203.0,0.6484375,-90.30770065518834,95.38720489855297,7.301930286953251,185.6949055537413,53.84375
3,512,0.0,2,0.0,0.0,-26.6796875,36995,-26.6796875,60.380749414878444,-17.0,-257.0,175.0,0.650390625,-87.65184880300312,94.58446011593836,6.3619353399151635,182.23630891894146,53.359375
3,512,0.0,3,0.0,0.0,-25.4765625,37955,-25.4765625,58.78555637385423,-15.0,-235.0,161.0,0.64453125,-82.96144950168183,88.06030048680535,2.7120574840286196,171.02174998848716,50.953125
3,512,0.0,4,0.0,0.0,-21.5,37147,-21.5,59.5848921707508,-11.0,-217.0,277.0,0.6328125,-84.78891704383338,90.51331330391218,5.104933266080508,175.30223034774556,43.0
3,512,0.0,5,0.0,0.0,-21.63671875,35772,-21.63671875,61.2144735886326,-15.0,-233.0,229.0,0.62890625,-84.02230385723296,90.78688069414628,1.7921906217726473,174.80918455137925,43.2734375
3,512,0.0,6,0.0,0.0,-22.37109375,36221,-22.37109375,58.09692689315598,-11.0,-249.0,183.0,0.62890625,-94.20314114614334,99.25903805973785,9.546703126147023,193.46217920588117,44.7421875
3,512,0.0,7,0.0,0.0,-27.765625,37761,-27.765625,64.39811288663182,-15.0,-253.0,223.0,0.654296875,-86.37228777116611,93.43007691517475,7.109611384814443,179.80236468634087,55.53125
3,512,0.25,0,0.375,0.0625,-24.76171875,32382,-24.76171875,57.28845136278252,-19.0,-245.0,225.0,0.646484375,-86.68925617751732,90.3008834691244,1.957628065231404,176.99013964664172,49.5234375
3,512,0.25,1,0.375,0.0625,-18.76171875,30229,-18.76171875,53.02179183643173,-11.0,-217.0,183.0,0.638671875,-85.41475541800631,88.62392063991246,2.1241228157595344,174.03867605791876,37.5234375
3,512,0.25,2,0.375,0.0625,-21.48046875,31934,-21.48046875,56.98241581646283,-13.0,-233.0,185.0,0.642578125,-82.28711507626214,87.53822380721797,3.8521150775448803,169.82533888348013,42.9609375
3,512,0.25,3,0.375,0.0625,-23.7109375,30458,-23.7109375,53.2313130861065,-14.0,-217.0,173.0,0.65625,-78.69547986156361,84.29877022736393,0.5866232853472582,162.99425008892754,47.421875
3,512,0.25,4,0.375,0.0625,-22.6953125,31309,-22.6953125,60.05727196208086,-13.0,-249.0,199.0,0.62890625,-85.49529625908772,89.44413200383242,4.359908427518633,174.93942826292016,45.390625
3,512,0.25,5,0.375,0.0625,-20.88671875,33553,-20.88671875,55.525146148915255,-13.0,-225.0,193.0,0.615234375,-83.12801791515439,85.71423247632066,1.682428067694886,168.84225039147503,41.7734375
3,512,0.25,6,0.375,0.0625,-16.609375,29988,-16.609375,56.17929366865852,-5.0,-259.0,177.0,0.568359375,-81.53582206338557,85.05907371587342,1.333023255725692,166.594895779259,33.21875
3,512,0.25,7,0.375,0.0625,-18.27734375,29381,-18.27734375,54.925670960347276,-11.0,-225.0,221.0,0.625,-83.85594001782101,87.12972036382088,0.4244913527082872,170.98566038164188,36.5546875
3,512,0.5,0,1.5,0.25,-22.30859375,24575,-22.30859375,58.24126882973499,-11.0,-261.0,211.0,0.646484375,-83.92902299089482,90.89918689449799,4.253836725308275,174.82820988539282,44.6171875
3,512,0.5,1,1.5,0.25,-19.34375,27345,-19.34375,61.361815984678124,-13.0,-211.0,239.0,0.62109375,-90.71905399126804,94.11127143905827,1.8789703436784464,184.8303254303263,38.6875
3,512,0.5,2,1.5,0.25,-25.31640625,24353,-25.31640625,55.995129918457735,-15.0,-243.0,217.0,0.646484375,-86.16299310695003,93.62074784606739,6.768910805951393,179.7837409530174,50.6328125
3,512,0.5,3,1.5,0.25,-16.28125,24136,-16.28125,52.7132480827875,-11.0,-205.0,207.0,0.60546875,-78.55540920055299,83.75519449934127,1.3141383899733796,162.31060369989427,32.5625
3,512,0.5,4,1.5,0.25,-25.22265625,25849,-25.22265625,54.40075929336222,-17.0,-191.0,207.0,0.669921875,-83.82500197919939,84.21769459274373,0.9576493569383189,168.0426965719431,50.4453125
3,512,0.5,5,1.5,0.25,-16.58203125,24460,-16.58203125,53.378559503081604,-12.0,-187.0,153.0,0.619140625,-82.52702482158791,88.4163439683702,3.906541561057992,170.94336878995813,33.1640625
3,512,0.5,6,1.5,0.25,-18.8046875,25926,-18.8046875,56.54568929659752,-11.0,-193.0,199.0,0.638671875,-84.20059207790025,87.54415682890146,2.397542566943912,171.7447489068017,37.609375
3,512,0.5,7,1.5,0.25,-26.296875,23169,-26.296875,53.44263270306184,-17.0,-217.0,161.0,0.6640625,-79.38404213215087,82.59437842946954,4.377051174536845,161.9784205616204,52.59375
3,512,1.0,0,6.0,1.0,-12.95703125,14587,-12.95703125,48.929857614615266,-11.0,-155.0,201.0,0.634765625,-78.38787919266353,82.94575464795783,0.5292311307730841,161.33363384062136,25.9140625
3,512,1.0,1,6.0,1.0,-13.72265625,13579,-13.72265625,42.89723861094483,-9.0,-151.0,157.0,0.6328125,-71.13660740495625,76.7967773508851,1.393731469001608,147.93338475584136,27.4453125
3,512,1.0,2,6.0,1.0,-14.0,14111,-14.0,44.87082153248367,-7.0,-181.0,127.0,0.61328125,-81.37359011332731,86.34245005745413,8.525447191836548,167.71604017078144,28.0
3,512,1.0,3,6.0,1.0,-17.2734375,13717,-17.2734375,48.31233260704345,-11.0,-181.0,125.0,0.62109375,-71.17934298142399,76.33901111765698,2.3017238799029656,147.51835409908097,34.546875
3,512,1.0,4,6.0,1.0,-14.45703125,13545,-14.45703125,46.802549315571724,-11.0,-161.0,201.0,0.646484375,-74.12089589842185,79.43812381119226,1.0868584578005027,153.55901970961412,28.9140625
3,512,1.0,5,6.0,1.0,-18.73046875,13276,-18.73046875,45.681788388867545,-14.0,-155.0,131.0,0.634765625,-75.7087352419842,80.06018363040506,3.769139935313021,155.76891887238926,37.4609375
3,512,1.0,6,6.0,1.0,-15.1640625,16211,-15.1640625,51.81235333871734,-9.0,-175.0,143.0,0.607421875,-81.47576020758365,87.01206460494802,5.687998207647652,168.48782481253167,30.328125
3,512,1.0,7,6.0,1.0,-16.76171875,15167,-16.76171875,51.16347363643226,-10.0,-187.0,153.0,0.623046875,-83.0970934328781,83.60688002376138,5.846267936117911,166.70397345663946,33.5234375
3,512,2.0,0,24.0,4.0,-5.66015625,2384,-5.66015625,21.654101949182422,-7.0,-65.0,75.0,0.64453125,-63.625340802715364,68.08500010115827,5.648175573770224,131.71034090387363,11.3203125
3,512,2.0,1,24.0,4.0,-6.74609375,3750,-6.74609375,26.192011551543935,-5.0,-77.0,115.0,0.615234375,-66.68555280211304,70.98985118285705,1.3231160288515866,137.6754039849701,13.4921875
3,512,2.0,2,24.0,4.0,-5.828125,2418,-5.828125,21.677000114969207,-5.0,-71.0,85.0,0.6484375,-61.32910835980685,66.46303127086841,4.49696919143954,127.79213963067527,11.65625
3,512,2.0,3,24.0,4.0,-2.94140625,3198,-2.94140625,27.37279679302904,-5.0,-95.0,127.0,0.595703125,-93.81149273018616,97.78752498551276,25.774235172054304,191.59901771569892,5.8828125
3,512,2.0,4,24.0,4.0,-6.9765625,3827,-6.9765625,29.34252589133379,-5.0,-77.0,139.0,0.611328125,-72.23826008169966,75.33704880113247,1.4375367943675599,147.57530888283213,13.953125
3,512,2.0,5,24.0,4.0,-7.015625,2961,-7.015625,26.628809696630732,-7.0,-83.0,101.0,0.66796875,-75.60674380460603,78.21656037796006,13.86264472682194,153.8233041825661,14.03125
3,512,2.0,6,24.0,4.0,-5.015625,2989,-5.015625,25.844179825627567,-5.0,-95.0,109.0,0.611328125,-69.08804085928367,74.60795095699174,8.132722489164706,143.6959918162754,10.03125
3,512,2.0,7,24.0,4.0,-6.640625,2338,-6.640625,22.250608971652326,-7.0,-71.0,91.0,0.66015625,-66.7637783722701,70.80116457954074,6.659694422702771,137.56494295181085,13.28125
4,128,0.0,0,0.0,0.0,-1.0078125,1218,-1.0078125,20.45211484088733,0.0,-95.0,103.0,0.4140625,-35.96809817909258,38.45518876281419,5.347652144411555,74.42328694190677,2.015625
4,128,0.0,1,0.0,0.0,-2.765625,1231,-2.765625,17.58971839909255,0.0,-74.0,68.0,0.3984375,-37.2333338713074,38.95125051135897,4.583407567343855,76.18458438266637,5.53125
4,128,0.0,2,0.0,0.0,-0.109375,1458,-0.109375,25.95766817550018,1.0,-134.0,118.0,0.4140625,-44.722472579356904,47.19325842153017,2.4146712119524025,91.91573100088706,0.21875
4,128,0.0,3,0.0,0.0,0.609375,1646,0.609375,24.165197849580604,1.0,-114.0,87.0,0.375,-45.13726045637118,47.366263040654374,3.212807604914829,92.50352349702555,-1.21875
4,128,0.0,4,0.0,0.0,-1.6640625,1509,-1.6640625,22.10425487312553,1.0,-83.0,80.0,0.3671875,-42.1672288053835,44.25095687315044,4.032503421397543,86.41818567853394,3.328125
4,128,0.0,5,0.0,0.0,3.4375,1571,3.4375,22.642172350505593,1.0,-71.0,115.0,0.296875,-42.69456587990621,44.90256060999222,6.398634318821699,87.59712648989843,-6.875
4,128,0.0,6,0.0,0.0,1.3359375,1578,1.3359375,27.217089456738275,0.0,-107.0,78.0,0.375,-41.37142995490987,43.14283778600417,2.523360912477777,84.51426774091405,-2.671875
4,128,0.0,7,0.0,0.0,3.109375,1627,3.109375,28.19442386553368,1.0,-152.0,103.0,0.296875,-41.9894497296764,43.934921366752306,4.87462993674491,85.9243710964287,-6.21875
4,128,0.25,0,0.75,0.0625,-0.40625,1364,-0.40625,19.708594849392487,1.0,-60.0,55.0,0.421875,-41.60529825701993,42.9674465587014,2.377723973586157,84.57274481572134,0.8125
4,128,0.25,1,0.75,0.0625,2.0546875,1157,2.0546875,25.046927391944582,1.0,-105.0,139.0,0.2890625,-38.43950354800178,40.22725358273456,6.059685465222394,78.66675713073634,-4.109375
4,128,0.25,2,0.75,0.0625,1.5234375,1040,1.5234375,13.644461355568192,1.0,-58.0,62.0,0.3515625,-43.38021037329424,45.553143712624234,12.71893411294677,88.93335408591847,-3.046875
4,128,0.25,3,0.75,0.0625,1.1640625,877,1.1640625,13.630605122154106,1.0,-38.0,49.0,0.3828125,-29.123913929463743,31.377518791987917,4.011577278489057,60.501432721451664,-2.328125
4,128,0.25,4,0.75,0.0625,-1.6953125,1067,-1.6953125,22.908977018351205,1.0,-114.0,79.0,0.3125,-37.35724651459946,40.32834665467057,1.78033472360611,77.68559316927002,3.390625
4,128,0.25,5,0.75,0.0625,2.4609375,1025,2.4609375,20.402934203714274,1.0,-53.0,102.0,0.3984375,-35.97135584945637,38.061320481940676,2.604390438790965,74.03267633139706,-4.921875
4,128,0.25,6,0.75,0.0625,0.7109375,1127,0.7109375,19.63739749485898,0.0,-81.0,69.0,0.4296875,-36.476508853120585,38.25739173974184,4.324998306365323,74.73390059286243,-1.421875
4,128,0.25,7,0.75,0.0625,0.7109375,975,0.7109375,15.717303533720209,1.0,-79.0,46.0,0.3203125,-34.61937240311191,36.92325640977714,3.026582283303,71.54262881288905,-1.421875
4,128,0.5,0,3.0,0.25,1.703125,795,1.703125,12.70479693794336,1.0,-50.0,42.0,0.421875,-28.293232701890176,30.289697267127472,1.1134740714991196,58.58292996901765,-3.40625
4,128,0.5,1,3.0,0.25,0.484375,672,0.484375,11.168443528951338,0.5,-36.0,34.0,0.3984375,-28.246187573156174,30.221369308474276,1.7412999946607286,58.46755688163045,-0.96875
4,128,0.5,2,3.0,0.25,1.1640625,813,1.1640625,17.209997704709135,0.0,-44.0,66.0,0.484375,-31.984148706456793,34.07029818477875,4.045109860565255,66.05444689123554,-2.328125
4,128,0.5,3,3.0,0.25,-3.5,717,-3.5,16.43643057357649,-1.0,-69.0,43.0,0.5078125,-30.94402614233923,32.933837984962736,1.0624694295122445,63.87786412730196,7.0
4,128,0.5,4,3.0,0.25,1.15625,775,1.15625,14.302773714825387,0.0,-52.0,69.0,0.4296875,-32.65856270535458,34.75045250484705,3.4219491696057673,67.40901521020163,-2.3125
4,128,0.5,5,3.0,0.25,0.9609375,1000,0.9609375,16.716104857923504,0.0,-57.0,54.0,0.453125,-35.549757332002045,37.7232292870468,5.86155924404472,73.27298661904885,-1.921875
4,128,0.5,6,3.0,0.25,1.8828125,712,1.8828125,10.384499486727503,1.0,-39.0,35.0,0.3671875,-26.169713640133285,28.283145506015824,1.5134584839822658,54.45285914614911,-3.765625
4,128,0.5,7,3.0,0.25,1.203125,698,1.203125,9.962711239134405,0.0,-30.0,33.0,0.421875,-28.19313897231244,30.265707841421854,3.636701309855294,58.4588468137343,-2.40625
4,128,1.0,0,12.0,1.0,1.2578125,227,1.2578125,4.862557990897769,1.0,-21.0,20.0,0.25,-21.781199786371364,23.98240775901447,11.155180054822761,45.76360754538584,-2.515625
4,128,1.0,1,12.0,1.0,-1.15625,321,-1.15625,5.434895209431365,-1.0,-19.0,14.0,0.53125,-31.780785577989615,34.2644268125761,13.943354970224746,66.04521239056571,2.3125
4,128,1.0,2,12.0,1.0,0.3125,281,0.3125,6.155218822267816,0.0,-22.0,27.0,0.296875,-20.559201180669945,22.508910202014086,4.649544973933899,43.06811138268403,-0.625
4,128,1.0,3,12.0,1.0,-0.8125,258,-0.8125,6.341517464298273,0.0,-34.0,27.0,0.46875,-20.909968524035424,22.860585426221505,6.8613997793957235,43.770553950256925,1.625
4,128,1.0,4,12.0,1.0,1.640625,327,1.640625,6.775108826386112,1.0,-26.0,26.0,0.296875,-29.318733669377373,31.680503554844,12.739028167022472,60.999237224221375,-3.28125
4,128,1.0,5,12.0,1.0,0.7578125,356,0.7578125,7.871771256511698,0.0,-9.0,44.0,0.4921875,-14.801090188997382,16.892416738530077,3.4369820199352787,31.69350692752746,-1.515625
4,128,1.0,6,12.0,1.0,0.9765625,292,0.9765625,5.720665449368084,0.0,-6.0,41.0,0.390625,-18.68882703729233,20.819406526453797,7.840596794688706,39.50823356374613,-1.953125
4,128,1.0,7,12.0,1.0,0.84375,180,0.84375,3.6772898903268425,0.0,-4.0,18.0,0.3125,-12.453630454996212,14.558906661163011,3.2126389856519797,27.012537116159223,-1.6875
