d,N,hubble,rep,R_dS,H2,n_causal_pairs,w_max,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width,max_layer_width_ratio,min_layer_width,layer_entropy
3,128,0.5,4,1.5,0.25,1789,39.0,0.3046875,6.0,0.046875,21.333333333333332,6.1553951042064625,0.28853414550967793,27.0,0.2109375,8.0,1.74039735366563
3,128,0.5,5,1.5,0.25,1411,45.0,0.3515625,7.0,0.0546875,18.285714285714285,11.584648532979024,0.6335354666472904,31.0,0.2421875,1.0,1.6831045887053422
3,128,0.5,6,1.5,0.25,1466,47.0,0.3671875,6.0,0.046875,21.333333333333332,10.060925515191046,0.4716058835245803,38.0,0.296875,4.0,1.6623590235284078
3,128,0.5,7,1.5,0.25,1520,40.0,0.3125,8.0,0.0625,16.0,10.161200716450788,0.6350750447781742,28.0,0.21875,1.0,1.8068510746054383
3,128,1.0,0,6.0,1.0,619,65.0,0.5078125,5.0,0.0390625,25.6,18.03995565404749,0.70468576773623,53.0,0.4140625,1.0,1.3148215690681866
3,128,1.0,1,6.0,1.0,1012,69.0,0.5390625,6.0,0.046875,21.333333333333332,12.256517540566822,0.5745242597140698,42.0,0.328125,4.0,1.6140022417309616
3,128,1.0,2,6.0,1.0,941,59.0,0.4609375,5.0,0.0390625,25.6,12.338557452149745,0.4819749004745994,40.0,0.3125,8.0,1.4831812537199784
3,128,1.0,3,6.0,1.0,1080,57.0,0.4453125,6.0,0.046875,21.333333333333332,10.044346115546242,0.4708287241662301,34.0,0.265625,5.0,1.6635307836231772
3,128,1.0,4,6.0,1.0,801,54.0,0.421875,6.0,0.046875,21.333333333333332,12.671051872498808,0.5939555565233816,42.0,0.328125,4.0,1.5952222416960053
3,128,1.0,5,6.0,1.0,1018,56.0,0.4375,6.0,0.046875,21.333333333333332,14.079141387961917,0.6599597525607149,43.0,0.3359375,1.0,1.529488764716847
3,128,1.0,6,6.0,1.0,853,59.0,0.4609375,5.0,0.0390625,25.6,9.134549797335389,0.3568183514584136,38.0,0.296875,13.0,1.5441648051725316
3,128,1.0,7,6.0,1.0,939,57.0,0.4453125,6.0,0.046875,21.333333333333332,12.188336865854813,0.5713282905869445,36.0,0.28125,1.0,1.5700328768976182
3,128,2.0,0,24.0,4.0,200,90.0,0.703125,3.0,0.0234375,42.666666666666664,22.395436042987765,0.5248930322575258,74.0,0.578125,23.0,0.968664738899941
3,128,2.0,1,24.0,4.0,165,92.0,0.71875,4.0,0.03125,32.0,22.056745000112777,0.6892732812535243,65.0,0.5078125,4.0,1.1208519508869912
