stage,n,n_cg,family,sample_id,keep_ratio,cg_repeat,gamma,beta,action_mode,entropy_method,log_H,penalty_local,score_local,penalty_global_consistency,score_augmented,score_augmented_full,sig_comp,sig_d_eff,sig_height_ratio,sig_width_ratio,sig_degree_var,sig_interval_empty,sig_interval_size_ratio,base_family_rank
original,20,20,KR_like,0,1.0,0,0.2,1.0,A1,sis,27.416554839931507,0.06910486111111111,-27.402733867709284,0.0,-27.402733867709284,-27.402733867709284,0.3631578947368421,2.826452631578947,0.15,0.45,0.032993749999999995,0.65625,0.0359375,3
original,20,20,KR_like,0,1.0,0,0.8,1.0,A1,sis,27.416554839931507,0.06910486111111111,-27.36127095104262,0.0,-27.36127095104262,-27.36127095104262,0.3631578947368421,2.826452631578947,0.15,0.45,0.032993749999999995,0.65625,0.0359375,3
original,20,20,KR_like,1,1.0,0,0.2,1.0,A1,sis,27.36789998847251,0.06657986111111112,-27.354584016250286,0.0,-27.354584016250286,-27.354584016250286,0.34210526315789475,2.9527684210526317,0.15,0.45,0.03046875,0.65625,0.03984375,3
original,20,20,KR_like,1,1.0,0,0.8,1.0,A1,sis,27.36789998847251,0.06657986111111112,-27.31463609958362,0.0,-27.31463609958362,-27.31463609958362,0.34210526315789475,2.9527684210526317,0.15,0.45,0.03046875,0.65625,0.03984375,3
original,20,20,KR_like,2,1.0,0,0.2,1.0,A1,sis,26.456228758781762,0.11043819444444444,-26.434141119892875,0.0,-26.434141119892875,-26.434141119892875,0.41578947368421054,2.510663157894737,0.15,0.5,0.04099375,0.671875,0.0484375,3
original,20,20,KR_like,2,1.0,0,0.8,1.0,A1,sis,26.456228758781762,0.11043819444444444,-26.367878203226205,0.0,-26.367878203226205,-26.367878203226205,0.41578947368421054,2.510663157894737,0.15,0.5,0.04099375,0.671875,0.0484375,3
original,20,20,KR_like,3,1.0,0,0.2,1.0,A1,sis,26.745631905415895,0.07108611111111113,-26.731414683193673,0.0,-26.731414683193673,-26.731414683193673,0.37894736842105264,2.731715789473684,0.15,0.45,0.034975000000000006,0.65625,0.04140625,3
original,20,20,KR_like,3,1.0,0,0.8,1.0,A1,sis,26.745631905415895,0.07108611111111113,-26.688763016527005,0.0,-26.688763016527005,-26.688763016527005,0.37894736842105264,2.731715789473684,0.15,0.45,0.034975000000000006,0.65625,0.04140625,3
original,20,20,multi_layer_random,0,1.0,0,0.2,1.0,A1,sis,23.773227535036067,0.14569375,-23.744088785036066,0.0,-23.744088785036066,-23.744088785036066,0.45789473684210524,2.2580315789473686,0.25,0.45,0.04569375,0.375,0.06171875,4
original,20,20,multi_layer_random,0,1.0,0,0.8,1.0,A1,sis,23.773227535036067,0.14569375,-23.656672535036066,0.0,-23.656672535036066,-23.656672535036066,0.45789473684210524,2.2580315789473686,0.25,0.45,0.04569375,0.375,0.06171875,4
