stage,n,n_cg,family,sample_id,keep_ratio,cg_repeat,gamma,beta,action_mode,entropy_method,log_H,penalty_local,score_local,penalty_cg,penalty_global_consistency,score_augmented,score_augmented_full,self_drift,nearest_family,nearest_family_dist,family_switch_penalty,rank_before,rank_after,rank_shift_penalty,sig_comp,sig_d_eff,sig_height_ratio,sig_width_ratio,sig_degree_var,sig_interval_empty,sig_interval_size_ratio,gc_var_comp,gc_var_d_eff,gc_var_height_ratio,gc_var_width_ratio,gc_var_size_ratio,gc_count,gc_total,gc_var_comp_ref_penalty,gc_var_d_eff_ref_penalty,gc_var_height_ratio_ref_penalty,gc_var_width_ratio_ref_penalty,gc_var_size_ratio_ref_penalty,gc_total_ref
coarse_grained,20,12,KR_like,3,0.6,0,0.8,1.0,A2,sis,11.03330776832843,1.0895708430505247,-10.161651093888011,3.108990180355286,0.0,-7.0526609135327245,-7.0526609135327245,0.06089901803552861,lorentzian_like_2d,0.37562069840760864,1.0,3,1,2.0,0.48484848484848486,2.0963090909090907,0.25,0.4166666666666667,0.0455246913580247,0.65625,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,KR_like,3,0.6,1,0.8,1.0,A2,sis,12.641193638545847,6.459742054374624,-7.473399995046147,0.028575934427800122,0.0,-7.444824060618347,-7.444824060618347,0.002857593442780012,KR_like,0.13049952655386093,0.0,3,3,0.0,0.36363636363636365,2.823581818181818,0.25,0.4166666666666667,0.03240740740740741,0.6666666666666666,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,lorentzian_like_2d,0,0.8,0,0.2,1.0,A2,sis,17.670444982408217,0.391187383528959,-17.592207505702426,0.029987266892663463,0.0,-17.56222023880976,-17.56222023880976,0.0029987266892663464,lorentzian_like_2d,0.21177782808883278,0.0,5,5,0.0,0.48333333333333334,2.1054,0.3125,0.375,0.04754638671875,0.3793103448275862,0.07219827586206896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,lorentzian_like_2d,0,0.8,1,0.2,1.0,A2,sis,16.483598394958108,0.5474926625042126,-16.374099862457264,0.01831466795810639,0.0,-16.35578519449916,-16.35578519449916,0.0018314667958106389,lorentzian_like_2d,0.33972060424899486,0.0,5,5,0.0,0.5083333333333333,1.9554000000000002,0.375,0.25,0.0503997802734375,0.3770491803278688,0.07889344262295082,0.02222222222222223,0.06385729000000008,0.012847222222222223,0.005709876543209878,0.0018446180555555553,6.0,0.4471341544753091,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,lorentzian_like_2d,0,0.6,0,0.2,1.0,A2,sis,10.276222836021374,1.1114520289188934,-10.053932430237595,0.1785440186061758,0.0,-9.875388411631418,-9.875388411631418,0.01785440186061758,lorentzian_like_2d,0.5788956201375564,0.0,5,5,0.0,0.5454545454545454,1.7326727272727276,0.3333333333333333,0.4166666666666667,0.054398148148148154,0.3888888888888889,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,lorentzian_like_2d,0,0.6,1,0.2,1.0,A2,sis,11.292154097801074,0.7056309768578799,-11.151027902429497,0.11554105307212201,0.0,-11.035486849357376,-11.035486849357376,0.0115541053072122,lorentzian_like_2d,0.4940079976705963,0.0,5,5,0.0,0.5303030303030303,1.8235818181818184,0.3333333333333333,0.4166666666666667,0.0572434413580247,0.42857142857142855,0.05476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,lorentzian_like_2d,0,0.8,0,0.8,1.0,A2,sis,17.670444982408217,0.391187383528959,-17.35749507558505,0.029987266892663463,0.0,-17.327507808692385,-17.327507808692385,0.0029987266892663464,lorentzian_like_2d,0.21177782808883278,0.0,1,1,0.0,0.48333333333333334,2.1054,0.3125,0.375,0.04754638671875,0.3793103448275862,0.07219827586206896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,lorentzian_like_2d,0,0.8,1,0.8,1.0,A2,sis,16.483598394958108,0.5474926625042126,-16.045604264954736,0.01831466795810639,0.0,-16.02728959699663,-16.02728959699663,0.0018314667958106389,lorentzian_like_2d,0.33972060424899486,0.0,1,1,0.0,0.5083333333333333,1.9554000000000002,0.375,0.25,0.0503997802734375,0.3770491803278688,0.07889344262295082,0.02222222222222223,0.06385729000000008,0.012847222222222223,0.005709876543209878,0.0018446180555555553,6.0,0.4471341544753091,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,lorentzian_like_2d,0,0.6,0,0.8,1.0,A2,sis,10.276222836021374,1.1114520289188934,-9.387061212886259,0.1785440186061758,0.0,-9.208517194280082,-9.208517194280082,0.01785440186061758,lorentzian_like_2d,0.5788956201375564,0.0,1,1,0.0,0.5454545454545454,1.7326727272727276,0.3333333333333333,0.4166666666666667,0.054398148148148154,0.3888888888888889,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,lorentzian_like_2d,0,0.6,1,0.8,1.0,A2,sis,11.292154097801074,0.7056309768578799,-10.72764931631477,0.11554105307212201,0.0,-10.612108263242648,-10.612108263242648,0.0115541053072122,lorentzian_like_2d,0.4940079976705963,0.0,1,1,0.0,0.5303030303030303,1.8235818181818184,0.3333333333333333,0.4166666666666667,0.0572434413580247,0.42857142857142855,0.05476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
