n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_info,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
10,KR_like,1,0.2,1.0,A1,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,0.11367777777777778,-8.397065289852032,-0.8397065289852031,-0.36467991195640664,-0.5097796584848837,-0.6647199562024442,2.7748842334516826,1.8769069823977402,0.3768356672443949,0.0,robust_zscore,n
10,KR_like,1,0.2,1.0,A3,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,3.355143778826606,-7.748772089642267,-0.7748772089642266,-0.3365248960057566,-0.5097796584848837,1.0623054272866566,2.7748842334516826,1.8769069823977402,0.722240743942215,0.0,robust_zscore,n
10,KR_like,1,0.2,1.0,A4,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-8.208850210077555,-0.8208850210077555,-0.35650583490070314,-0.5097796584848837,-0.1633230262010604,2.7748842334516826,1.8769069823977402,0.4771150532446716,0.0,robust_zscore,n
10,KR_like,1,0.5,1.0,A1,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,0.11367777777777778,-8.3629619565187,-0.83629619565187,-0.3631988230082893,-0.5097796584848837,-0.6647199562024442,2.7748842334516826,1.8769069823977402,0.17741968038366163,0.0,robust_zscore,n
10,KR_like,1,0.5,1.0,A3,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,3.355143778826606,-6.742228955994285,-0.6742228955994285,-0.292811283131664,-0.5097796584848837,1.0623054272866566,2.7748842334516826,1.8769069823977402,1.040932372128212,0.0,robust_zscore,n
10,KR_like,1,0.5,1.0,A4,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-7.892424257082505,-0.7892424257082504,-0.3427636303690303,-0.5097796584848837,-0.1633230262010604,2.7748842334516826,1.8769069823977402,0.4281181453843535,0.0,robust_zscore,n
10,KR_like,1,1.0,1.0,A1,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,0.11367777777777778,-8.30612306762981,-0.830612306762981,-0.3607303414280937,-0.5097796584848837,-0.6647199562024442,2.7748842334516826,1.8769069823977402,-0.15494029771756046,0.0,robust_zscore,n
10,KR_like,1,1.0,1.0,A3,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,3.355143778826606,-5.064657066580982,-0.5064657066580982,-0.21995526167484303,-0.5097796584848837,1.0623054272866566,2.7748842334516826,1.8769069823977402,1.5720850857715403,0.0,robust_zscore,n
10,KR_like,1,1.0,1.0,A4,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-7.365047668757422,-0.7365047668757422,-0.31985995614957563,-0.5097796584848837,-0.1633230262010604,2.7748842334516826,1.8769069823977402,0.3464566322838233,0.0,robust_zscore,n
10,KR_2layer,0,0.0,1.0,A1,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,0.47690000000000005,-11.629107219259637,-1.1629107219259638,-0.5050457094785729,0.6467753916910253,-0.47119826033331397,2.7748842334516826,1.8769069823977402,-0.6467753916910253,0.0,robust_zscore,n
10,KR_2layer,0,0.0,1.0,A3,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,28.605652206160418,-11.629107219259637,-1.1629107219259638,-0.5050457094785729,0.6467753916910253,14.515560524178246,2.7748842334516826,1.8769069823977402,-0.6467753916910253,0.0,robust_zscore,n
10,KR_2layer,0,0.0,1.0,A4,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,6.48074784215727,-11.629107219259637,-1.1629107219259638,-0.5050457094785729,0.6467753916910253,2.7276005605264078,2.7748842334516826,1.8769069823977402,-0.6467753916910253,0.0,robust_zscore,n
10,KR_2layer,0,0.2,1.0,A1,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,0.47690000000000005,-11.533727219259637,-1.1533727219259637,-0.5009034087101797,0.6467753916910253,-0.47119826033331397,2.7748842334516826,1.8769069823977402,-0.7410150437576881,0.0,robust_zscore,n
10,KR_2layer,0,0.2,1.0,A3,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,28.605652206160418,-5.907976778027553,-0.5907976778027553,-0.2565801713909919,0.6467753916910253,14.515560524178246,2.7748842334516826,1.8769069823977402,2.2563367131446244,0.0,robust_zscore,n
10,KR_2layer,0,0.2,1.0,A4,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,6.48074784215727,-10.332957650828183,-1.0332957650828183,-0.4487546489494667,0.6467753916910253,2.7276005605264078,2.7748842334516826,1.8769069823977402,-0.10125527958574365,0.0,robust_zscore,n
10,KR_2layer,0,0.5,1.0,A1,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,0.47690000000000005,-11.390657219259637,-1.1390657219259637,-0.4946899575575898,0.6467753916910253,-0.47119826033331397,2.7748842334516826,1.8769069823977402,-0.8823745218576823,0.0,robust_zscore,n
10,KR_2layer,0,0.5,1.0,A3,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,28.605652206160418,2.6737188838205714,0.26737188838205717,0.11611813574037956,0.6467753916910253,14.515560524178246,2.7748842334516826,1.8769069823977402,6.611004870398098,0.0,robust_zscore,n
10,KR_2layer,0,0.5,1.0,A4,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,6.48074784215727,-8.388733298181002,-0.8388733298181001,-0.3643180581558075,0.6467753916910253,2.7276005605264078,2.7748842334516826,1.8769069823977402,0.7170248885721786,0.0,robust_zscore,n
10,KR_2layer,0,1.0,1.0,A1,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,0.47690000000000005,-11.152207219259637,-1.1152207219259638,-0.4843342056366068,0.6467753916910253,-0.47119826033331397,2.7748842334516826,1.8769069823977402,-1.1179736520243393,0.0,robust_zscore,n
10,KR_2layer,0,1.0,1.0,A3,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,28.605652206160418,16.97654498690078,1.6976544986900781,0.7372819809593321,0.6467753916910253,14.515560524178246,2.7748842334516826,1.8769069823977402,13.868785132487222,0.0,robust_zscore,n
10,KR_2layer,0,1.0,1.0,A4,11.629107219259637,0.0,exact,0.47690000000000005,28.605652206160418,6.48074784215727,6.48074784215727,-5.148359377102367,-0.5148359377102367,-0.22359040683304204,0.6467753916910253,2.7276005605264078,2.7748842334516826,1.8769069823977402,2.0808251688353825,0.0,robust_zscore,n
10,KR_2layer,1,0.0,1.0,A1,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,0.06409999999999998,-12.331823850835734,-1.2331823850835735,-0.5355643050220869,0.9000171749354334,-0.6911345725061473,2.7748842334516826,1.8769069823977402,-0.9000171749354334,0.0,robust_zscore,n
