scale_label,scale_factor,n,gamma,family,mean_score,std_score,mean_penalty,mean_log_H,count
1.670,1.67,48,0.1,lorentzian_like_2d,-70.61638153112334,3.9268486760115344,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,0.2,KR_like,-94.01784069238161,0.1736154907720808,14.946567040717234,97.00715410052504,2
1.670,1.67,48,0.2,lorentzian_like_2d,-70.4262248442978,3.988934951698806,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,0.4,KR_like,-91.02852728423815,0.23783153872876833,14.946567040717234,97.00715410052504,2
1.670,1.67,48,0.4,lorentzian_like_2d,-70.04591147064673,4.113107503073384,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,0.6,KR_like,-88.03921387609472,0.3020475866854358,14.946567040717234,97.00715410052504,2
1.670,1.67,48,0.6,lorentzian_like_2d,-69.66559809699567,4.237280054447932,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,0.8,KR_like,-85.04990046795126,0.36626363464212836,14.946567040717234,97.00715410052504,2
1.670,1.67,48,0.8,lorentzian_like_2d,-69.2852847233446,4.3614526058225,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,1.0,KR_like,-82.06058705980782,0.4304796825988058,14.946567040717234,97.00715410052504,2
1.670,1.67,48,1.0,lorentzian_like_2d,-68.90497134969353,4.485625157197058,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,1.5,KR_like,-74.5873035394492,0.5910198024904896,14.946567040717234,97.00715410052504,2
1.670,1.67,48,1.5,lorentzian_like_2d,-67.95418791556585,4.796056535633475,1.9015668682553502,70.80653821794888,2
1.670,1.67,48,2.0,KR_like,-67.11402001909057,0.7515599223821933,14.946567040717234,97.00715410052504,2
1.670,1.67,48,2.0,lorentzian_like_2d,-67.00340448143818,5.1064879140698745,1.9015668682553502,70.80653821794888,2
1.680,1.68,48,0.0,KR_like,-97.00715410052504,0.10939944281541335,14.98364542575629,97.00715410052504,2
1.680,1.68,48,0.0,lorentzian_like_2d,-70.80653821794888,3.8647624003242482,1.90969609123521,70.80653821794888,2
1.680,1.68,48,0.1,KR_like,-95.50878955794943,0.14169895319594364,14.98364542575629,97.00715410052504,2
1.680,1.68,48,0.1,lorentzian_like_2d,-70.61556860882536,3.9268258567229246,1.90969609123521,70.80653821794888,2
1.680,1.68,48,0.2,KR_like,-94.01042501537378,0.173998463576494,14.98364542575629,97.00715410052504,2
1.680,1.68,48,0.2,lorentzian_like_2d,-70.42459899970183,3.988889313121586,1.90969609123521,70.80653821794888,2
1.680,1.68,48,0.4,KR_like,-91.01369593022254,0.2385974843375797,14.98364542575629,97.00715410052504,2
1.680,1.68,48,0.4,lorentzian_like_2d,-70.0426597814548,4.113016225918914,1.90969609123521,70.80653821794888,2
1.680,1.68,48,0.6,KR_like,-88.01696684507127,0.3031965050986755,14.98364542575629,97.00715410052504,2
1.680,1.68,48,0.6,lorentzian_like_2d,-69.66072056320775,4.237143138716251,1.90969609123521,70.80653821794888,2
1.680,1.68,48,0.8,KR_like,-85.02023775992001,0.36779552585975617,14.98364542575629,97.00715410052504,2
1.680,1.68,48,0.8,lorentzian_like_2d,-69.27878134496072,4.3612700515135785,1.90969609123521,70.80653821794888,2
1.680,1.68,48,1.0,KR_like,-82.02350867476876,0.43239454662084187,14.98364542575629,97.00715410052504,2
1.680,1.68,48,1.0,lorentzian_like_2d,-68.89684212671366,4.485396964310916,1.90969609123521,70.80653821794888,2
1.680,1.68,48,1.5,KR_like,-74.53168596189062,0.5938920985235485,14.98364542575629,97.00715410052504,2
1.680,1.68,48,1.5,lorentzian_like_2d,-67.94199408109606,4.795714246304258,1.90969609123521,70.80653821794888,2
1.680,1.68,48,2.0,KR_like,-67.03986324901247,0.7553896504262654,14.98364542575629,97.00715410052504,2
1.680,1.68,48,2.0,lorentzian_like_2d,-66.98714603547845,5.106031528297584,1.90969609123521,70.80653821794888,2
1.690,1.69,48,0.0,KR_like,-97.00715410052504,0.10939944281541335,15.020723810795348,97.00715410052504,2
1.690,1.69,48,0.0,lorentzian_like_2d,-70.80653821794888,3.8647624003242482,1.9178253142150699,70.80653821794888,2
1.690,1.69,48,0.1,KR_like,-95.50508171944551,0.14189043959815026,15.020723810795348,97.00715410052504,2
