family,n,gamma,log_H_mean,log_H_std,geo_penalty_mean,score_A3_mean,score_A3_std
interval_order,20,1.6,22.1388872852053,3.1439252675074996,6.019088912434898,-12.508345025309463,9.288749663820692
lorentzian_like_2d,10,0.0,6.999307019657553,0.6195730076261015,2.437931177523414,-6.999307019657553,0.6195730076261015
lorentzian_like_2d,10,0.2,6.999307019657553,0.6195730076261015,2.437931177523414,-6.51172078415287,1.1297040215097347
lorentzian_like_2d,10,0.4,6.999307019657553,0.6195730076261015,2.437931177523414,-6.0241345486481865,1.68894891111076
lorentzian_like_2d,10,0.8,6.999307019657553,0.6195730076261015,2.437931177523414,-5.048962077638821,2.838494895480306
lorentzian_like_2d,10,1.6,6.999307019657553,0.6195730076261015,2.437931177523414,-3.0986171356200902,5.164643682830919
lorentzian_like_2d,12,0.0,9.923216276520977,0.8929195243834188,2.04783927801194,-9.923216276520977,0.8929195243834188
lorentzian_like_2d,12,0.2,9.923216276520977,0.8929195243834188,2.04783927801194,-9.513648420918589,1.157836754926059
lorentzian_like_2d,12,0.4,9.923216276520977,0.8929195243834188,2.04783927801194,-9.1040805653162,1.434406486519661
lorentzian_like_2d,12,0.8,9.923216276520977,0.8929195243834188,2.04783927801194,-8.284944854111425,2.003087625150672
lorentzian_like_2d,12,1.6,9.923216276520977,0.8929195243834188,2.04783927801194,-6.646673431701872,3.1632104398393173
lorentzian_like_2d,14,0.0,12.2630443749354,1.1676364908455348,2.6901223722823664,-12.2630443749354,1.1676364908455348
lorentzian_like_2d,14,0.2,12.2630443749354,1.1676364908455348,2.6901223722823664,-11.725019900478928,1.748077222770872
lorentzian_like_2d,14,0.4,12.2630443749354,1.1676364908455348,2.6901223722823664,-11.186995426022454,2.414114545014674
lorentzian_like_2d,14,0.8,12.2630443749354,1.1676364908455348,2.6901223722823664,-10.110946477109508,3.822515837613764
lorentzian_like_2d,14,1.6,12.2630443749354,1.1676364908455348,2.6901223722823664,-7.9588485792836146,6.718355200902919
lorentzian_like_2d,16,0.0,15.069368330409569,1.4698068595867606,1.2127205005849755,-15.069368330409569,1.4698068595867606
lorentzian_like_2d,16,0.2,15.069368330409569,1.4698068595867606,1.2127205005849755,-14.826824230292575,1.5605934579788017
lorentzian_like_2d,16,0.4,15.069368330409569,1.4698068595867606,1.2127205005849755,-14.584280130175578,1.6701098301560593
lorentzian_like_2d,16,0.8,15.069368330409569,1.4698068595867606,1.2127205005849755,-14.099191929941588,1.9320926876002695
lorentzian_like_2d,16,1.6,15.069368330409569,1.4698068595867606,1.2127205005849755,-13.129015529473609,2.5621777409196773
lorentzian_like_2d,18,0.0,18.238608173110016,1.2373713027995838,0.9024549199476841,-18.238608173110016,1.2373713027995838
lorentzian_like_2d,18,0.2,18.238608173110016,1.2373713027995838,0.9024549199476841,-18.05811718912048,1.2106241368183077
lorentzian_like_2d,18,0.4,18.238608173110016,1.2373713027995838,0.9024549199476841,-17.87762620513094,1.203086784659979
lorentzian_like_2d,18,0.8,18.238608173110016,1.2373713027995838,0.9024549199476841,-17.51664423715187,1.2461475379505254
lorentzian_like_2d,18,1.6,18.238608173110016,1.2373713027995838,0.9024549199476841,-16.794680301193722,1.5268342574192038
lorentzian_like_2d,20,0.0,21.070491159542904,1.5398824668057565,1.2483110417240115,-21.070491159542904,1.5398824668057565
lorentzian_like_2d,20,0.2,21.070491159542904,1.5398824668057565,1.2483110417240115,-20.820828951198102,1.7392376424223437
lorentzian_like_2d,20,0.4,21.070491159542904,1.5398824668057565,1.2483110417240115,-20.5711667428533,1.9469191374228918
lorentzian_like_2d,20,0.8,21.070491159542904,1.5398824668057565,1.2483110417240115,-20.071842326163694,2.3784655108194594
lorentzian_like_2d,20,1.6,21.070491159542904,1.5398824668057565,1.2483110417240115,-19.073193492784487,3.2760265765658
lorentzian_like_3d,10,0.0,9.807474058627545,0.9738844403628436,12.749540375291982,-9.807474058627545,0.9738844403628436
lorentzian_like_3d,10,0.2,9.807474058627545,0.9738844403628436,12.749540375291982,-7.2575659835691475,1.0932371831924868
lorentzian_like_3d,10,0.4,9.807474058627545,0.9738844403628436,12.749540375291982,-4.707657908510751,2.9908342807223
