family,n,sample,gamma,log_H,neutral_penalty,geometric_penalty,score_A2,score_A3
KR_like,20,0,0.4,26.045083527835487,0.11271944444444444,6.093793970591103,-23.562478161821268,-23.607565939599045
KR_like,20,0,0.8,26.045083527835487,0.11271944444444444,6.093793970591103,-21.07987279580705,-21.170048351362603
KR_like,20,0,1.6,26.045083527835487,0.11271944444444444,6.093793970591103,-16.11466206377861,-16.29501317488972
KR_like,20,1,0.0,26.803605731662593,0.10988819444444445,7.481452726626617,-26.803605731662593,-26.803605731662593
KR_like,20,1,0.2,26.803605731662593,0.10988819444444445,7.481452726626617,-25.285337547448382,-25.30731518633727
KR_like,20,1,0.4,26.803605731662593,0.10988819444444445,7.481452726626617,-23.767069363234167,-23.811024641011947
KR_like,20,1,0.8,26.803605731662593,0.10988819444444445,7.481452726626617,-20.730532994805742,-20.818443550361298
KR_like,20,1,1.6,26.803605731662593,0.10988819444444445,7.481452726626617,-14.657460257948895,-14.833281369060005
KR_like,20,2,0.0,26.872662240470543,0.10538819444444444,8.881081225882397,-26.872662240470543,-26.872662240470543
KR_like,20,2,0.2,26.872662240470543,0.10538819444444444,8.881081225882397,-25.075368356405175,-25.096445995294065
KR_like,20,2,0.4,26.872662240470543,0.10538819444444444,8.881081225882397,-23.278074472339807,-23.320229750117583
KR_like,20,2,0.8,26.872662240470543,0.10538819444444444,8.881081225882397,-19.68348670420907,-19.767797259764624
KR_like,20,2,1.6,26.872662240470543,0.10538819444444444,8.881081225882397,-12.494311167947597,-12.662932279058706
KR_like,20,3,0.0,27.252530281602965,0.05368819444444445,6.899176085924259,-27.252530281602965,-27.252530281602965
KR_like,20,3,0.2,27.252530281602965,0.05368819444444445,6.899176085924259,-25.861957425529223,-25.872695064418114
KR_like,20,3,0.4,27.252530281602965,0.05368819444444445,6.899176085924259,-24.471384569455484,-24.492859847233262
KR_like,20,3,0.8,27.252530281602965,0.05368819444444445,6.899176085924259,-21.690238857308003,-21.73318941286356
KR_like,20,3,1.6,27.252530281602965,0.05368819444444445,6.899176085924259,-16.12794743301304,-16.21384854412415
KR_like,20,4,0.0,26.29876493347615,0.11068819444444444,6.776879178666805,-26.29876493347615,-26.29876493347615
KR_like,20,4,0.2,26.29876493347615,0.11068819444444444,6.776879178666805,-24.9212514588539,-24.943389097742788
KR_like,20,4,0.4,26.29876493347615,0.11068819444444444,6.776879178666805,-23.54373798423165,-23.588013262009426
KR_like,20,4,0.8,26.29876493347615,0.11068819444444444,6.776879178666805,-20.788711034987152,-20.877261590542705
KR_like,20,4,1.6,26.29876493347615,0.11068819444444444,6.776879178666805,-15.27865713649815,-15.45575824760926
KR_like,20,5,0.0,27.159504965607297,0.10663819444444445,9.048830543602582,-27.159504965607297,-27.159504965607297
KR_like,20,5,0.2,27.159504965607297,0.10663819444444445,9.048830543602582,-25.328411217997893,-25.34973885688678
KR_like,20,5,0.4,27.159504965607297,0.10663819444444445,9.048830543602582,-23.497317470388488,-23.539972748166264
KR_like,20,5,0.8,27.159504965607297,0.10663819444444445,9.048830543602582,-19.835129975169675,-19.92044053072523
KR_like,20,5,1.6,27.159504965607297,0.10663819444444445,9.048830543602582,-12.510754984732053,-12.681376095843165
KR_like,20,6,0.0,26.015332585983455,0.11341319444444445,5.96001241780563,-26.015332585983455,-26.015332585983455
KR_like,20,6,0.2,26.015332585983455,0.11341319444444445,5.96001241780563,-24.80064746353344,-24.82333010242233
KR_like,20,6,0.4,26.015332585983455,0.11341319444444445,5.96001241780563,-23.585962341083423,-23.631327618861203
KR_like,20,6,0.8,26.015332585983455,0.11341319444444445,5.96001241780563,-21.156592096183395,-21.24732265173895
KR_like,20,6,1.6,26.015332585983455,0.11341319444444445,5.96001241780563,-16.297851606383336,-16.479312717494444
KR_like,20,7,0.0,27.56085331326521,0.06971111111111111,10.259657805730518,-27.56085331326521,-27.56085331326521
KR_like,20,7,0.2,27.56085331326521,0.06971111111111111,10.259657805730518,-25.494979529896884,-25.508921752119107
KR_like,20,7,0.4,27.56085331326521,0.06971111111111111,10.259657805730518,-23.429105746528556,-23.456990190973002
